id,index,period,timestamp,minute,second,type,possession,possession_team,play_pattern,team,player,position,location,duration,related_events,match_id,possession_team_id,team_id,player_id,counterpress
ae154c6a-f775-4b23-b059-052bcb6d4732,89,1,00:01:44.584,1,44,Dribbled Past,5,England,From Free Kick,Netherlands,Cody Mathès Gakpo,Left Wing,"[72.8, 20.7]",0.0,"['1c713192-2ef3-4d3e-9afe-9e009e037dc8', '238f57d8-e404-477e-af41-a07675992d3c']",3942819,768,941,20750,
0364db83-9add-4f76-9d8b-eaf22c0f076c,2129,2,00:10:38.681,55,38,Dribbled Past,71,Netherlands,Regular Play,England,Harry Kane,Center Forward,"[93.5, 55.1]",0.0,"['331610ef-3770-4aca-8a3f-658727c8d3a4', 'b06b244c-bb7d-4a23-ba7e-eb18dbf1beaf']",3942819,941,768,10955,True
40764e2d-128a-4586-b538-e27f1cee7b8c,3417,2,00:48:19.779,93,19,Dribbled Past,110,Netherlands,From Kick Off,Netherlands,Joey Veerman,Center Attacking Midfield,"[77.5, 32.2]",0.0,"['3910d792-afef-433c-bb64-2401cc96fc75', '66bf7346-e0b0-4704-b99b-8e871a795011', '938c7ea5-b7a1-4f90-80eb-3594b45f95c7']",3942819,941,941,21633,True
2619bf6a-e71a-4bf3-8702-fa4080dac20a,357,1,00:07:15.183,7,15,Dribbled Past,13,England,Regular Play,Spain,Fabián Ruiz Peña,Left Defensive Midfield,"[112.6, 23.4]",0.0,"['2fd324ef-d06b-4176-90d1-ffdc0503bc96', '51203b90-78ec-4e41-9851-bd1ab821b212']",3943043,768,772,6655,True
015c81c5-89b3-421c-b0fb-8ac584344dfb,649,1,00:16:54.951,16,54,Dribbled Past,27,England,From Corner,Spain,Rodrigo Hernández Cascante,Right Defensive Midfield,"[20.6, 33.6]",0.0,"['b2ac76bc-141b-4165-9d88-cf8a4604f719', 'd35c858d-313f-491c-9215-6aca98c1fa96']",3943043,768,772,6765,
6b092b89-fce7-43c2-ac4d-09a3c9cc263d,930,1,00:24:15.663,24,15,Dribbled Past,40,England,From Free Kick,Spain,Daniel Carvajal Ramos,Right Back,"[15.8, 60.1]",0.0,"['730b5867-fe48-4e69-bc38-ccf4030e90f8', '83b5ffd5-4689-48ea-a581-8696db7fa61d', 'c163462b-fc02-4834-89b4-6b24b21eef9d']",3943043,768,772,5721,
d5939001-1da7-4282-ae80-0f0c45cc4a0c,1100,1,00:28:49.388,28,49,Dribbled Past,47,Spain,From Throw In,England,Jude Bellingham,Left Wing,"[105.9, 5.7]",0.0,"['24b56be9-113d-4bd7-8f8d-5b486f64dc05', 'be84be7e-54ba-4846-855c-d8a145af7e92']",3943043,772,768,30714,
76aaf102-0562-40f3-9c52-1c6599a14ad0,1331,1,00:35:54.537,35,54,Dribbled Past,58,Spain,From Corner,England,Kyle Walker,Right Back,"[16.3, 73.9]",0.0,"['13c172d3-e22e-4244-95f8-4ffca5f11e5b', 'ce9870f5-9d64-4111-8266-d873159580fa']",3943043,772,768,3205,
6883c0f6-7642-492d-981c-70e167e88dc5,1393,1,00:37:38.903,37,38,Dribbled Past,60,Spain,Regular Play,Spain,Rodrigo Hernández Cascante,Right Defensive Midfield,"[87.3, 60.5]",0.0,"['4ea2b146-9c75-4777-9de7-54d20b073f60', 'f10524ef-ad5a-4815-bb2a-5f65f4cf19c9']",3943043,772,772,6765,True
08b94b0b-c68c-4b71-a5fb-400a93a43be0,1875,2,00:04:17.993,49,17,Dribbled Past,85,Spain,Regular Play,England,Jude Bellingham,Left Wing,"[67.5, 9.8]",0.0,"['630e7a58-2e48-4193-a014-013c1f72bf07', '88eefdf0-cbee-4b78-9206-94baaa9be466', 'e64fb2a7-8822-4f95-abc6-d78e56f6dd0c']",3943043,772,768,30714,True
09734baa-3244-46d0-927b-a526a341a0c9,2351,2,00:14:42.327,59,42,Dribbled Past,98,England,Regular Play,Spain,Nicholas Williams Arthuer,Left Wing,"[27.0, 11.0]",0.0,['dc813cd1-ab8f-4601-9b72-d609af0f69f1'],3943043,768,772,68574,
7e192d21-49f0-4fad-9868-257f35ce2730,2683,2,00:26:45.806,71,45,Dribbled Past,115,Spain,From Counter,England,Jude Bellingham,Right Defensive Midfield,"[56.5, 40.2]",0.0,"['2f79600b-6fab-43af-bc2f-b02f0cf55cb4', 'a017d218-a271-473f-b243-19011ce6c91a']",3943043,772,768,30714,True
8061c5ef-2c0f-4823-b660-eb9d720d7c2a,3176,2,00:40:07.360,85,7,Dribbled Past,135,England,From Keeper,Spain,Daniel Olmo Carvajal,Center Attacking Midfield,"[83.1, 14.7]",0.0,"['067299ff-8e76-4411-8d6d-1753217df6e4', '486c9388-6145-484b-a4a8-da8e973690d4']",3943043,768,772,16532,
7a720750-12df-4fd6-9349-7df8ea264626,23,1,00:00:14.413,0,14,Dribbled Past,2,France,From Kick Off,Spain,Daniel Olmo Carvajal,Center Attacking Midfield,"[60.7, 9.4]",0.0,['63135dfa-4627-483c-8062-c75d6f45f06a'],3942752,771,772,16532,
b87c8973-2c4d-402a-8582-439502e851cc,218,1,00:04:31.935,4,31,Dribbled Past,12,Spain,Regular Play,France,Aurélien Djani Tchouaméni,Center Defensive Midfield,"[42.0, 51.8]",0.0,"['2b03b96c-2832-4215-b910-69837d56f091', 'ce6cf384-3fa3-400f-9e76-4478b500b25d']",3942752,772,771,10481,
68acd99d-fbcd-40ac-be60-2cff62c0b71b,685,1,00:18:15.287,18,15,Dribbled Past,28,France,Regular Play,Spain,Fabián Ruiz Peña,Left Defensive Midfield,"[13.2, 49.4]",0.0,"['64f648e9-960c-4540-acc4-aa9806a1ef57', 'b78e011f-7d33-433a-a322-4e1c22bd95b2']",3942752,771,772,6655,
09ba3a30-83ce-43d9-84c0-9a11c6906c77,878,1,00:24:22.944,24,22,Dribbled Past,40,Spain,From Throw In,France,Aurélien Djani Tchouaméni,Center Defensive Midfield,"[12.3, 34.6]",0.0,"['9933f842-9daf-40aa-a5c9-fa243505bbf4', 'd386179b-e236-4278-8b00-b27cbe8e97cb']",3942752,772,771,10481,
2b5ac890-9081-4d45-b7cc-2ea77b15281f,915,1,00:26:52.759,26,52,Dribbled Past,44,France,From Throw In,Spain,Nicholas Williams Arthuer,Left Wing,"[17.9, 13.0]",0.0,"['19b394f8-0509-45e1-b387-5d7cb9873b9d', 'fded944a-19fa-489f-9a61-37595eabf008']",3942752,771,772,68574,
ed107d09-d555-432d-85ee-4b9303e6206d,1424,1,00:42:28.156,42,28,Dribbled Past,62,France,Regular Play,Spain,Álvaro Borja Morata Martín,Center Forward,"[77.2, 25.2]",0.0,"['75b52544-2d0b-4e22-aa00-945485214bbf', 'c60827c7-71ce-4c95-bc62-958e899344fc']",3942752,771,772,3477,True
cb94ce2f-973b-4914-b301-251fe42d65ba,1942,2,00:09:15.721,54,15,Dribbled Past,88,France,From Free Kick,Spain,Lamine Yamal Nasraoui Ebana,Right Wing,"[40.8, 47.6]",0.0,"['1ad95b93-247e-4e87-ab98-4a3c2f257a79', '3d1cc42d-ea93-49c0-b352-61d3e66ffb63', '7c769374-6945-4e83-b81f-443d4c9fdf29']",3942752,771,772,316046,
9767749f-f1ec-4d01-aa29-167d588bda4c,2281,2,00:19:45.468,64,45,Dribbled Past,105,France,From Counter,Spain,Daniel Vivian Moreno,Right Center Back,"[28.8, 63.1]",0.0,"['28926d75-f3cc-4d3d-b3dd-ef6826af3130', '29929409-909a-42e8-b3cb-698961530488']",3942752,771,772,41542,
9d10b5b7-2f9c-447b-b0e8-524d1ea060ec,2491,2,00:25:06.881,70,6,Dribbled Past,112,France,From Counter,Spain,Daniel Vivian Moreno,Right Center Back,"[21.1, 63.7]",0.0,"['482d8959-0c4b-43be-a3aa-4b621e209e7f', '98598f16-08a9-4ca9-bcf3-b6999dff182c', 'caaa6e82-bbf0-420d-9685-6706acc8b06b']",3942752,771,772,41542,
7cfc37fe-5ab0-4761-bdf6-8d53f91acd98,2724,2,00:29:52.117,74,52,Dribbled Past,120,France,Regular Play,Spain,Lamine Yamal Nasraoui Ebana,Right Wing,"[51.3, 77.7]",0.0,"['40524b2c-cd25-4cd2-91e7-e53862c43754', '6e445c63-2868-471a-9489-5dfe7d1604e0', '7df09fd5-0993-48cc-9d34-5fa3577dea25']",3942752,771,772,316046,
e017b6f1-4e40-46e2-a932-162506d766a9,2817,2,00:32:41.094,77,41,Dribbled Past,123,France,Regular Play,Spain,José Ignacio Fernández Iglesias,Right Back,"[62.2, 77.9]",0.0,"['240c33e2-df0e-4d28-aa8a-766f24533b75', '4d7d9165-92d5-4058-b9e8-951ea93ce90c']",3942752,771,772,5202,
a1dc8218-f4ed-40a2-93d1-0b444d420fc6,2982,2,00:40:17.776,85,17,Dribbled Past,134,France,From Goal Kick,Spain,Rodrigo Hernández Cascante,Right Defensive Midfield,"[64.5, 73.4]",0.0,"['853ef311-09e9-4dc3-8132-7576d43baa3d', '9d8b483f-9333-4c79-b534-68a3629a4183']",3942752,771,772,6765,
c94b6415-2a6f-4446-b8d3-13eaa68fab4e,3004,2,00:41:23.886,86,23,Dribbled Past,136,France,From Throw In,Spain,Nicholas Williams Arthuer,Left Wing,"[70.1, 6.5]",0.0,"['cdffa7dd-802f-4f7e-ae38-a59a6c9d7767', 'e5cf6bc0-2011-4b75-a3fe-36d2cef009d7']",3942752,771,772,68574,
de59261a-73bd-45e8-8ade-ca39ed642964,63,1,00:00:59.494,0,59,Dribbled Past,3,Netherlands,From Throw In,Turkey,Kaan Ayhan,Right Center Back,"[15.3, 47.3]",0.0,"['3368994c-9cb3-4744-a91f-efbe1be3947d', '864494c4-6200-4c99-817e-36fd6d692c99', 'dcbcac30-1d27-4119-b2c4-0e04c43ba399']",3942382,941,909,12293,
9c3f10e1-1248-4591-961c-d2877d3bf248,200,1,00:03:40.637,3,40,Dribbled Past,8,Netherlands,Regular Play,Turkey,Hakan Çalhanoğlu,Left Defensive Midfield,"[23.8, 20.4]",0.0,"['0d24f748-cf82-45f3-bd20-64b82c69cda0', 'a0ff1f15-683e-4daf-8b9b-ca82a3de1faf']",3942382,941,909,7039,
d515a81a-1cf4-45a4-9e1a-0c9ae5365ce0,218,1,00:03:48.729,3,48,Dribbled Past,9,Turkey,Regular Play,Netherlands,Denzel Dumfries,Right Back,"[69.2, 49.9]",0.0,"['02da8947-987e-4c02-9b62-09198e312169', '55957dfb-387f-48c1-ad66-c2dadc9413ed']",3942382,909,941,8125,
2865ed3a-b33c-4903-bdfe-17e994f004d8,1569,1,00:40:21.012,40,21,Dribbled Past,51,Turkey,From Free Kick,Netherlands,Steven Bergwijn,Right Wing,"[35.3, 75.6]",0.0,"['3b2b6945-2ba4-4bac-b25c-4c78231e1f07', 'a859badf-7174-43ec-816b-5c5caaf220e0']",3942382,909,941,8259,
4aa362e1-f602-491b-bdf9-11f25da98927,1653,1,00:41:38.904,41,38,Dribbled Past,54,Netherlands,Regular Play,Turkey,Abdülkerim Bardakcı,Left Center Back,"[31.4, 28.3]",0.0,"['180ece66-de84-4f39-87d6-abefce081b50', '656e3ddc-7b8d-4e55-a0a9-c544ea140a58']",3942382,941,909,48383,
9da6f776-82a9-47aa-908e-32a59b8b317a,1862,1,00:46:46.583,46,46,Dribbled Past,62,Turkey,Regular Play,Netherlands,Memphis Depay,Center Forward,"[70.3, 11.4]",0.0,"['1feea54a-74af-41a0-8f79-6299ee1f3485', '55b7930d-11c2-43dc-af7a-a08c46e4f1d0']",3942382,909,941,2988,True
12839ebd-5279-4bf0-9c12-684202f2fab3,2146,2,00:07:50.956,52,50,Dribbled Past,76,Netherlands,Regular Play,Turkey,Arda Güler,Right Wing,"[37.3, 52.8]",0.0,"['2ad69c19-6818-44b8-ac98-e6e3f68cf9ab', '3f53e746-79f6-4985-ac83-d134a21c762a']",3942382,941,909,116587,
adc57e70-7b5d-4671-969f-5fc54d6f575b,2208,2,00:11:19.883,56,19,Dribbled Past,82,Turkey,From Goal Kick,Netherlands,Cody Mathès Gakpo,Left Wing,"[107.9, 2.1]",0.0,"['5d1fe92b-be8b-475b-a319-68f1451f1a41', '6edbec9c-79c3-498b-aee2-3c06c3004e0e']",3942382,909,941,20750,
28cb4da8-009d-4fa2-8e63-7a716230a08c,2425,2,00:16:27.060,61,27,Dribbled Past,92,Netherlands,Regular Play,Turkey,Mert Müldür,Right Wing Back,"[7.7, 66.3]",0.0,"['47a51eae-dcbd-44c1-9522-b31692232d6a', 'd63ab2cb-4254-4e92-9662-c0c4fed62f2c']",3942382,941,909,10826,
8bba648f-107b-4d63-8298-0df0b712a25e,2693,2,00:24:02.119,69,2,Dribbled Past,98,Netherlands,Regular Play,Turkey,Arda Güler,Right Wing,"[26.6, 76.5]",0.0,"['834f40d5-bb5c-4d6b-9afd-1d0d2335f08a', 'a78596b9-89f3-4d31-841e-5a6a34612b60']",3942382,941,909,116587,
d5d19d1d-fca7-41b0-b4fa-c6121e73bc94,3131,2,00:40:15.142,85,15,Dribbled Past,112,Turkey,From Free Kick,Netherlands,Memphis Depay,Center Attacking Midfield,"[77.7, 63.5]",0.0,"['0e212edd-0597-4129-9119-130614df96d3', 'afaceb07-6d09-4566-b5d3-208446031388']",3942382,909,941,2988,
c9138e49-f84b-42e9-9a5e-e83d62430c6d,216,1,00:03:07.873,3,7,Dribbled Past,4,Portugal,Regular Play,France,Eduardo Camavinga,Left Center Midfield,"[92.0, 2.8]",0.0,"['8eda4da9-02f6-4917-af0b-fb7d4088657b', 'c1a590b7-9c97-4fc7-8170-28e1e0fc4cc5', 'c90b7e1e-3df8-4c75-86d9-3ee4704f03fb']",3942349,780,771,24778,
796d5c8b-ccbc-455f-9bba-74b6250063e7,239,1,00:03:30.160,3,30,Dribbled Past,4,Portugal,Regular Play,France,Dayotchanculle Upamecano,Right Center Back,"[14.6, 69.4]",0.0,"['af93469b-688c-488a-94ff-5f39eecef570', 'ec1b270c-0cb4-4642-bd40-1d365ee88a46', 'f70abc33-cb92-4df0-a7b9-98f959027df8']",3942349,780,771,8519,
9c350b16-a31d-4d2f-9574-59de204f1812,1193,1,00:26:28.880,26,28,Dribbled Past,36,Portugal,From Free Kick,France,Jules Koundé,Right Back,"[4.9, 61.0]",0.0,"['1f09b206-ac89-4815-b293-fc9b08b736f0', '3c1a237a-34c1-424a-a623-a8bf747cf721', 'dc031a7b-b486-4cdc-a8e0-6158d9dd09da']",3942349,780,771,4445,
7e699ff2-5266-4939-9948-1a36d16ffb53,2239,2,00:04:41.399,49,41,Dribbled Past,75,Portugal,From Throw In,France,Jules Koundé,Right Back,"[28.5, 75.7]",0.0,"['0546e1d2-14c9-430a-99ce-1d72f01fc0b1', '3d795239-4871-48d5-a697-9dccd22a7cb4', 'ea36404c-7080-474f-8dd2-621e05ee6727']",3942349,780,771,4445,
379c99e7-6650-4df5-96bd-6c9c3be95250,2285,2,00:05:32.827,50,32,Dribbled Past,77,France,From Free Kick,France,Eduardo Camavinga,Right Center Midfield,"[78.7, 44.7]",0.0,"['40d81c35-6e2a-495c-bb60-865eb020247c', '7ebb15de-42f5-44f1-841f-48e734f8e507']",3942349,771,771,24778,True
d2afae96-fe62-443e-b69d-d0ed277bb30f,2654,2,00:16:05.984,61,5,Dribbled Past,97,France,From Goal Kick,Portugal,Bernardo Mota Veiga de Carvalho e Silva,Right Midfield,"[83.6, 72.6]",0.0,"['4b9d0289-babe-4340-af5d-993119de4c31', 'f4eb2997-c5ab-49c9-95a0-7a6d7f20f7da']",3942349,771,780,3193,
947f26c2-d9be-43cd-b8b2-da526af526a1,3121,2,00:27:06.406,72,6,Dribbled Past,106,France,Regular Play,Portugal,Rafael Alexandre Conceição Leão,Left Midfield,"[15.0, 11.6]",0.0,"['9c43a8b6-874e-4a73-84ef-5a771d4b7b3d', '9e8cdba8-435b-44ae-9dbd-52e56f62b94c', 'acdfa57d-99b0-4264-bc69-cdbc942e406d']",3942349,771,780,18360,
8e558c35-c3c3-45e2-850b-f34bb905b712,3760,2,00:45:15.102,90,15,Dribbled Past,128,France,From Counter,Portugal,Kléper Laveran Lima Ferreira,Left Center Back,"[19.0, 11.4]",0.0,"['e15fdd04-62a6-4caf-a68b-7500548aba80', 'f1b2dae4-cca6-4b6b-9064-d512a03bd19e', 'f1b9f274-b008-4d55-81de-c71d96877f3c']",3942349,771,780,20016,
e016def1-8368-4310-8fd4-bf77f33d9717,3970,3,00:02:12.847,92,12,Dribbled Past,136,France,Regular Play,Portugal,Francisco Fernandes Conceição,Right Midfield,"[101.8, 73.5]",0.0,"['01699d8c-901b-44f3-8f75-5b339584769a', 'b416823d-48c3-4d61-9b0a-7a116e42dce4']",3942349,771,780,39624,True
631f48c2-8f1a-45f3-a6ed-410551368696,3997,3,00:02:39.085,92,39,Dribbled Past,137,Portugal,Regular Play,France,Theo Bernard François Hernández,Left Back,"[7.4, 15.5]",0.0,"['262451b5-4da9-4cf1-bf53-d4031b88cafa', 'bd76820a-794f-4c91-b48d-6f2f6d3a6eec']",3942349,780,771,6704,
b73729cc-3bb8-4e04-bba1-05625ef948bc,4167,3,00:06:20.575,96,20,Dribbled Past,143,France,Regular Play,Portugal,Vitor Machado Ferreira,Left Defensive Midfield,"[49.1, 19.1]",0.0,"['8a282b22-88c7-44d5-b5cd-117edf09fbbc', 'b716e07f-db7e-4231-94c8-d2068ae34eeb', 'bafcc7f6-1c76-4d03-9eec-a71482f2803b']",3942349,771,780,34639,
09fdd282-85eb-42d9-9355-b3250106b5b8,4171,3,00:06:23.475,96,23,Dribbled Past,143,France,Regular Play,Portugal,Kléper Laveran Lima Ferreira,Left Center Back,"[33.1, 41.2]",0.0,"['3418eb5e-ce78-4c2d-971b-a2cb17f78164', 'eb456207-937f-4b57-ac46-cdfcfa040945']",3942349,771,780,20016,
249710f5-80fb-4601-8104-51a9dec4fa00,4180,3,00:06:28.558,96,28,Dribbled Past,143,France,Regular Play,Portugal,Nélson Cabral Semedo,Right Back,"[11.7, 50.2]",0.0,"['6ff20e1b-85fd-4416-8dd5-e23d5b62e430', 'e87bdf39-c7aa-4a21-b4dd-0f0b572c9526', 'ffeb8e82-e237-40fe-b868-6babebe479b3']",3942349,771,780,6374,
52389932-4d4e-43c5-8c73-d686151c2264,4607,4,00:00:57.149,105,57,Dribbled Past,152,Portugal,From Throw In,France,Bradley Barcola,Left Wing,"[59.3, 4.4]",0.0,"['192e9982-e197-458b-b5b3-fd2f5d082b51', 'a22dec42-7caa-4ced-8de5-df4c4100e5c2']",3942349,780,771,39420,
741052e9-bca3-4871-8cb9-2ffe13449669,4801,4,00:05:15.156,110,15,Dribbled Past,159,Portugal,Regular Play,France,Youssouf Fofana,Right Center Midfield,"[20.4, 55.7]",0.0,"['c79b2181-1f94-42cb-8953-7972405f9034', 'f714febf-51b9-4fc1-87a6-7a7396bdc3a1']",3942349,780,771,11990,
c970b357-8349-41a2-a8fd-c4f03787291b,4886,4,00:06:26.946,111,26,Dribbled Past,160,France,Regular Play,Portugal,João Félix Sequeira,Left Midfield,"[16.9, 12.6]",0.0,"['2221827f-c00f-46b2-ab60-9a7cf6006a3e', '701e7428-1aba-4b02-839c-ce8aada446ff', 'a0e3070e-0203-411f-a057-92d03d6d8c9e']",3942349,771,780,12041,
dec87830-a937-476f-b4bc-89dce7701fc8,4975,4,00:08:41.765,113,41,Dribbled Past,165,France,From Goal Kick,Portugal,João Félix Sequeira,Left Midfield,"[60.1, 3.9]",0.0,"['a05f24fd-fd50-4129-bc44-12782fd8b2b1', 'a39c8b49-6cf0-43b2-9263-5be8db2ace70', 'fe55f2b0-a101-4110-89d7-b752279ef5cd']",3942349,771,780,12041,
c7fd2ad0-95f9-4604-aac9-42cd1ed9a8f8,4988,4,00:08:57.481,113,57,Dribbled Past,165,France,From Goal Kick,Portugal,Nélson Cabral Semedo,Right Back,"[12.3, 64.2]",0.0,"['12dd2482-77c2-47b4-b724-5b7d6b66adc5', '8d649799-ac8e-46de-953a-59174fbc40ad']",3942349,771,780,6374,
270a92d3-076d-4ac4-bbf8-d504eb84e2be,5141,4,00:14:45.221,119,45,Dribbled Past,175,Portugal,Regular Play,France,Youssouf Fofana,Right Center Midfield,"[56.0, 67.0]",0.0,"['40e1a8c0-ba1b-4d9f-8402-7ceb79f5c183', 'ca93adba-c931-4862-ab27-6e62a74d4f29']",3942349,780,771,11990,
41b2b206-11d9-470a-a90a-d7c0ecf0c002,5148,4,00:14:51.547,119,51,Dribbled Past,175,Portugal,Regular Play,France,Bradley Barcola,Left Wing,"[16.5, 26.7]",0.0,"['69456051-1112-4bd8-9c15-8f6cb6d246b6', 'fe581a79-34cb-48fb-b369-fef1d8e4c4bf']",3942349,780,771,39420,
b0af1dec-c1b1-416f-a505-84e47cacf218,561,1,00:14:00.555,14,0,Dribbled Past,25,Austria,From Goal Kick,Netherlands,Joey Veerman,Left Center Midfield,"[66.4, 30.0]",0.0,"['873f1894-2bca-4c94-95f2-c3fd5f85111d', 'aad6ba03-76e0-43c0-8f3d-8be8a51eb0c0', 'f25dc932-0cb7-4abc-abb6-b4cacdeb7870']",3930180,915,941,21633,
63bf8c84-cd01-40fc-84f3-061cef1654a3,1033,1,00:25:26.715,25,26,Dribbled Past,42,Netherlands,From Free Kick,Austria,Alexander Prass,Left Back,"[15.9, 16.3]",0.0,"['03da6216-b063-415b-abc3-1f95ca7fe186', '93bcdef5-29e1-4c83-9132-46db358b7b37']",3930180,941,915,39545,
4eb2d745-d9f1-47d2-b77b-3e749e2b8972,1107,1,00:27:47.239,27,47,Dribbled Past,45,Austria,From Throw In,Netherlands,Cody Mathès Gakpo,Left Wing,"[53.1, 12.0]",0.0,"['c958bc3b-ddad-4270-93c7-3c3a0c94e16b', 'f6b582a6-5874-45d3-b4c2-5a043542ecb5']",3930180,915,941,20750,
8506b0bc-54cd-41b6-b5df-2d545e8b5c5f,1264,1,00:32:24.780,32,24,Dribbled Past,57,Netherlands,Regular Play,Austria,Maximilian Wöber,Left Center Back,"[27.3, 55.7]",0.0,"['c380f659-bd17-45ff-b789-c0cab749ae2a', 'cb8c70b7-d43f-4a4f-84dd-fcbe1fb1fed9']",3930180,941,915,8068,True
51e3eda0-8030-4e4d-8870-f830c802e6e6,1441,1,00:38:55.063,38,55,Dribbled Past,64,Netherlands,From Free Kick,Austria,Nicolas Seiwald,Right Defensive Midfield,"[63.3, 29.8]",0.0,['2156f55c-12b8-437e-98b9-b85e46dcaf91'],3930180,941,915,39460,
7f58b177-675f-4a0e-9a37-bd9a97c4cb70,1487,1,00:40:33.017,40,33,Dribbled Past,68,Netherlands,From Throw In,Austria,Alexander Prass,Left Back,"[3.3, 18.1]",0.0,"['682f1e56-17a9-4251-a442-3f78ff5411fa', '6cd207c3-4e53-4e7a-a91a-e988293ead38', '813ba965-0004-4bc1-a2e7-24c1e07c67f6']",3930180,941,915,39545,
d1b3defe-d4a0-4612-b770-54af23dea4ca,1842,2,00:03:40.878,48,40,Dribbled Past,84,Netherlands,From Goal Kick,Austria,Patrick Wimmer,Left Wing,"[34.6, 6.8]",0.0,"['0b93c935-8fb4-40b6-ac5d-e9ce38c663ab', 'e5b997fc-0c5c-42f4-b955-544cabd5157d']",3930180,941,915,33297,
128d0875-7c9f-41a2-8497-a4c56d1f5cfc,2450,2,00:27:18.559,72,18,Dribbled Past,125,Austria,From Free Kick,Netherlands,Cody Mathès Gakpo,Left Wing,"[50.1, 4.8]",0.0,"['4ec7dbd0-c32e-4c55-89f8-f3779aa11000', 'e6871ae5-bcd0-40e3-b5e0-f04832b1110f']",3930180,915,941,20750,
16651ea2-0063-4be5-84ec-54b858cbf7a8,2726,2,00:38:54.882,83,54,Dribbled Past,142,Netherlands,Regular Play,Austria,Alexander Prass,Left Back,"[86.0, 10.2]",0.0,"['4c7a6b5d-5ba0-4c02-a238-2015301c650a', '5ee0b901-ca92-42d3-9f03-daacd0ec58be']",3930180,941,915,39545,True
d237eb4c-3270-4df6-babd-0b64865754fc,2801,2,00:41:09.955,86,9,Dribbled Past,147,Austria,From Goal Kick,Netherlands,Cody Mathès Gakpo,Left Wing,"[47.6, 8.2]",0.0,"['885a4c9b-7f83-4367-9a56-515b8f2a513e', 'd5793b9c-26ac-4986-8f87-edbde48f9f03']",3930180,915,941,20750,
fd2c45cf-61bc-4c2d-bc72-8c708580756a,618,1,00:12:41.022,12,41,Dribbled Past,18,England,From Free Kick,Denmark,Pierre-Emile Højbjerg,Left Defensive Midfield,"[23.5, 26.9]",0.0,"['9d932e2d-d121-4ff7-bff6-6b316e4891c2', 'c65fcc37-f513-4a65-9a54-89076b67225e']",3930171,768,776,3570,
1a06d81e-73d2-4a27-a9a7-ee70e402bd9e,790,1,00:16:17.456,16,17,Dribbled Past,26,England,From Counter,Denmark,Jonas Older Wind,Right Wing,"[41.6, 73.8]",0.0,"['2dde55a8-0007-42e4-a453-48b1a7c22b8d', '9fb58954-c5b1-48af-90f3-0d610c2ca535', 'fbc65975-7838-4302-ba14-ca7d6c918e6c']",3930171,768,776,21261,
90155d6c-9183-4b97-aec3-59f81976c6ef,981,1,00:20:54.590,20,54,Dribbled Past,27,Denmark,From Kick Off,England,Phil Foden,Left Wing,"[26.0, 13.4]",0.0,"['3409c6fd-1703-4d77-9000-a3842daf6c10', '80a8e38d-d17f-4fa2-b5f0-1a7783f97ff3', 'cc00885f-ba73-4e99-9d4f-e27de411b1ca']",3930171,776,768,4354,
0f5fd6ec-65b0-41da-b134-819efc1567f9,1665,1,00:40:12.033,40,12,Dribbled Past,55,England,From Goal Kick,Denmark,Morten Hjulmand,Right Defensive Midfield,"[46.9, 41.1]",0.0,"['a0c6e4ba-4460-40df-ae63-dbad092e6aed', 'd4cf1789-3364-44d8-ab60-35022be7cbba']",3930171,768,776,8621,
bd987f08-28cc-4acb-a4ff-bd65ef6071a3,2359,2,00:05:33.704,50,33,Dribbled Past,72,England,Regular Play,Denmark,Joakim Mæhle,Right Wing Back,"[9.5, 57.5]",0.0,"['1888f5df-0c30-4a5c-b5ae-e1b29e669567', '7778edb4-1b03-41b3-835c-8a02f68e482d']",3930171,768,776,16554,
a905416c-0ab4-4e8d-bc4c-df8b92c8dc93,2509,2,00:09:20.968,54,20,Dribbled Past,77,England,From Free Kick,Denmark,Morten Hjulmand,Right Defensive Midfield,"[65.0, 34.2]",0.0,"['2a3b1cb6-468c-433a-87f6-894e3a287e62', '49957202-e1a8-4d59-b1b1-4a36f32464a3']",3930171,768,776,8621,
a6f27d48-e985-40fd-bb36-774390139a58,2648,2,00:13:19.813,58,19,Dribbled Past,83,England,Regular Play,Denmark,Joakim Mæhle,Left Wing Back,"[20.9, 18.1]",0.0,"['c24e7fa5-1034-438d-bb8d-d194fb5b99b6', 'f64b250a-9c7b-442c-9f32-1893ce043eae']",3930171,768,776,16554,
fb0fe686-9ee4-439d-b88c-e335f0e8610c,2695,2,00:14:30.556,59,30,Dribbled Past,85,England,Regular Play,Denmark,Joakim Mæhle,Left Wing Back,"[20.4, 15.6]",0.0,"['691ebac8-447f-4839-82fd-a02846f1402b', '7b6b79cf-ec68-467f-b002-9e1c3d74a8b3']",3930171,768,776,16554,
98af706e-e572-4e21-9c9a-1c8232aa2d85,2917,2,00:19:25.415,64,25,Dribbled Past,93,England,Regular Play,Denmark,Pierre-Emile Højbjerg,Left Defensive Midfield,"[32.3, 22.5]",0.0,"['b9bf87e4-4ec4-4e56-b63c-1c538017de27', 'c7af8141-8af5-4f84-99bc-b179e77ba4ce']",3930171,768,776,3570,
45c7ebc5-9706-4cfc-88ac-c4f50b8da578,2934,2,00:19:35.494,64,35,Dribbled Past,93,England,Regular Play,England,Marc Guehi,Left Center Back,"[83.3, 50.4]",0.0,"['202ed045-a50d-47a5-b148-f5e24d1b0ae2', '2b0fd1d4-c69a-410c-aa38-a21b0e4e0e6b']",3930171,768,768,34526,True
