id,index,period,timestamp,minute,second,type,possession,possession_team,play_pattern,team,player,position,duration,match_id,substitution_outcome,substitution_replacement,possession_team_id,team_id,player_id,substitution_outcome_id,substitution_replacement_id,off_camera
c54c8709-8ad1-4ae4-bb45-a7d2232dd616,2451,2,00:35:36.754,80,36,Substitution,128,Turkey,From Goal Kick,Czech Republic,David Jurásek,Left Wing Back,0.0,3930184,Tactical,Matěj Jurásek,909,912,134272,103,39143,
c710fb0a-d5e0-4992-883f-52884b42f7f5,2618,2,00:41:49.044,86,49,Substitution,135,Turkey,From Goal Kick,Turkey,Hakan Çalhanoğlu,Center Attacking Midfield,0.0,3930184,Tactical,Orkun Kökçü,909,909,7039,103,22212,
9c973835-f681-4982-becd-32223b8a8d8d,1884,2,00:00:00.000,45,0,Substitution,75,Austria,Regular Play,Austria,Romano Schmid,Right Wing,0.0,3941022,Tactical,Michael Gregoritsch,915,915,8784,103,8309,
4c455eb3-60ac-4d2e-a6cf-7e792acf976f,1885,2,00:00:00.000,45,0,Substitution,75,Austria,Regular Play,Austria,Philipp Mwene,Left Back,0.0,3941022,Tactical,Alexander Prass,915,915,13315,103,39545,
48a98e5f-7b96-4d2c-87ad-95d96e90fc98,2391,2,00:12:28.298,57,28,Substitution,102,Turkey,Regular Play,Turkey,İsmail Yüksek,Right Defensive Midfield,0.0,3941022,Tactical,Salih Özcan,909,909,78241,103,9085,
de0b4b13-7b92-4973-8734-6b7ff702bdb9,2557,2,00:18:58.536,63,58,Substitution,115,Turkey,Regular Play,Austria,Philipp Lienhart,Left Center Back,0.0,3941022,Tactical,Maximilian Wöber,909,915,8931,103,8068,
ecd6993f-e44c-469d-b6c7-8de5cf6f7fe5,2559,2,00:19:13.967,64,13,Substitution,116,Austria,From Throw In,Austria,Konrad Laimer,Left Defensive Midfield,0.0,3941022,Tactical,Florian Grillitsch,915,915,8506,103,11396,
7da8b11c-856b-4af1-9b74-a1c30a61bac3,3081,2,00:32:31.278,77,31,Substitution,143,Austria,From Throw In,Turkey,Arda Güler,Center Forward,0.0,3941022,Tactical,Okay Yokuşlu,915,909,116587,103,12555,
3c411667-a58e-4ff5-954e-dd1920d2c978,3082,2,00:32:32.685,77,32,Substitution,143,Austria,From Throw In,Turkey,Kenan Yildiz,Left Wing,0.0,3941022,Tactical,Muhammed Kerem Aktürkoğlu,915,909,151813,103,49689,
65851aac-c046-46c1-ad2c-10d9bea4c900,3232,2,00:37:20.270,82,20,Substitution,148,Austria,From Free Kick,Turkey,Orkun Kökçü,Left Center Midfield,0.0,3941022,Injury,İrfan Can Kahveci,915,909,22212,102,30311,
202c06ac-786c-4033-8ecc-52b1af0e1191,1154,1,00:37:49.391,37,49,Substitution,57,Netherlands,Regular Play,Romania,Vasile Mogoș,Left Back,0.0,3941021,Injury,Bogdan Racovițan,941,905,30839,102,45023,
47845b2f-889c-425e-b2d1-2d3a0ea8a1bb,1539,2,00:00:00.000,45,0,Substitution,75,Romania,From Corner,Netherlands,Steven Bergwijn,Right Wing,0.0,3941021,Tactical,Donyell Malen,905,941,8259,103,15582,
5947f237-8552-4db5-8c06-6b6db0fdb590,2253,2,00:23:13.944,68,13,Substitution,113,Netherlands,From Free Kick,Netherlands,Jerdy Schouten,Right Defensive Midfield,0.0,3941021,Tactical,Joey Veerman,941,941,15503,103,21633,
eae3e975-5c60-4666-92dc-d1786faa75f9,2254,2,00:23:15.515,68,15,Substitution,113,Netherlands,From Free Kick,Netherlands,Nathan Aké,Left Back,0.0,3941021,Tactical,Micky van de Ven,941,941,3306,103,32547,
1d91dec8-4579-4cb7-9cd0-097f459fd408,2326,2,00:25:58.871,70,58,Substitution,118,Romania,From Throw In,Romania,Ianis Hagi,Left Midfield,0.0,3941021,Tactical,Denis Alibec,905,905,28565,103,10915,
69c4d40b-6575-49b0-87a7-bfcb49f42095,2327,2,00:26:09.980,71,9,Substitution,118,Romania,From Throw In,Romania,Denis Mihai Drăguş,Center Forward,0.0,3941021,Tactical,Valentin Mihai Mihăilă,905,905,31193,103,72512,
e90f44a5-9b85-45b0-b3da-2711643124aa,2328,2,00:26:15.792,71,15,Substitution,118,Romania,From Throw In,Romania,Marius Mihai Marin,Center Defensive Midfield,0.0,3941021,Tactical,Alexandru Cicâldău,905,905,30913,103,45125,
8f092607-afdc-4ed2-a192-7ef749d12708,2706,2,00:38:33.148,83,33,Substitution,136,Netherlands,From Throw In,Netherlands,Cody Mathès Gakpo,Left Wing,0.0,3941021,Tactical,Wout Weghorst,941,941,20750,103,7829,
689fb023-7047-4755-b760-d8ddbca4e75d,2877,2,00:42:41.561,87,41,Substitution,144,Romania,Regular Play,Romania,Nicolae Claudiu Stanciu,Right Center Midfield,0.0,3941021,Tactical,Darius Dumitru Olaru,905,905,10916,103,101821,
08a90004-07d0-4859-a669-f00f337edbfc,2970,2,00:46:02.765,91,2,Substitution,153,Romania,Regular Play,Netherlands,Memphis Depay,Left Wing,0.0,3941021,Tactical,Daley Blind,905,941,2988,103,3311,
7840f57f-29b6-434f-9ee6-8c2c1501b4c5,2336,2,00:19:39.725,64,39,Substitution,112,Portugal,From Throw In,Portugal,Vitor Machado Ferreira,Right Defensive Midfield,0.0,3941020,Tactical,Diogo José Teixeira da Silva,780,780,34639,103,9929,
f634999c-ba25-4102-922f-8e94a0086516,2634,2,00:28:32.124,73,32,Substitution,128,Portugal,Regular Play,Slovenia,Jan Mlakar,Left Midfield,0.0,3941020,Tactical,Jon Gorenc Stankovič,780,944,31089,103,11416,
5b4bc21e-973c-4044-8886-a0e7cad985ab,2635,2,00:29:14.704,74,14,Substitution,128,Portugal,Regular Play,Slovenia,Andraž Šporar,Right Center Forward,0.0,3941020,Tactical,Žan Celar,780,944,31866,103,24109,
c9fdb506-7bd1-475c-9650-7a70775585fc,2688,2,00:30:37.140,75,37,Substitution,130,Portugal,Regular Play,Portugal,Rafael Alexandre Conceição Leão,Left Wing,0.0,3941020,Tactical,Francisco Fernandes Conceição,780,780,18360,103,39624,
b9b80c49-a6ab-45ac-8ce8-4b48f8d508cb,3004,2,00:41:10.904,86,10,Substitution,143,Portugal,From Free Kick,Slovenia,Petar Stojanović,Right Midfield,0.0,3941020,Tactical,Benjamin Verbič,780,944,16528,103,16510,
0c1c26c5-08b0-4346-88a6-c5fde3b42914,3704,4,00:00:00.000,105,0,Substitution,187,Portugal,From Corner,Slovenia,Timi Elšnik,Right Midfield,0.0,3941020,Tactical,Josip Iličić,780,944,15896,103,7139,
94bf32bb-97e1-490d-b9fc-e3009fb7c4df,4063,4,00:11:45.889,116,45,Substitution,206,Portugal,Regular Play,Portugal,Kléper Laveran Lima Ferreira,Left Center Back,0.0,3941020,Tactical,Rúben Diogo Da Silva Neves,780,780,20016,103,9927,
397c1a31-c633-4887-91f1-7d070365d528,4064,4,00:11:53.436,116,53,Substitution,206,Portugal,Regular Play,Portugal,João Pedro Cavaco Cancelo,Right Back,0.0,3941020,Tactical,Nélson Cabral Semedo,780,780,7005,103,6374,
054ec893-61a2-4388-9472-50490883db1d,2687,2,00:16:21.738,61,21,Substitution,87,Belgium,From Corner,France,Marcus Thuram,Center Forward,0.0,3941019,Tactical,Randal Kolo Muani,782,771,2972,103,22097,
4f77037f-d8f2-495b-b2c0-145e020c4c27,2734,2,00:17:34.986,62,34,Substitution,90,France,Regular Play,Belgium,Ikoma Loïs Openda,Left Center Forward,0.0,3941019,Tactical,Orel Mangala,771,782,16275,103,8950,
251e650c-21d5-4f18-972f-2dab0b17dd46,3754,2,00:42:29.947,87,29,Substitution,125,Belgium,Regular Play,Belgium,Yannick Ferreira Carrasco,Right Midfield,0.0,3941019,Tactical,Dodi Lukebakio,782,782,5633,103,12306,
166ce2da-ac9c-48c4-9c08-1308bab8e0c2,3755,2,00:42:32.637,87,32,Substitution,125,Belgium,Regular Play,Belgium,Timothy Castagne,Right Back,0.0,3941019,Tactical,Charles De Ketelaere,782,782,6989,103,32688,
2a719bb8-b764-4d29-98cb-e65c385bceed,1705,1,00:40:35.060,40,35,Substitution,64,Spain,Regular Play,Georgia,Otar Kiteishvili,Center Defensive Midfield,0.0,3941018,Injury,Sandro Altunashvili,772,2138,11335,102,135844,
0b8a92b2-cb6b-4a85-b697-7998161b48dd,2216,2,00:06:50.229,51,50,Substitution,85,Spain,From Free Kick,Spain,Pedro González López,Right Center Midfield,0.0,3941018,Tactical,Daniel Olmo Carvajal,772,772,30486,103,16532,True
f7b82fbe-d2c7-40e8-8484-d8816fab5e7a,2786,2,00:17:49.992,62,49,Substitution,99,Spain,Regular Play,Georgia,Luka Lochoshvili,Left Wing Back,0.0,3941018,Tactical,Heorhii Tsitaishvili,772,2138,48178,103,22242,
706a8fc0-2c14-4855-9df8-b1d423ca2b55,2787,2,00:17:59.214,62,59,Substitution,99,Spain,Regular Play,Georgia,Giorgi Chakvetadze,Left Center Midfield,0.0,3941018,Tactical,Zuriko Davitashvili,772,2138,23646,103,44183,
f820d008-3405-443b-9d1d-8f32a1f74e6c,2867,2,00:20:47.479,65,47,Substitution,103,Spain,From Corner,Spain,Marc Cucurella Saseta,Left Back,0.0,3941018,Tactical,Alejandro Grimaldo García,772,772,17620,103,10336,
798579fd-3bc6-4b08-9d0e-0c4939989e6c,2868,2,00:21:15.443,66,15,Substitution,103,Spain,From Corner,Spain,Álvaro Borja Morata Martín,Center Forward,0.0,3941018,Tactical,Mikel Oyarzabal Ugarte,772,772,3477,103,6685,
2a8f69e7-1be0-4d8c-aafc-99a318ab25a2,3361,2,00:33:17.431,78,17,Substitution,121,Georgia,From Throw In,Georgia,Giorgi Gvelesiani,Right Center Back,0.0,3941018,Tactical,Nika Kvekveskiri,2138,2138,398886,103,46802,
f12d1174-7435-479a-b7f3-dd8c24fe382f,3362,2,00:33:33.728,78,33,Substitution,121,Georgia,From Throw In,Georgia,Georges Mikautadze,Right Center Forward,0.0,3941018,Tactical,Budu Zivzivadze,2138,2138,33234,103,102372,
bf993071-1ed8-4da6-949a-6d1a88f74651,3431,2,00:35:24.556,80,24,Substitution,123,Spain,From Keeper,Spain,Daniel Carvajal Ramos,Right Back,0.0,3941018,Tactical,Jesús Navas González,772,772,5721,103,6821,
11af32d3-2923-4508-94a9-0a08ad6238e7,3432,2,00:35:46.569,80,46,Substitution,123,Spain,From Keeper,Spain,Fabián Ruiz Peña,Left Defensive Midfield,0.0,3941018,Tactical,Mikel Merino Zazón,772,772,6655,103,3042,
89173f01-feb7-484d-b321-f132fbea5d78,2446,2,00:15:28.986,60,28,Substitution,88,England,From Free Kick,Slovakia,Lukáš Haraslín,Left Wing,0.0,3941017,Tactical,Tomáš Suslov,768,908,7975,103,35653,
099fcadc-8e1b-4e60-a519-2a1832c01b0f,2447,2,00:15:35.796,60,35,Substitution,88,England,From Free Kick,Slovakia,David Strelec,Center Forward,0.0,3941017,Tactical,Róbert Boženík,768,908,43976,103,34904,
3af5136c-ef69-41b0-8cd2-a8d6490566f1,2545,2,00:20:06.686,65,6,Substitution,94,England,Regular Play,England,Kieran Trippier,Left Back,0.0,3941017,Injury,Cole Palmer,768,768,3308,102,39461,
3ec82ce6-0d22-4133-9cca-72f101032284,3141,2,00:35:56.414,80,56,Substitution,113,England,Regular Play,Slovakia,Juraj Kucka,Right Center Midfield,0.0,3941017,Tactical,Matúš Bero,768,908,10919,103,15546,
12632d8b-83b3-4c13-ab96-3be2410251bc,3142,2,00:36:00.366,81,0,Substitution,113,England,Regular Play,Slovakia,Ondrej Duda,Left Center Midfield,0.0,3941017,Tactical,László Bénes,768,908,8967,103,11383,
5f16bc12-6c1e-4c1a-8ea3-62d1c2229a69,3218,2,00:38:09.496,83,9,Substitution,120,England,Regular Play,England,Kobbie Mainoo,Right Defensive Midfield,0.0,3941017,Tactical,Eberechi Eze,768,768,99174,103,9000,
96c22f1d-05f5-426b-b62c-911e6d7831b4,3539,2,00:47:16.947,92,16,Substitution,138,England,Regular Play,Slovakia,Ivan Schranz,Right Wing,0.0,3941017,Injury,Norbert Gyömbér,768,908,28032,102,20043,
65dbde67-b690-4903-bc86-b73217c06a6a,3573,2,00:48:51.129,93,51,Substitution,140,England,Regular Play,England,Phil Foden,Right Defensive Midfield,0.0,3941017,Tactical,Ivan Toney,768,768,4354,103,3834,
699c2084-6dcb-44d4-8dd9-aa9488bc0abc,4262,4,00:00:00.000,105,0,Substitution,168,Slovakia,Regular Play,England,Harry Kane,Right Center Forward,0.0,3941017,Tactical,Conor Gallagher,908,768,10955,103,29399,
0cb0684e-27f1-47b7-82f7-cee7bae78f9c,4263,4,00:00:00.000,105,0,Substitution,168,Slovakia,Regular Play,England,Jude Bellingham,Left Center Midfield,0.0,3941017,Tactical,Ezri Konsa Ngoyo,908,768,30714,103,3822,
8749193e-2319-4acd-bcd9-19c4701a9476,4387,4,00:03:24.693,108,24,Substitution,174,England,Regular Play,Slovakia,Peter Pekarík,Right Wing Back,0.0,3941017,Tactical,Ľubomír Tupta,768,908,9722,103,8422,
899118f1-db16-447e-89dd-f8daf6d3cc93,2062,2,00:00:00.000,45,0,Substitution,77,Denmark,From Throw In,Serbia,Nemanja Gudelj,Left Defensive Midfield,0.0,3930182,Tactical,Luka Jović,776,786,16489,103,6319,
eb08f00d-72f4-4f2c-901c-1869ddb6edb2,2063,2,00:00:00.000,45,0,Substitution,77,Denmark,From Throw In,Denmark,Jonas Older Wind,Right Attacking Midfield,0.0,3930182,Tactical,Andreas Skov Olsen,776,776,21261,103,17042,
a96aa9f2-f311-49ec-ad28-1ef6800ad910,2064,2,00:00:00.000,45,0,Substitution,77,Denmark,From Throw In,Serbia,Lazar Samardžić,Right Wing,0.0,3930182,Tactical,Dušan Tadić,776,786,40735,103,3831,
b59ccef0-f892-470f-a176-bd6c4484a929,2489,2,00:13:03.344,58,3,Substitution,103,Denmark,Regular Play,Denmark,Rasmus Winther Højlund,Center Forward,0.0,3930182,Tactical,Kasper Dolberg,776,776,51672,103,6302,
6c4f9f80-44a9-4b30-bb92-71e77cf33b20,2886,2,00:21:59.775,66,59,Substitution,117,Denmark,Regular Play,Serbia,Ivan Ilić,Right Defensive Midfield,0.0,3930182,Tactical,Dušan Vlahović,776,786,30179,103,18015,
d9afe3ff-e33a-4809-89bc-ca37071ea648,3132,2,00:28:00.430,73,0,Substitution,126,Denmark,Regular Play,Serbia,Srđan Mijailović,Right Wing Back,0.0,3930182,Tactical,Filip Mladenović,776,786,52089,103,7993,
0e0fc846-3a46-42b2-a6c2-788b2abd6ad8,3286,2,00:31:13.068,76,13,Substitution,132,Denmark,Regular Play,Denmark,Morten Hjulmand,Left Defensive Midfield,0.0,3930182,Tactical,Thomas Delaney,776,776,8621,103,5527,
dfdeaf12-9c3a-4943-a8f9-d240f75d5de3,3287,2,00:31:14.268,76,14,Substitution,132,Denmark,Regular Play,Denmark,Alexander Hartmann Bah,Right Wing Back,0.0,3930182,Tactical,Victor Bernth Kristansen,776,776,24547,103,60343,
590d0bfe-9a49-41ad-a544-37d1872d215d,3539,2,00:41:35.068,86,35,Substitution,145,Denmark,Regular Play,Serbia,Saša Lukić,Center Defensive Midfield,0.0,3930182,Tactical,Sergej Milinković-Savić,776,786,6687,103,5589,
95db65ff-56ba-48ee-82f6-b16909908560,3543,2,00:42:17.383,87,17,Substitution,146,Denmark,From Corner,Denmark,Christian Dannemann Eriksen,Left Attacking Midfield,0.0,3930182,Tactical,Yussuf Yurary Poulsen,776,776,3043,103,5536,
d018f8dd-de2a-43e6-baee-f11ead07c77d,1787,2,00:00:00.000,45,0,Substitution,74,Albania,From Goal Kick,Spain,Aymeric Laporte,Left Center Back,0.0,3930179,Tactical,Robin Aime Robert Le Normand,906,772,4353,103,22128,
4e7e862a-dad9-4790-ab5b-4c22f8f4fb6f,2503,2,00:13:04.845,58,4,Substitution,93,Spain,Regular Play,Albania,Rey Manaj,Center Forward,0.0,3930179,Tactical,Armando Broja,772,906,23987,103,36885,
0f2574ed-4f77-4d82-a45a-c1be4483f8c9,2653,2,00:16:13.725,61,13,Substitution,96,Spain,Regular Play,Spain,Mikel Oyarzabal Ugarte,Left Wing,0.0,3930179,Tactical,Fermin Lopez Marin,772,772,6685,103,143864,
e89c7d22-3b56-4091-ae12-5e1f75f561ba,2906,2,00:24:43.609,69,43,Substitution,111,Spain,From Keeper,Albania,Qazim Laçi,Center Attacking Midfield,0.0,3930179,Tactical,Medon Berisha,772,906,7531,103,142800,
c3cc6086-255c-457b-ba46-e3ab756915c1,2907,2,00:24:51.464,69,51,Substitution,111,Spain,From Keeper,Albania,Nedim Bajrami,Left Wing,0.0,3930179,Tactical,Arbër Hoxha,772,906,32030,103,133698,
74e2679d-24e5-4519-a186-3f2c2f6c1368,2928,2,00:25:41.942,70,41,Substitution,112,Spain,From Corner,Spain,Ferrán Torres García,Right Wing,0.0,3930179,Tactical,Lamine Yamal Nasraoui Ebana,772,772,6748,103,316046,
95bdb6d1-1377-478a-8d08-f4047e424cd1,2929,2,00:25:48.547,70,48,Substitution,112,Spain,From Corner,Spain,José Luis Sanmartín Mato,Center Forward,0.0,3930179,Tactical,Álvaro Borja Morata Martín,772,772,3265,103,3477,
ba67316c-a35a-4f8c-b732-a9db7febb244,3367,2,00:35:57.895,80,57,Substitution,135,Albania,Regular Play,Albania,Jasir Asani,Right Wing,0.0,3930179,Tactical,Ernest Muçi,906,906,41186,103,92611,
23fbd8a9-b170-45f0-9183-3d0b5d49da43,3445,2,00:38:39.994,83,39,Substitution,139,Albania,Regular Play,Spain,Daniel Olmo Carvajal,Left Wing,0.0,3930179,Tactical,Alejandro Baena Rodríguez,906,772,16532,103,41115,
fda90404-5d25-4e17-92ef-aed9441f4b40,2414,2,00:18:59.015,63,59,Substitution,111,Germany,From Throw In,Germany,Robert Andrich,Right Defensive Midfield,0.0,3940983,Tactical,Emre Can,770,770,9195,103,3493,
3ba5d131-9805-425b-b250-27a098dbd84b,2417,2,00:19:06.532,64,6,Substitution,112,Denmark,From Free Kick,Germany,İlkay Gündoğan,Center Attacking Midfield,0.0,3940983,Tactical,Niclas Füllkrug,776,770,10287,103,8546,
e0dae5fc-70f7-4245-bfc1-4b28317da003,2636,2,00:23:46.811,68,46,Substitution,117,Germany,Regular Play,Denmark,Thomas Delaney,Left Defensive Midfield,0.0,3940983,Tactical,Christian Nørgaard,770,776,5527,103,7097,True
2cf771dc-4b28-4f21-8b36-556444a93dd2,2637,2,00:23:49.614,68,49,Substitution,117,Germany,Regular Play,Denmark,Andreas Skov Olsen,Right Attacking Midfield,0.0,3940983,Tactical,Yussuf Yurary Poulsen,770,776,17042,103,5536,True
d3fb4659-6412-4174-8af7-045ec50ca316,3057,2,00:35:06.374,80,6,Substitution,135,Denmark,Regular Play,Germany,Jamal Musiala,Left Wing,0.0,3940983,Tactical,Florian Wirtz,776,770,39565,103,40724,
07496ff3-edc3-41b7-a0ba-4862a67c8bfc,3058,2,00:35:09.660,80,9,Substitution,135,Denmark,Regular Play,Germany,David Raum,Left Back,0.0,3940983,Tactical,Benjamin Henrichs,776,770,12034,103,8211,
d53ca1c1-3dc2-4d62-bd89-224b91587ea9,3059,2,00:35:25.050,80,25,Substitution,135,Denmark,Regular Play,Denmark,Rasmus Winther Højlund,Center Forward,0.0,3940983,Tactical,Jonas Older Wind,776,776,51672,103,21261,
edff6811-534e-41db-814c-490b150aa1fa,3061,2,00:35:49.398,80,49,Substitution,136,Germany,From Goal Kick,Denmark,Andreas Christensen,Left Center Back,0.0,3940983,Tactical,Jacob Bruun Larsen,770,776,3959,103,8961,
0f5f627f-ef4c-4ac9-92d5-d2d66e0f0dd9,3062,2,00:35:50.112,80,50,Substitution,136,Germany,From Goal Kick,Denmark,Alexander Hartmann Bah,Right Wing Back,0.0,3940983,Tactical,Victor Bernth Kristansen,770,776,24547,103,60343,
989ebc22-7307-44c9-a389-d070bf2f87f1,3363,2,00:42:05.405,87,5,Substitution,146,Denmark,Regular Play,Germany,Leroy Sané,Right Wing,0.0,3940983,Tactical,Waldemar Anton,776,770,3053,103,8538,
0c6612d2-5717-451a-bf4b-82b11a4b5c97,1855,2,00:00:00.000,45,0,Substitution,71,Italy,From Free Kick,Italy,Stephan El Shaarawy,Left Wing,0.0,3940878,Tactical,Mattia Zaccagni,914,914,6979,103,8792,
60b2af80-0ab6-4159-9d2e-731afa109052,2714,2,00:18:25.817,63,25,Substitution,101,Switzerland,Regular Play,Italy,Nicolò Barella,Center Attacking Midfield,0.0,3940878,Tactical,Mateo Retegui,773,914,8181,103,31093,
c45bd331-41e3-42c7-a442-7667a7c6516e,3011,2,00:25:49.795,70,49,Substitution,112,Switzerland,Regular Play,Switzerland,Fabian Rieder,Right Attacking Midfield,0.0,3940878,Tactical,Leonidas Stergiou,773,773,50436,103,29227,
0cfff665-c6af-4880-9817-bfda0b8c3749,3012,2,00:25:56.021,70,56,Substitution,112,Switzerland,Regular Play,Switzerland,Ruben Vargas,Left Attacking Midfield,0.0,3940878,Tactical,Steven Zuber,773,773,30401,103,5548,
887137eb-033c-482a-ab05-650b0097048e,3149,2,00:29:06.550,74,6,Substitution,118,Italy,Regular Play,Italy,Matteo Darmian,Left Back,0.0,3940878,Tactical,Andrea Cambiaso,914,914,4587,103,50729,
4e93cde3-dee0-48b6-8617-887e7515f87e,3150,2,00:29:08.223,74,8,Substitution,118,Italy,Regular Play,Italy,Bryan Cristante,Right Defensive Midfield,0.0,3940878,Tactical,Lorenzo Pellegrini,914,914,6993,103,6963,
358079b4-f28e-43a9-88ab-1410b4c84744,3251,2,00:31:26.637,76,26,Substitution,121,Italy,From Free Kick,Switzerland,Dan Ndoye,Right Attacking Midfield,0.0,3940878,Tactical,Vincent Sierro,914,773,45190,103,11457,
7abcae57-ba8a-40a9-b7cc-2114d4bd9b81,3252,2,00:31:45.921,76,45,Substitution,121,Italy,From Free Kick,Switzerland,Breel-Donald Embolo,Center Forward,0.0,3940878,Tactical,Kwadwo Duah,914,773,5545,103,49007,
fd598c38-ce93-4532-adb2-f11c962fd22d,3598,2,00:40:51.582,85,51,Substitution,136,Switzerland,From Goal Kick,Italy,Nicolò Fagioli,Left Defensive Midfield,0.0,3940878,Tactical,Davide Frattesi,773,914,38909,103,30926,
15cb5aa9-c649-46eb-9427-8b68eba29828,3817,2,00:46:20.753,91,20,Substitution,145,Italy,Regular Play,Switzerland,Michel Aebischer,Left Wing Back,0.0,3940878,Tactical,Renato Steffen,914,773,16016,103,12326,
3b6b02fa-99c6-4cec-90dd-679017e07ad9,2255,2,00:15:33.519,60,33,Substitution,99,Scotland,From Free Kick,Hungary,Callum Styles,Left Defensive Midfield,0.0,3930177,Tactical,Ádám Nagy,942,916,4286,103,7162,
735811e5-7584-4407-b5b0-74e233420200,2508,2,00:28:48.139,73,48,Substitution,112,Hungary,From Free Kick,Hungary,Barnabás Varga,Center Forward,0.0,3930177,Injury,Martin Ádám,916,916,12921,102,264277,
e87affaa-2965-44ab-bf4e-d9c2bbf14dfe,2509,2,00:28:49.212,73,49,Substitution,112,Hungary,From Free Kick,Hungary,Márton Dárdai,Left Center Back,0.0,3930177,Tactical,Attila Szalai,916,916,40920,103,46376,
5734f15c-8fe3-4b43-b6e4-62b0d64f22b7,2568,2,00:30:48.232,75,48,Substitution,116,Hungary,From Throw In,Scotland,John McGinn,Right Attacking Midfield,0.0,3930177,Tactical,Stuart Armstrong,916,942,9974,103,10285,
db0a33f5-d6dd-4e1d-8cb9-6ccc4e93ca53,2569,2,00:30:55.700,75,55,Substitution,116,Hungary,From Throw In,Scotland,Che Adams,Center Forward,0.0,3930177,Tactical,Lawrence Shankland,916,942,9466,103,38169,
a0326576-a669-45d2-be91-d8724a2b3b78,2861,2,00:37:44.546,82,44,Substitution,125,Scotland,Regular Play,Scotland,Billy Gilmour,Right Defensive Midfield,0.0,3930177,Tactical,Ryan Christie,942,942,31067,103,12510,
096dd2c8-05c8-4f46-988d-a5b0fee91917,2862,2,00:37:57.734,82,57,Substitution,125,Scotland,Regular Play,Scotland,Anthony Ralston,Right Wing Back,0.0,3930177,Tactical,Kenneth McLean,942,942,22308,103,9478,
47ffbc90-fbb7-441b-b188-02453f6c3a14,2953,2,00:40:38.439,85,38,Substitution,130,Hungary,Regular Play,Hungary,Milos Kerkez,Left Wing Back,0.0,3930177,Tactical,Zsolt Nagy,916,916,89635,103,73886,
25f4baf9-386d-4e75-bb66-791191278b3f,2954,2,00:40:39.262,85,39,Substitution,130,Hungary,Regular Play,Hungary,Bendegúz Bolla,Right Wing Back,0.0,3930177,Tactical,Kevin Csoboth,916,916,46789,103,389882,
fe600aaa-ecea-4045-8f3e-4a2b7e88406f,2999,2,00:43:13.422,88,13,Substitution,132,Hungary,Regular Play,Scotland,Andrew Robertson,Left Wing Back,0.0,3930177,Tactical,Lewis Morgan,916,942,3655,103,16931,
71777626-9da7-4830-abde-6c9a18aadcaa,2796,2,00:27:17.016,72,17,Substitution,96,Netherlands,From Goal Kick,Netherlands,Xavi Simons,Center Attacking Midfield,0.0,3930173,Tactical,Joey Veerman,941,941,39167,103,21633,True
2b30c725-954e-4113-9f64-4c976c35d675,2797,2,00:27:19.393,72,19,Substitution,96,Netherlands,From Goal Kick,Netherlands,Jeremie Frimpong,Right Wing,0.0,3930173,Tactical,Lutsharel Geertruida,941,941,32712,103,22352,True
e56f9098-8030-4cee-a21e-15132fe475bf,2798,2,00:27:21.802,72,21,Substitution,96,Netherlands,From Goal Kick,Netherlands,Jerdy Schouten,Right Defensive Midfield,0.0,3930173,Tactical,Georginio Wijnaldum,941,941,15503,103,3567,
6e17c410-2833-427a-b964-978916705bd0,2851,2,00:29:31.632,74,31,Substitution,98,France,From Free Kick,France,Ousmane Dembélé,Right Midfield,0.0,3930173,Tactical,Kingsley Coman,771,771,5477,103,8217,
ff81d5ea-1b5c-4d51-84e4-36814b11b369,2852,2,00:29:41.519,74,41,Substitution,98,France,From Free Kick,France,Marcus Thuram,Center Forward,0.0,3930173,Tactical,Olivier Giroud,771,771,2972,103,3604,
59bc8ec8-a264-4526-9401-64283ec96255,2962,2,00:33:17.149,78,17,Substitution,100,Netherlands,From Free Kick,Netherlands,Memphis Depay,Center Forward,0.0,3930173,Tactical,Wout Weghorst,941,941,2988,103,7829,
0fe2ff85-6acb-45af-a710-955634241df0,2004,2,00:00:00.000,45,0,Substitution,83,Italy,Regular Play,Italy,Davide Frattesi,Right Center Midfield,0.0,3930172,Tactical,Andrea Cambiaso,914,914,30926,103,50729,
3e471a6c-239a-47c7-9aaa-f795cdda035f,2005,2,00:00:00.175,45,0,Substitution,83,Italy,Regular Play,Italy,Jorge Luiz Frello Filho,Center Defensive Midfield,0.0,3930172,Tactical,Bryan Cristante,914,914,7024,103,6993,
d6865c32-42b3-4ec6-b490-6905551f7be1,2719,2,00:18:02.368,63,2,Substitution,111,Italy,From Throw In,Italy,Federico Chiesa,Left Wing,0.0,3930172,Tactical,Mattia Zaccagni,914,914,7156,103,8792,
f3a66367-73f5-46bb-9c28-58c08126fc44,2720,2,00:18:23.196,63,23,Substitution,111,Italy,From Throw In,Italy,Gianluca Scamacca,Center Forward,0.0,3930172,Tactical,Mateo Retegui,914,914,10992,103,31093,
5989faf6-89bc-4fc6-a782-60706cd8ff17,3080,2,00:25:49.081,70,49,Substitution,118,Spain,Regular Play,Spain,Pedro González López,Center Attacking Midfield,0.0,3930172,Tactical,Alejandro Baena Rodríguez,772,772,30486,103,41115,
71a8addc-fd78-4f78-ba04-ae395916fe5a,3081,2,00:25:49.420,70,49,Substitution,118,Spain,Regular Play,Spain,Lamine Yamal Nasraoui Ebana,Right Wing,0.0,3930172,Tactical,Ferrán Torres García,772,772,316046,103,6748,
