id,index,period,timestamp,minute,second,type,possession,possession_team,play_pattern,team,player,position,location,duration,under_pressure,related_events,match_id,dribble_outcome,possession_team_id,team_id,player_id,dribble_nutmeg,dribble_overrun,out,dribble_no_touch
9743d63f-6caf-4d98-be01-0d7235267cf1,2439,2,00:09:03.437,54,3,Dribble,83,Portugal,From Corner,Portugal,Rafael Alexandre Conceição Leão,Left Midfield,"[104.4, 11.6]",0.0,True,['f0916fb4-58cb-4e6f-815a-655f6350934f'],3942349,Incomplete,780,780,18360,,,,
4b9d0289-babe-4340-af5d-993119de4c31,2655,2,00:16:05.984,61,5,Dribble,97,France,From Goal Kick,France,Theo Bernard François Hernández,Left Back,"[36.5, 7.5]",0.0,True,"['9dea33bd-d0d9-4475-9507-540f810c4133', 'd2afae96-fe62-443e-b69d-d0ed277bb30f']",3942349,Complete,771,771,6704,,,,
acdfa57d-99b0-4264-bc69-cdbc942e406d,3122,2,00:27:06.406,72,6,Dribble,106,France,Regular Play,France,Ousmane Dembélé,Right Wing,"[105.1, 68.5]",0.0,True,['947f26c2-d9be-43cd-b8b2-da526af526a1'],3942349,Complete,771,771,5477,,,,
be7177e7-33a7-48e8-b94d-7900a48b197b,3361,2,00:33:44.828,78,44,Dribble,112,Portugal,From Corner,Portugal,Vitor Machado Ferreira,Left Defensive Midfield,"[91.6, 46.9]",0.0,True,['d0573ff6-5d7f-4434-867c-b6980e0ca82a'],3942349,Incomplete,780,780,34639,,,,
cfc199b1-f0d0-4eb8-b2cc-88faf9f02bc3,3548,2,00:37:57.247,82,57,Dribble,117,France,Regular Play,France,Eduardo Camavinga,Left Center Midfield,"[59.6, 19.2]",0.0,True,"['2a5d2c4f-e0c2-48be-a374-5481c76221e0', '9481e41a-f168-448e-9f1a-f514f64b5633']",3942349,Incomplete,771,771,24778,,,,
891e1dce-d1d4-46a3-91a4-0bf7255ca895,3553,2,00:38:00.570,83,0,Dribble,117,France,Regular Play,France,Theo Bernard François Hernández,Left Back,"[64.2, 11.5]",0.0,True,"['66a4e2ae-7c22-4ca9-8c7f-6a914f007909', 'ac264591-657c-4e8d-a54c-1d57cdbfd429']",3942349,Incomplete,771,771,6704,,,,
f1b2dae4-cca6-4b6b-9064-d512a03bd19e,3761,2,00:45:15.102,90,15,Dribble,128,France,From Counter,France,Marcus Thuram,Center Forward,"[101.1, 68.7]",0.0,True,['8e558c35-c3c3-45e2-850b-f34bb905b712'],3942349,Complete,771,771,2972,,,,
47847eb8-fbaf-4680-8fc6-263dfee211c4,3903,3,00:01:05.709,91,5,Dribble,134,France,From Kick Off,France,Kylian Mbappé Lottin,Left Wing,"[105.2, 20.6]",0.0,True,"['d17d4a84-7dc0-4bd7-ad6c-7fbddea2ae18', 'e562c84d-dadc-41ff-8c32-18bebe720302']",3942349,Incomplete,771,771,3009,,,,
01699d8c-901b-44f3-8f75-5b339584769a,3971,3,00:02:12.847,92,12,Dribble,136,France,Regular Play,France,Kylian Mbappé Lottin,Left Wing,"[18.3, 6.6]",0.0,True,"['769e39b1-dd00-453e-8206-2d15ba80829f', 'cc901b6a-2b8b-48b0-a7fa-d31c37107d10', 'e016def1-8368-4310-8fd4-bf77f33d9717']",3942349,Complete,771,771,3009,,,,
262451b5-4da9-4cf1-bf53-d4031b88cafa,3998,3,00:02:39.085,92,39,Dribble,137,Portugal,Regular Play,Portugal,Francisco Fernandes Conceição,Right Midfield,"[112.7, 64.6]",0.0,True,['631f48c2-8f1a-45f3-a6ed-410551368696'],3942349,Complete,780,780,39624,,,,
7951e483-c1f3-4a5b-9aee-5ad0c40fb16f,4120,3,00:05:13.843,95,13,Dribble,140,Portugal,From Throw In,Portugal,Nélson Cabral Semedo,Right Back,"[109.7, 76.4]",0.0,True,['71fc2677-3a78-49a1-99ff-f3c8f1f5b48d'],3942349,Incomplete,780,780,6374,,,,
8a282b22-88c7-44d5-b5cd-117edf09fbbc,4168,3,00:06:20.575,96,20,Dribble,143,France,Regular Play,France,Ousmane Dembélé,Right Wing,"[71.0, 61.0]",0.0,True,['b73729cc-3bb8-4e04-bba1-05625ef948bc'],3942349,Complete,771,771,5477,,,,
eb456207-937f-4b57-ac46-cdfcfa040945,4172,3,00:06:23.475,96,23,Dribble,143,France,Regular Play,France,Ousmane Dembélé,Right Wing,"[87.0, 38.9]",0.0,True,"['09fdd282-85eb-42d9-9355-b3250106b5b8', '26650bce-9581-4165-926b-e6af19d8a91f']",3942349,Complete,771,771,5477,,,,
ffeb8e82-e237-40fe-b868-6babebe479b3,4181,3,00:06:28.558,96,28,Dribble,143,France,Regular Play,France,Kylian Mbappé Lottin,Left Wing,"[108.4, 29.9]",0.0,True,['249710f5-80fb-4601-8104-51a9dec4fa00'],3942349,Complete,771,771,3009,,,,
a22dec42-7caa-4ced-8de5-df4c4100e5c2,4608,4,00:00:57.149,105,57,Dribble,152,Portugal,From Throw In,Portugal,Nélson Cabral Semedo,Right Back,"[60.8, 75.7]",0.0,True,['52389932-4d4e-43c5-8c73-d686151c2264'],3942349,Complete,780,780,6374,,,,
77dab7d7-9044-4cb7-aade-00f3ade61468,4650,4,00:01:43.754,106,43,Dribble,152,Portugal,From Throw In,Portugal,Nuno Mendes,Left Back,"[49.1, 6.5]",0.0,True,['22a0b8fe-466d-4675-bb3b-eabf152e2a73'],3942349,Incomplete,780,780,41092,,,,
b4554c81-ff73-45bb-b1dc-ff159ed7ca67,4689,4,00:02:42.011,107,42,Dribble,154,France,From Goal Kick,France,Ousmane Dembélé,Right Wing,"[94.8, 63.7]",0.0,True,['0296ad50-c485-4e27-894e-92d790a8bdd6'],3942349,Incomplete,771,771,5477,,,,
c79b2181-1f94-42cb-8953-7972405f9034,4802,4,00:05:15.156,110,15,Dribble,159,Portugal,Regular Play,Portugal,Nuno Mendes,Left Back,"[99.7, 24.4]",0.0,True,"['741052e9-bca3-4871-8cb9-2ffe13449669', 'eed3dcd1-8ced-40ad-b031-00d1e0576884']",3942349,Complete,780,780,41092,,,,
20ae619e-443d-42fb-a07b-41c402c76272,4804,4,00:05:16.149,110,16,Dribble,159,Portugal,Regular Play,Portugal,Nuno Mendes,Left Back,"[101.8, 24.6]",0.0,True,['2d7ca868-33cb-4e88-aa91-9ad23e12c861'],3942349,Incomplete,780,780,41092,,,,
2221827f-c00f-46b2-ab60-9a7cf6006a3e,4887,4,00:06:26.946,111,26,Dribble,160,France,Regular Play,France,Ousmane Dembélé,Right Wing,"[103.2, 67.5]",0.0,True,['c970b357-8349-41a2-a8fd-c4f03787291b'],3942349,Complete,771,771,5477,,,,
