id,index,period,timestamp,minute,second,type,possession,possession_team,play_pattern,team,player,position,location,duration,under_pressure,related_events,50_50,match_id,possession_team_id,team_id,player_id,counterpress,out
db8fad18-d8d0-416d-96f1-1678dbba7659,3683,2,00:43:09.878,88,9,50/50,123,Portugal,From Keeper,Portugal,Vitor Machado Ferreira,Left Defensive Midfield,"[89.7, 49.4]",0.0,True,['f3eca3f0-ef46-451a-94b3-4207d61b5f5e'],"{'outcome': {'id': 2, 'name': 'Success To Opposition'}}",3942349,780,780,34639,True,
f3eca3f0-ef46-451a-94b3-4207d61b5f5e,3684,2,00:43:09.878,88,9,50/50,123,Portugal,From Keeper,France,N'Golo Kanté,Right Center Midfield,"[30.4, 30.7]",0.0,True,['db8fad18-d8d0-416d-96f1-1678dbba7659'],"{'outcome': {'id': 1, 'name': 'Lost'}}",3942349,780,771,3961,,
52908561-4f14-4d5c-acec-6310005445f3,1884,2,00:04:35.604,49,35,50/50,86,Netherlands,From Throw In,Austria,Alexander Prass,Left Back,"[36.3, 4.0]",0.0,True,"['6f4beef8-2690-4b47-9a7f-9adbf79f830e', 'd9a87fe2-2818-4c82-b1c2-ea2c2af26c67']","{'outcome': {'id': 1, 'name': 'Lost'}}",3930180,941,915,39545,,
6f4beef8-2690-4b47-9a7f-9adbf79f830e,1885,2,00:04:35.604,49,35,50/50,86,Netherlands,From Throw In,Netherlands,Lutsharel Geertruida,Right Back,"[83.8, 76.1]",0.0,True,['52908561-4f14-4d5c-acec-6310005445f3'],"{'outcome': {'id': 4, 'name': 'Won'}}",3930180,941,941,22352,,
d1d8bda2-fa17-48e5-9061-37ed400fccac,1931,2,00:05:40.045,50,40,50/50,87,Austria,From Goal Kick,Netherlands,Donyell Malen,Right Wing,"[64.5, 67.7]",0.0,True,['ec91aaec-3996-4d08-8a21-2fc55c2be2d6'],"{'outcome': {'id': 1, 'name': 'Lost'}}",3930180,915,941,15582,,
ec91aaec-3996-4d08-8a21-2fc55c2be2d6,1932,2,00:05:40.045,50,40,50/50,87,Austria,From Goal Kick,Austria,Patrick Wimmer,Left Wing,"[55.6, 12.4]",0.0,True,['d1d8bda2-fa17-48e5-9061-37ed400fccac'],"{'outcome': {'id': 2, 'name': 'Success To Opposition'}}",3930180,915,915,33297,,
c43da136-4a00-4351-b7f5-1af3ad546966,2026,2,00:07:42.762,52,42,50/50,93,Netherlands,From Throw In,Netherlands,Cody Mathès Gakpo,Left Wing,"[118.4, 22.7]",0.0,True,['359ab365-9e27-43cc-b7ee-d2dc6c336e83'],"{'outcome': {'id': 1, 'name': 'Lost'}}",3930180,941,941,20750,,
359ab365-9e27-43cc-b7ee-d2dc6c336e83,2027,2,00:07:42.762,52,42,50/50,93,Netherlands,From Throw In,Austria,Nicolas Seiwald,Right Defensive Midfield,"[1.7, 57.4]",0.0,True,['c43da136-4a00-4351-b7f5-1af3ad546966'],"{'outcome': {'id': 2, 'name': 'Success To Opposition'}}",3930180,941,915,39460,,True
12513168-bdc4-4a75-abe7-e444f985a107,2917,2,00:42:46.416,87,46,50/50,151,Netherlands,Regular Play,Netherlands,Georginio Wijnaldum,Left Defensive Midfield,"[89.4, 11.9]",0.0,True,['b8e32a13-47bf-44d8-a9da-eae9e6fee4a2'],"{'outcome': {'id': 1, 'name': 'Lost'}}",3930180,941,941,3567,,
b8e32a13-47bf-44d8-a9da-eae9e6fee4a2,2918,2,00:42:46.416,87,46,50/50,151,Netherlands,Regular Play,Austria,Nicolas Seiwald,Right Defensive Midfield,"[30.7, 68.2]",0.0,True,['12513168-bdc4-4a75-abe7-e444f985a107'],"{'outcome': {'id': 3, 'name': 'Success To Team'}}",3930180,941,915,39460,,
9ee80e3c-206c-4c96-9649-2afc92fbc763,778,1,00:16:08.166,16,8,50/50,26,England,Regular Play,Denmark,Morten Hjulmand,Right Defensive Midfield,"[19.5, 34.4]",0.364084,True,['1f77c341-9492-4932-94ca-f1e198d0cb2e'],"{'outcome': {'id': 1, 'name': 'Lost'}}",3930171,768,776,8621,True,
1f77c341-9492-4932-94ca-f1e198d0cb2e,779,1,00:16:08.166,16,8,50/50,26,England,Regular Play,England,Declan Rice,Left Defensive Midfield,"[100.6, 45.7]",0.0,True,['9ee80e3c-206c-4c96-9649-2afc92fbc763'],"{'outcome': {'id': 3, 'name': 'Success To Team'}}",3930171,768,768,3943,,
0c42d2c8-0204-460e-b06b-08755d8a8a29,986,1,00:20:56.805,20,56,50/50,27,Denmark,From Kick Off,England,Declan Rice,Left Defensive Midfield,"[26.9, 20.9]",0.0,True,['4f2e4629-9a52-49b9-946f-63cc4ac766df'],"{'outcome': {'id': 1, 'name': 'Lost'}}",3930171,776,768,3943,,
4f2e4629-9a52-49b9-946f-63cc4ac766df,987,1,00:20:56.805,20,56,50/50,27,Denmark,From Kick Off,Denmark,Pierre-Emile Højbjerg,Left Defensive Midfield,"[93.2, 59.2]",0.0,True,['0c42d2c8-0204-460e-b06b-08755d8a8a29'],"{'outcome': {'id': 3, 'name': 'Success To Team'}}",3930171,776,776,3570,,
732b8d2a-b994-4901-a239-ed7083158857,2846,2,00:17:59.565,62,59,50/50,90,England,Regular Play,England,Declan Rice,Left Defensive Midfield,"[28.6, 39.0]",0.0,True,"['94f56d43-7424-4440-b8aa-3e121805688f', 'bbafbda3-67f9-4afa-981a-0d3223b2ad4a']","{'outcome': {'id': 1, 'name': 'Lost'}}",3930171,768,768,3943,,
94f56d43-7424-4440-b8aa-3e121805688f,2847,2,00:17:59.565,62,59,50/50,90,England,Regular Play,Denmark,Rasmus Winther Højlund,Center Forward,"[91.5, 41.1]",0.0,True,['732b8d2a-b994-4901-a239-ed7083158857'],"{'outcome': {'id': 3, 'name': 'Success To Team'}}",3930171,768,776,51672,,
90e55607-8d0a-4ed8-9793-be2e81b87897,96,1,00:02:01.407,2,1,50/50,6,Switzerland,Regular Play,England,Bukayo Saka,Right Wing Back,"[51.1, 52.7]",0.0,True,['12b5e585-8cb8-4623-a66b-ad2b7b3a0411'],"{'outcome': {'id': 2, 'name': 'Success To Opposition'}}",3942227,773,768,22084,,
12b5e585-8cb8-4623-a66b-ad2b7b3a0411,97,1,00:02:01.407,2,1,50/50,6,Switzerland,Regular Play,Switzerland,Breel-Donald Embolo,Center Forward,"[69.0, 27.4]",0.0,True,['90e55607-8d0a-4ed8-9793-be2e81b87897'],"{'outcome': {'id': 1, 'name': 'Lost'}}",3942227,773,773,5545,,
835e5d50-cde8-4151-8db8-ed2b2bdfe841,1146,1,00:26:15.473,26,15,50/50,38,England,From Free Kick,England,Kieran Trippier,Left Wing Back,"[43.2, 2.4]",0.0,True,['10352e34-bb8f-4c9b-8c47-af2dd7f284a9'],"{'outcome': {'id': 1, 'name': 'Lost'}}",3942227,768,768,3308,,
10352e34-bb8f-4c9b-8c47-af2dd7f284a9,1147,1,00:26:15.473,26,15,50/50,38,England,From Free Kick,Switzerland,Remo Freuler,Right Defensive Midfield,"[76.9, 77.7]",0.0,True,['835e5d50-cde8-4151-8db8-ed2b2bdfe841'],"{'outcome': {'id': 2, 'name': 'Success To Opposition'}}",3942227,768,773,6983,,
0dd23145-1327-42cc-9132-b06d7d252657,2725,2,00:20:28.895,65,28,50/50,94,Switzerland,From Goal Kick,England,Ezri Konsa Ngoyo,Left Center Back,"[27.9, 24.3]",0.0,True,['455ee2a0-99d7-4baf-91f4-f1a9c7da2b98'],"{'outcome': {'id': 2, 'name': 'Success To Opposition'}}",3942227,773,768,3822,,
455ee2a0-99d7-4baf-91f4-f1a9c7da2b98,2726,2,00:20:28.895,65,28,50/50,94,Switzerland,From Goal Kick,Switzerland,Breel-Donald Embolo,Center Forward,"[92.2, 55.8]",0.0,True,['0dd23145-1327-42cc-9132-b06d7d252657'],"{'outcome': {'id': 1, 'name': 'Lost'}}",3942227,773,773,5545,,
4b1cb315-ef6c-4bfe-a3f9-945a6ebb62ab,2939,2,00:25:50.905,70,50,50/50,101,England,From Free Kick,Switzerland,Steven Zuber,Left Attacking Midfield,"[15.3, 7.4]",0.0,True,"['6e515310-46f9-4c68-8473-029a6625a99e', 'e6ca5703-1f8e-4ab6-afd0-5fc36a5d4bbd']","{'outcome': {'id': 1, 'name': 'Lost'}}",3942227,768,773,5548,,
e6ca5703-1f8e-4ab6-afd0-5fc36a5d4bbd,2940,2,00:25:50.905,70,50,50/50,101,England,From Free Kick,England,Bukayo Saka,Right Wing Back,"[104.8, 72.7]",0.0,True,['4b1cb315-ef6c-4bfe-a3f9-945a6ebb62ab'],"{'outcome': {'id': 4, 'name': 'Won'}}",3942227,768,768,22084,,
393f9a0b-fa7e-4901-b658-6c5da6175b82,1568,1,00:44:20.463,44,20,50/50,66,Spain,Regular Play,Spain,Daniel Olmo Carvajal,Right Center Midfield,"[110.0, 53.2]",0.0,True,"['3a24f7b7-f0d3-4f50-9288-f8142221a1bf', '3e392dc6-d48d-4867-8bb8-7a2de6bef327']","{'outcome': {'id': 1, 'name': 'Lost'}}",3942226,772,772,16532,,
3a24f7b7-f0d3-4f50-9288-f8142221a1bf,1569,1,00:44:20.463,44,20,50/50,67,Germany,Regular Play,Germany,Jamal Musiala,Left Wing,"[10.1, 26.9]",0.0,True,['393f9a0b-fa7e-4901-b658-6c5da6175b82'],"{'outcome': {'id': 4, 'name': 'Won'}}",3942226,770,770,39565,True,
5c9ac324-4f97-485c-836b-3819dcadf69e,1674,1,00:46:09.088,46,9,50/50,71,Spain,Regular Play,Germany,Leroy Sané,Right Wing,"[38.3, 53.6]",0.0,True,['75e72d70-8b1e-46b7-9b7b-2d9ae4458e81'],"{'outcome': {'id': 1, 'name': 'Lost'}}",3942226,772,770,3053,,
75e72d70-8b1e-46b7-9b7b-2d9ae4458e81,1675,1,00:46:09.088,46,9,50/50,71,Spain,Regular Play,Spain,Marc Cucurella Saseta,Left Back,"[81.8, 26.5]",0.0,True,['5c9ac324-4f97-485c-836b-3819dcadf69e'],"{'outcome': {'id': 3, 'name': 'Success To Team'}}",3942226,772,772,17620,True,
1d3a0822-0613-4e44-a329-b8790c14c891,4388,4,00:16:48.309,121,48,50/50,207,Germany,From Throw In,Germany,Robert Andrich,Right Defensive Midfield,"[64.5, 15.7]",0.0,True,['03941dd6-5139-4125-84a4-4bad2bb55947'],"{'outcome': {'id': 1, 'name': 'Lost'}}",3942226,770,770,9195,,
03941dd6-5139-4125-84a4-4bad2bb55947,4389,4,00:16:48.309,121,48,50/50,207,Germany,From Throw In,Spain,Ferrán Torres García,Right Midfield,"[55.6, 64.4]",0.011806,True,['1d3a0822-0613-4e44-a329-b8790c14c891'],"{'outcome': {'id': 3, 'name': 'Success To Team'}}",3942226,770,772,6748,,
fd1caab8-78e5-4e35-be69-8240ed7f677e,145,1,00:03:12.971,3,12,50/50,8,Belgium,Other,Belgium,Amadou Onana,Right Defensive Midfield,"[19.8, 69.5]",0.0,True,['2a6a4027-cc23-4ba8-b909-8503e907995d'],"{'outcome': {'id': 1, 'name': 'Lost'}}",3938645,782,782,48347,,
2a6a4027-cc23-4ba8-b909-8503e907995d,146,1,00:03:12.971,3,12,50/50,8,Belgium,Other,Ukraine,Vitalii Mykolenko,Left Wing Back,"[100.3, 10.6]",0.0,True,['fd1caab8-78e5-4e35-be69-8240ed7f677e'],"{'outcome': {'id': 3, 'name': 'Success To Team'}}",3938645,782,911,20827,,
42793353-3309-4052-9520-46b9e3b2c4cc,415,1,00:08:19.372,8,19,50/50,17,Belgium,From Throw In,Ukraine,Oleksandr Tymchyk,Right Wing Back,"[74.4, 69.8]",0.0,True,"['181b6157-8b61-4d4a-b190-1783c872bdb5', 'fc031de7-8dfa-4110-9f7a-ee2a43daf762']","{'outcome': {'id': 1, 'name': 'Lost'}}",3938645,782,911,45863,,
fc031de7-8dfa-4110-9f7a-ee2a43daf762,416,1,00:08:19.372,8,19,50/50,17,Belgium,From Throw In,Belgium,Kevin De Bruyne,Center Attacking Midfield,"[45.7, 10.3]",0.0,True,['42793353-3309-4052-9520-46b9e3b2c4cc'],"{'outcome': {'id': 4, 'name': 'Won'}}",3938645,782,782,3089,,
114e54a2-42fe-4841-9e2e-e14a04220678,1775,1,00:44:49.518,44,49,50/50,74,Belgium,Regular Play,Ukraine,Oleksandr Tymchyk,Right Wing Back,"[68.7, 78.0]",0.0,True,"['1d492f3e-b67c-480a-bbd5-6de936e34e1a', 'ef1d2721-dc66-4668-abc5-1424118d1fa2']","{'outcome': {'id': 1, 'name': 'Lost'}}",3938645,782,911,45863,,
1d492f3e-b67c-480a-bbd5-6de936e34e1a,1776,1,00:44:49.518,44,49,50/50,74,Belgium,Regular Play,Belgium,Kevin De Bruyne,Center Attacking Midfield,"[51.4, 2.1]",0.0,True,['114e54a2-42fe-4841-9e2e-e14a04220678'],"{'outcome': {'id': 4, 'name': 'Won'}}",3938645,782,782,3089,,
7e956d96-9c64-49cf-baf1-96099ecacc56,2539,2,00:17:23.619,62,23,50/50,107,Belgium,Regular Play,Belgium,Arthur Theate,Left Back,"[114.2, 10.2]",0.0,True,['180e8b80-ca50-412e-80f9-57fc367c808b'],"{'outcome': {'id': 2, 'name': 'Success To Opposition'}}",3938645,782,782,43913,,True
180e8b80-ca50-412e-80f9-57fc367c808b,2540,2,00:17:23.619,62,23,50/50,107,Belgium,Regular Play,Ukraine,Illia Zabarnyi,Right Center Back,"[5.9, 69.9]",0.0,True,['7e956d96-9c64-49cf-baf1-96099ecacc56'],"{'outcome': {'id': 1, 'name': 'Lost'}}",3938645,782,911,39136,,
d6593fc7-c0d5-4315-80ea-8413baf86554,842,1,00:20:39.943,20,39,50/50,35,Turkey,Regular Play,Turkey,Barış Alper Yılmaz,Right Wing,"[56.2, 53.1]",0.0,True,"['04ca7e72-3d74-47b0-a938-8e15ab654612', 'c2771dd0-e438-45a3-9c86-20d085a52db6']","{'outcome': {'id': 1, 'name': 'Lost'}}",3941022,909,909,134209,,
04ca7e72-3d74-47b0-a938-8e15ab654612,843,1,00:20:39.943,20,39,50/50,35,Turkey,Regular Play,Austria,Konrad Laimer,Left Defensive Midfield,"[63.9, 27.0]",0.0,True,['d6593fc7-c0d5-4315-80ea-8413baf86554'],"{'outcome': {'id': 4, 'name': 'Won'}}",3941022,909,915,8506,,
921293ad-d805-4775-993c-cd9cf4a5651e,1006,1,00:25:25.366,25,25,50/50,42,Austria,From Goal Kick,Turkey,Arda Güler,Center Forward,"[25.0, 41.6]",0.0,True,['5c63b0b3-64ec-4d2f-9fdb-9ff1e47a9e33'],"{'outcome': {'id': 1, 'name': 'Lost'}}",3941022,915,909,116587,,
5c63b0b3-64ec-4d2f-9fdb-9ff1e47a9e33,1007,1,00:25:25.366,25,25,50/50,42,Austria,From Goal Kick,Austria,Nicolas Seiwald,Right Defensive Midfield,"[95.1, 38.5]",0.0,True,['921293ad-d805-4775-993c-cd9cf4a5651e'],"{'outcome': {'id': 3, 'name': 'Success To Team'}}",3941022,915,915,39460,True,
68e47b58-5284-4b18-8862-390730adc1fe,1008,1,00:25:26.633,25,26,50/50,42,Austria,From Goal Kick,Austria,Konrad Laimer,Left Defensive Midfield,"[90.7, 34.1]",0.045392,True,"['b782cd55-c444-4103-9f82-feb9872c31b8', 'ba98a27d-18a9-423c-a7a6-c02b0d1e7745']","{'outcome': {'id': 1, 'name': 'Lost'}}",3941022,915,915,8506,,
ba98a27d-18a9-423c-a7a6-c02b0d1e7745,1009,1,00:25:26.633,25,26,50/50,43,Turkey,Regular Play,Turkey,Orkun Kökçü,Left Defensive Midfield,"[29.4, 46.0]",0.0,True,['68e47b58-5284-4b18-8862-390730adc1fe'],"{'outcome': {'id': 4, 'name': 'Won'}}",3941022,909,909,22212,True,
9c63aef6-2be1-46f6-b936-68802368325e,1397,1,00:34:14.500,34,14,50/50,56,Turkey,Regular Play,Austria,Philipp Mwene,Left Back,"[84.1, 14.4]",0.0,True,['9b0c4865-c46a-4b50-a734-82a6c636bf0a'],"{'outcome': {'id': 2, 'name': 'Success To Opposition'}}",3941022,909,915,13315,True,True
9b0c4865-c46a-4b50-a734-82a6c636bf0a,1398,1,00:34:14.500,34,14,50/50,56,Turkey,Regular Play,Turkey,Arda Güler,Center Forward,"[36.0, 65.7]",0.0,True,['9c63aef6-2be1-46f6-b936-68802368325e'],"{'outcome': {'id': 1, 'name': 'Lost'}}",3941022,909,909,116587,,
f115cdb0-5d62-41bc-a336-64664e184705,2416,2,00:13:14.652,58,14,50/50,104,Turkey,From Throw In,Austria,Alexander Prass,Left Back,"[1.7, 8.5]",0.0,True,['ead2b486-914b-4bf4-9ee1-ce7b1d083194'],"{'outcome': {'id': 1, 'name': 'Lost'}}",3941022,909,915,39545,,
ead2b486-914b-4bf4-9ee1-ce7b1d083194,2417,2,00:13:14.652,58,14,50/50,104,Turkey,From Throw In,Turkey,Barış Alper Yılmaz,Right Wing,"[118.4, 71.6]",0.0,True,['f115cdb0-5d62-41bc-a336-64664e184705'],"{'outcome': {'id': 3, 'name': 'Success To Team'}}",3941022,909,909,134209,,True
ed08355d-a562-4635-b5a3-33d243b4ad27,99,1,00:01:46.044,1,46,50/50,5,Netherlands,From Throw In,Netherlands,Tijjani Reijnders,Left Defensive Midfield,"[21.9, 6.6]",0.0,True,"['03cdec18-2576-4c93-9564-f0bd7aed69fa', '3d7f9610-f515-40ac-86b8-7513f174232c']","{'outcome': {'id': 1, 'name': 'Lost'}}",3941021,941,941,21582,,
03cdec18-2576-4c93-9564-f0bd7aed69fa,100,1,00:01:46.044,1,46,50/50,6,Romania,Regular Play,Romania,Dennis Man,Right Midfield,"[98.2, 73.5]",0.0,True,['ed08355d-a562-4635-b5a3-33d243b4ad27'],"{'outcome': {'id': 4, 'name': 'Won'}}",3941021,905,905,56905,True,
110e6f79-648d-4d54-80ab-61e0a3f445bc,1032,1,00:34:33.318,34,33,50/50,53,Netherlands,Regular Play,Romania,Denis Mihai Drăguş,Center Forward,"[19.1, 5.9]",0.0,True,['7015d1c8-71d6-4d20-8e0a-f1b047d28782'],"{'outcome': {'id': 1, 'name': 'Lost'}}",3941021,941,905,31193,,
7015d1c8-71d6-4d20-8e0a-f1b047d28782,1033,1,00:34:33.318,34,33,50/50,53,Netherlands,Regular Play,Netherlands,Jerdy Schouten,Right Defensive Midfield,"[101.0, 74.2]",0.0,True,['110e6f79-648d-4d54-80ab-61e0a3f445bc'],"{'outcome': {'id': 3, 'name': 'Success To Team'}}",3941021,941,941,15503,True,True
3b970536-bb93-411c-8bdd-9333a2fc9b3d,1530,1,00:48:31.084,48,31,50/50,75,Romania,From Corner,Romania,Andrei Burcă Andonie,Left Back,"[113.8, 74.4]",0.0,True,"['72d081e7-fa90-41a0-8e86-aa98b94da030', '9181e66f-4f0c-40fe-a30c-0ffd054848dd']","{'outcome': {'id': 1, 'name': 'Lost'}}",3941021,905,905,31908,,
72d081e7-fa90-41a0-8e86-aa98b94da030,1531,1,00:48:31.084,48,31,50/50,75,Romania,From Corner,Netherlands,Steven Bergwijn,Right Wing,"[6.3, 5.7]",0.0,True,['3b970536-bb93-411c-8bdd-9333a2fc9b3d'],"{'outcome': {'id': 4, 'name': 'Won'}}",3941021,905,941,8259,,
