player_id,player_name,player_nickname,jersey_number,country,cards,positions,match_id,team_name
293377,Nino Žugelj,,24,Slovenia,[],[],3941020,Slovenia
404312,Adrian Zeljković,,25,Slovenia,[],[],3941020,Slovenia
2954,Youri Tielemans,,8,Belgium,[],[],3941019,Belgium
3077,Jan Vertonghen,,5,Belgium,"[{'time': '75:45', 'card_type': 'Yellow Card', 'reason': 'Bad Behaviour', 'period': 2}]","[{'position_id': 5, 'position': 'Left Center Back', 'from': '00:00', 'to': None, 'from_period': 1, 'to_period': None, 'start_reason': 'Starting XI', 'end_reason': 'Final Whistle'}]",3941019,Belgium
3089,Kevin De Bruyne,,7,Belgium,[],"[{'position_id': 11, 'position': 'Left Defensive Midfield', 'from': '00:00', 'to': '62:37', 'from_period': 1, 'to_period': 2, 'start_reason': 'Starting XI', 'end_reason': 'Tactical Shift'}, {'position_id': 24, 'position': 'Left Center Forward', 'from': '62:37', 'to': '88:05', 'from_period': 2, 'to_period': 2, 'start_reason': 'Tactical Shift', 'end_reason': 'Tactical Shift'}, {'position_id': 12, 'position': 'Right Midfield', 'from': '88:05', 'to': None, 'from_period': 2, 'to_period': None, 'start_reason': 'Tactical Shift', 'end_reason': 'Final Whistle'}]",3941019,Belgium
3289,Romelu Lukaku Menama,Romelu Lukaku,10,Belgium,[],"[{'position_id': 22, 'position': 'Right Center Forward', 'from': '00:00', 'to': '88:05', 'from_period': 1, 'to_period': 2, 'start_reason': 'Starting XI', 'end_reason': 'Tactical Shift'}, {'position_id': 24, 'position': 'Left Center Forward', 'from': '88:05', 'to': None, 'from_period': 2, 'to_period': None, 'start_reason': 'Tactical Shift', 'end_reason': 'Final Whistle'}]",3941019,Belgium
5633,Yannick Ferreira Carrasco,Yannick Carrasco,11,Belgium,[],"[{'position_id': 12, 'position': 'Right Midfield', 'from': '00:00', 'to': '87:29', 'from_period': 1, 'to_period': 2, 'start_reason': 'Starting XI', 'end_reason': 'Substitution - Off (Tactical)'}]",3941019,Belgium
5642,Axel Witsel,,6,Belgium,[],[],3941019,Belgium
6989,Timothy Castagne,,21,Belgium,[],"[{'position_id': 2, 'position': 'Right Back', 'from': '00:00', 'to': '87:32', 'from_period': 1, 'to_period': 2, 'start_reason': 'Starting XI', 'end_reason': 'Substitution - Off (Tactical)'}]",3941019,Belgium
8240,Koen Casteels,,1,Belgium,[],"[{'position_id': 1, 'position': 'Goalkeeper', 'from': '00:00', 'to': None, 'from_period': 1, 'to_period': None, 'start_reason': 'Starting XI', 'end_reason': 'Final Whistle'}]",3941019,Belgium
8854,Wout Faes,,4,Belgium,[],"[{'position_id': 3, 'position': 'Right Center Back', 'from': '00:00', 'to': None, 'from_period': 1, 'to_period': None, 'start_reason': 'Starting XI', 'end_reason': 'Final Whistle'}]",3941019,Belgium
8950,Orel Mangala,,18,Belgium,"[{'time': '92:42', 'card_type': 'Yellow Card', 'reason': 'Foul Committed', 'period': 2}]","[{'position_id': 24, 'position': 'Left Center Forward', 'from': '62:34', 'to': '62:37', 'from_period': 2, 'to_period': 2, 'start_reason': 'Substitution - On (Tactical)', 'end_reason': 'Tactical Shift'}, {'position_id': 11, 'position': 'Left Defensive Midfield', 'from': '62:37', 'to': None, 'from_period': 2, 'to_period': None, 'start_reason': 'Tactical Shift', 'end_reason': 'Final Whistle'}]",3941019,Belgium
10479,Matz Sels,,13,Belgium,[],[],3941019,Belgium
12306,Dodi Lukebakio,,14,Belgium,[],"[{'position_id': 12, 'position': 'Right Midfield', 'from': '87:29', 'to': '88:05', 'from_period': 2, 'to_period': 2, 'start_reason': 'Substitution - On (Tactical)', 'end_reason': 'Tactical Shift'}, {'position_id': 2, 'position': 'Right Back', 'from': '88:05', 'to': None, 'from_period': 2, 'to_period': None, 'start_reason': 'Tactical Shift', 'end_reason': 'Final Whistle'}]",3941019,Belgium
16275,Ikoma Loïs Openda,Loïs Openda,20,Belgium,[],"[{'position_id': 24, 'position': 'Left Center Forward', 'from': '00:00', 'to': '62:34', 'from_period': 1, 'to_period': 2, 'start_reason': 'Starting XI', 'end_reason': 'Substitution - Off (Tactical)'}]",3941019,Belgium
16559,Leandro Trossard,,9,Belgium,[],[],3941019,Belgium
23650,Jeremy Doku,Jérémy Doku,22,Belgium,[],"[{'position_id': 16, 'position': 'Left Midfield', 'from': '00:00', 'to': None, 'from_period': 1, 'to_period': None, 'start_reason': 'Starting XI', 'end_reason': 'Final Whistle'}]",3941019,Belgium
23741,Thomas Kaminski,,12,Belgium,[],[],3941019,Belgium
29906,Aster Vranckx,,16,Belgium,[],[],3941019,Belgium
32688,Charles De Ketelaere,,17,Belgium,[],"[{'position_id': 2, 'position': 'Right Back', 'from': '87:32', 'to': '88:05', 'from_period': 2, 'to_period': 2, 'start_reason': 'Substitution - On (Tactical)', 'end_reason': 'Tactical Shift'}, {'position_id': 22, 'position': 'Right Center Forward', 'from': '88:05', 'to': None, 'from_period': 2, 'to_period': None, 'start_reason': 'Tactical Shift', 'end_reason': 'Final Whistle'}]",3941019,Belgium
35610,Maxim De Cuyper,,25,Belgium,[],[],3941019,Belgium
43913,Arthur Theate,,3,Belgium,[],"[{'position_id': 6, 'position': 'Left Back', 'from': '00:00', 'to': None, 'from_period': 1, 'to_period': None, 'start_reason': 'Starting XI', 'end_reason': 'Final Whistle'}]",3941019,Belgium
48347,Amadou Onana,,24,Belgium,[],"[{'position_id': 9, 'position': 'Right Defensive Midfield', 'from': '00:00', 'to': None, 'from_period': 1, 'to_period': None, 'start_reason': 'Starting XI', 'end_reason': 'Final Whistle'}]",3941019,Belgium
52218,Johan Bakayoko,,19,Belgium,[],[],3941019,Belgium
114832,Zeno Debast,,2,Belgium,[],[],3941019,Belgium
253306,Arthur Vermeeren,,23,Belgium,[],[],3941019,Belgium
2972,Marcus Thuram,,15,France,[],"[{'position_id': 23, 'position': 'Center Forward', 'from': '00:00', 'to': '61:21', 'from_period': 1, 'to_period': 2, 'start_reason': 'Starting XI', 'end_reason': 'Substitution - Off (Tactical)'}]",3941019,France
3009,Kylian Mbappé Lottin,Kylian Mbappé,10,France,[],"[{'position_id': 21, 'position': 'Left Wing', 'from': '00:00', 'to': None, 'from_period': 1, 'to_period': None, 'start_reason': 'Starting XI', 'end_reason': 'Final Whistle'}]",3941019,France
3026,Adrien Rabiot,,14,France,"[{'time': '23:48', 'card_type': 'Yellow Card', 'reason': 'Foul Committed', 'period': 1}]","[{'position_id': 15, 'position': 'Left Center Midfield', 'from': '00:00', 'to': None, 'from_period': 1, 'to_period': None, 'start_reason': 'Starting XI', 'end_reason': 'Final Whistle'}]",3941019,France
3379,Alphonse Areola,,23,France,[],[],3941019,France
3604,Olivier Giroud,,9,France,[],[],3941019,France
3761,Mike Maignan,,16,France,[],"[{'position_id': 1, 'position': 'Goalkeeper', 'from': '00:00', 'to': None, 'from_period': 1, 'to_period': None, 'start_reason': 'Starting XI', 'end_reason': 'Final Whistle'}]",3941019,France
3804,Ferland Mendy,,3,France,[],[],3941019,France
3961,N'Golo Kanté,N'Golo Kanté,13,France,[],"[{'position_id': 13, 'position': 'Right Center Midfield', 'from': '00:00', 'to': None, 'from_period': 1, 'to_period': None, 'start_reason': 'Starting XI', 'end_reason': 'Final Whistle'}]",3941019,France
4445,Jules Koundé,,5,France,[],"[{'position_id': 2, 'position': 'Right Back', 'from': '00:00', 'to': None, 'from_period': 1, 'to_period': None, 'start_reason': 'Starting XI', 'end_reason': 'Final Whistle'}]",3941019,France
4893,Brice Samba,,1,France,[],[],3941019,France
5476,Benjamin Pavard,,2,France,[],[],3941019,France
5477,Ousmane Dembélé,,11,France,[],[],3941019,France
5487,Antoine Griezmann,,7,France,"[{'time': '22:36', 'card_type': 'Yellow Card', 'reason': 'Foul Committed', 'period': 1}]","[{'position_id': 17, 'position': 'Right Wing', 'from': '00:00', 'to': None, 'from_period': 1, 'to_period': None, 'start_reason': 'Starting XI', 'end_reason': 'Final Whistle'}]",3941019,France
6704,Theo Bernard François Hernández,Theo Hernández,22,France,[],"[{'position_id': 6, 'position': 'Left Back', 'from': '00:00', 'to': None, 'from_period': 1, 'to_period': None, 'start_reason': 'Starting XI', 'end_reason': 'Final Whistle'}]",3941019,France
7252,Jonathan Clauss,,21,France,[],[],3941019,France
8217,Kingsley Coman,,20,France,[],[],3941019,France
8519,Dayotchanculle Upamecano,,4,France,[],"[{'position_id': 3, 'position': 'Right Center Back', 'from': '00:00', 'to': None, 'from_period': 1, 'to_period': None, 'start_reason': 'Starting XI', 'end_reason': 'Final Whistle'}]",3941019,France
10481,Aurélien Djani Tchouaméni,Aurélien Tchouaméni,8,France,"[{'time': '13:59', 'card_type': 'Yellow Card', 'reason': 'Bad Behaviour', 'period': 1}]","[{'position_id': 10, 'position': 'Center Defensive Midfield', 'from': '00:00', 'to': None, 'from_period': 1, 'to_period': None, 'start_reason': 'Starting XI', 'end_reason': 'Final Whistle'}]",3941019,France
11135,Ibrahima Konaté,,24,France,[],[],3941019,France
11990,Youssouf Fofana,,19,France,[],[],3941019,France
17592,William Saliba,,17,France,[],"[{'position_id': 5, 'position': 'Left Center Back', 'from': '00:00', 'to': None, 'from_period': 1, 'to_period': None, 'start_reason': 'Starting XI', 'end_reason': 'Final Whistle'}]",3941019,France
22097,Randal Kolo Muani,Randal Kolo,12,France,[],"[{'position_id': 23, 'position': 'Center Forward', 'from': '61:21', 'to': None, 'from_period': 2, 'to_period': None, 'start_reason': 'Substitution - On (Tactical)', 'end_reason': 'Final Whistle'}]",3941019,France
24778,Eduardo Camavinga,,6,France,[],[],3941019,France
39420,Bradley Barcola,,25,France,[],[],3941019,France
144059,Warren Zaire Emery,,18,France,[],[],3941019,France
3042,Mikel Merino Zazón,Mikel Merino,6,Spain,[],"[{'position_id': 11, 'position': 'Left Defensive Midfield', 'from': '80:46', 'to': None, 'from_period': 2, 'to_period': None, 'start_reason': 'Substitution - On (Tactical)', 'end_reason': 'Final Whistle'}]",3941018,Spain
3076,Ayoze Pérez Gutiérrez,Ayoze Pérez,26,Spain,[],[],3941018,Spain
3265,José Luis Sanmartín Mato,Joselu,9,Spain,[],[],3941018,Spain
3477,Álvaro Borja Morata Martín,Álvaro Morata,7,Spain,"[{'time': '43:20', 'card_type': 'Yellow Card', 'reason': 'Foul Committed', 'period': 1}]","[{'position_id': 23, 'position': 'Center Forward', 'from': '00:00', 'to': '66:15', 'from_period': 1, 'to_period': 2, 'start_reason': 'Starting XI', 'end_reason': 'Substitution - Off (Tactical)'}]",3941018,Spain
4127,David Raya Martin,David Raya,1,Spain,[],[],3941018,Spain
4353,Aymeric Laporte,,14,Spain,[],"[{'position_id': 5, 'position': 'Left Center Back', 'from': '00:00', 'to': None, 'from_period': 1, 'to_period': None, 'start_reason': 'Starting XI', 'end_reason': 'Final Whistle'}]",3941018,Spain
5202,José Ignacio Fernández Iglesias,Nacho,4,Spain,[],[],3941018,Spain
5721,Daniel Carvajal Ramos,Daniel Carvajal,2,Spain,[],"[{'position_id': 2, 'position': 'Right Back', 'from': '00:00', 'to': '80:24', 'from_period': 1, 'to_period': 2, 'start_reason': 'Starting XI', 'end_reason': 'Substitution - Off (Tactical)'}]",3941018,Spain
6655,Fabián Ruiz Peña,Fabián Ruiz,8,Spain,[],"[{'position_id': 15, 'position': 'Left Center Midfield', 'from': '00:00', 'to': '75:59', 'from_period': 1, 'to_period': 2, 'start_reason': 'Starting XI', 'end_reason': 'Tactical Shift'}, {'position_id': 11, 'position': 'Left Defensive Midfield', 'from': '75:59', 'to': '80:46', 'from_period': 2, 'to_period': 2, 'start_reason': 'Tactical Shift', 'end_reason': 'Substitution - Off (Tactical)'}]",3941018,Spain
6685,Mikel Oyarzabal Ugarte,Mikel Oyarzabal,21,Spain,[],"[{'position_id': 23, 'position': 'Center Forward', 'from': '66:15', 'to': None, 'from_period': 2, 'to_period': None, 'start_reason': 'Substitution - On (Tactical)', 'end_reason': 'Final Whistle'}]",3941018,Spain
6748,Ferrán Torres García,Ferrán Torres,11,Spain,[],[],3941018,Spain
6765,Rodrigo Hernández Cascante,Rodri,16,Spain,[],"[{'position_id': 10, 'position': 'Center Defensive Midfield', 'from': '00:00', 'to': '75:59', 'from_period': 1, 'to_period': 2, 'start_reason': 'Starting XI', 'end_reason': 'Tactical Shift'}, {'position_id': 9, 'position': 'Right Defensive Midfield', 'from': '75:59', 'to': None, 'from_period': 2, 'to_period': None, 'start_reason': 'Tactical Shift', 'end_reason': 'Final Whistle'}]",3941018,Spain
6821,Jesús Navas González,Jesús Navas,22,Spain,[],"[{'position_id': 2, 'position': 'Right Back', 'from': '80:24', 'to': None, 'from_period': 2, 'to_period': None, 'start_reason': 'Substitution - On (Tactical)', 'end_reason': 'Final Whistle'}]",3941018,Spain
10336,Alejandro Grimaldo García,Álex Grimaldo,12,Spain,[],"[{'position_id': 6, 'position': 'Left Back', 'from': '65:47', 'to': None, 'from_period': 2, 'to_period': None, 'start_reason': 'Substitution - On (Tactical)', 'end_reason': 'Final Whistle'}]",3941018,Spain
11748,Unai Simón Mendibil,Unai Simón,23,Spain,[],"[{'position_id': 1, 'position': 'Goalkeeper', 'from': '00:00', 'to': None, 'from_period': 1, 'to_period': None, 'start_reason': 'Starting XI', 'end_reason': 'Final Whistle'}]",3941018,Spain
16532,Daniel Olmo Carvajal,Daniel Olmo,10,Spain,[],"[{'position_id': 13, 'position': 'Right Center Midfield', 'from': '51:50', 'to': '75:59', 'from_period': 2, 'to_period': 2, 'start_reason': 'Substitution - On (Tactical)', 'end_reason': 'Tactical Shift'}, {'position_id': 19, 'position': 'Center Attacking Midfield', 'from': '75:59', 'to': None, 'from_period': 2, 'to_period': None, 'start_reason': 'Tactical Shift', 'end_reason': 'Final Whistle'}]",3941018,Spain
17620,Marc Cucurella Saseta,Marc Cucurella,24,Spain,[],"[{'position_id': 6, 'position': 'Left Back', 'from': '00:00', 'to': '65:47', 'from_period': 1, 'to_period': 2, 'start_reason': 'Starting XI', 'end_reason': 'Substitution - Off (Tactical)'}]",3941018,Spain
22128,Robin Aime Robert Le Normand,Robin Le Normand,3,Spain,[],"[{'position_id': 3, 'position': 'Right Center Back', 'from': '00:00', 'to': None, 'from_period': 1, 'to_period': None, 'start_reason': 'Starting XI', 'end_reason': 'Final Whistle'}]",3941018,Spain
24921,Martín Zubimendi Ibáñez,Martín Zubimendi,18,Spain,[],[],3941018,Spain
30486,Pedro González López,Pedri,20,Spain,[],"[{'position_id': 13, 'position': 'Right Center Midfield', 'from': '00:00', 'to': '51:50', 'from_period': 1, 'to_period': 2, 'start_reason': 'Starting XI', 'end_reason': 'Substitution - Off (Tactical)'}]",3941018,Spain
32185,Alejandro Remiro Gargallo,Álex Remiro,13,Spain,[],[],3941018,Spain
41115,Alejandro Baena Rodríguez,Álex Baena,15,Spain,[],[],3941018,Spain
41542,Daniel Vivian Moreno,Dani Vivian,5,Spain,[],[],3941018,Spain
68574,Nicholas Williams Arthuer,Nico Williams,17,Spain,[],"[{'position_id': 21, 'position': 'Left Wing', 'from': '00:00', 'to': None, 'from_period': 1, 'to_period': None, 'start_reason': 'Starting XI', 'end_reason': 'Final Whistle'}]",3941018,Spain
143864,Fermin Lopez Marin,Fermín López,25,Spain,[],[],3941018,Spain
316046,Lamine Yamal Nasraoui Ebana,Lamine Yamal,19,Spain,[],"[{'position_id': 17, 'position': 'Right Wing', 'from': '00:00', 'to': None, 'from_period': 1, 'to_period': None, 'start_reason': 'Starting XI', 'end_reason': 'Final Whistle'}]",3941018,Spain
7087,Saba Lobzhanidze,Saba Lobjanidze,23,Georgia,[],[],3941018,Georgia
7655,Lasha Dvali,,3,Georgia,[],"[{'position_id': 5, 'position': 'Left Center Back', 'from': '00:00', 'to': None, 'from_period': 1, 'to_period': None, 'start_reason': 'Starting XI', 'end_reason': 'Final Whistle'}]",3941018,Georgia
7839,Guram Kashia,,4,Georgia,[],"[{'position_id': 4, 'position': 'Center Back', 'from': '00:00', 'to': None, 'from_period': 1, 'to_period': None, 'start_reason': 'Starting XI', 'end_reason': 'Final Whistle'}]",3941018,Georgia
11335,Otar Kiteishvili,,17,Georgia,[],"[{'position_id': 10, 'position': 'Center Defensive Midfield', 'from': '00:00', 'to': '40:35', 'from_period': 1, 'to_period': 1, 'start_reason': 'Starting XI', 'end_reason': 'Substitution - Off (Injury)'}]",3941018,Georgia
16005,Solomon Kverkvelia,Saba Kverkvelia,5,Georgia,[],[],3941018,Georgia
22242,Heorhii Tsitaishvili,Georgiy Tsitaishvili,21,Georgia,[],"[{'position_id': 8, 'position': 'Left Wing Back', 'from': '62:49', 'to': None, 'from_period': 2, 'to_period': None, 'start_reason': 'Substitution - On (Tactical)', 'end_reason': 'Final Whistle'}]",3941018,Georgia
23272,Giorgi Loria,,1,Georgia,[],[],3941018,Georgia
23646,Giorgi Chakvetadze,,10,Georgia,[],"[{'position_id': 13, 'position': 'Right Center Midfield', 'from': '00:00', 'to': '18:20', 'from_period': 1, 'to_period': 1, 'start_reason': 'Starting XI', 'end_reason': 'Tactical Shift'}, {'position_id': 15, 'position': 'Left Center Midfield', 'from': '18:20', 'to': '62:59', 'from_period': 1, 'to_period': 2, 'start_reason': 'Tactical Shift', 'end_reason': 'Substitution - Off (Tactical)'}]",3941018,Georgia
24284,Giorgi Kvilitaia,,11,Georgia,[],[],3941018,Georgia
25036,Otar Kakabadze,,2,Georgia,[],"[{'position_id': 7, 'position': 'Right Wing Back', 'from': '00:00', 'to': '78:36', 'from_period': 1, 'to_period': 2, 'start_reason': 'Starting XI', 'end_reason': 'Tactical Shift'}, {'position_id': 3, 'position': 'Right Center Back', 'from': '78:36', 'to': None, 'from_period': 2, 'to_period': None, 'start_reason': 'Tactical Shift', 'end_reason': 'Final Whistle'}]",3941018,Georgia
31707,Levan Shengelia,,19,Georgia,[],[],3941018,Georgia
33234,Georges Mikautadze,,22,Georgia,[],"[{'position_id': 22, 'position': 'Right Center Forward', 'from': '00:00', 'to': '76:14', 'from_period': 1, 'to_period': 2, 'start_reason': 'Starting XI', 'end_reason': 'Player Off'}, {'position_id': 22, 'position': 'Right Center Forward', 'from': '76:28', 'to': '78:33', 'from_period': 2, 'to_period': 2, 'start_reason': 'Player On', 'end_reason': 'Substitution - Off (Tactical)'}]",3941018,Georgia
38225,Jemal Tabidze,Jimmy Tabidze,24,Georgia,[],[],3941018,Georgia
38229,Khvicha Kvaratskhelia,Kvara,7,Georgia,[],"[{'position_id': 24, 'position': 'Left Center Forward', 'from': '00:00', 'to': None, 'from_period': 1, 'to_period': None, 'start_reason': 'Starting XI', 'end_reason': 'Final Whistle'}]",3941018,Georgia
41202,Giorgi Kochorashvili,,6,Georgia,[],"[{'position_id': 15, 'position': 'Left Center Midfield', 'from': '00:00', 'to': '14:04', 'from_period': 1, 'to_period': 1, 'start_reason': 'Starting XI', 'end_reason': 'Player Off'}, {'position_id': 15, 'position': 'Left Center Midfield', 'from': '14:25', 'to': '18:20', 'from_period': 1, 'to_period': 1, 'start_reason': 'Player On', 'end_reason': 'Tactical Shift'}, {'position_id': 13, 'position': 'Right Center Midfield', 'from': '18:20', 'to': '40:36', 'from_period': 1, 'to_period': 1, 'start_reason': 'Tactical Shift', 'end_reason': 'Tactical Shift'}, {'position_id': 10, 'position': 'Center Defensive Midfield', 'from': '40:36', 'to': '78:36', 'from_period': 1, 'to_period': 2, 'start_reason': 'Tactical Shift', 'end_reason': 'Tactical Shift'}, {'position_id': 15, 'position': 'Left Center Midfield', 'from': '78:36', 'to': None, 'from_period': 2, 'to_period': None, 'start_reason': 'Tactical Shift', 'end_reason': 'Final Whistle'}]",3941018,Georgia
44183,Zuriko Davitashvili,Zurab Davitashvili,9,Georgia,"[{'time': '70:10', 'card_type': 'Yellow Card', 'reason': 'Foul Committed', 'period': 2}]","[{'position_id': 15, 'position': 'Left Center Midfield', 'from': '62:59', 'to': '78:36', 'from_period': 2, 'to_period': 2, 'start_reason': 'Substitution - On (Tactical)', 'end_reason': 'Tactical Shift'}, {'position_id': 7, 'position': 'Right Wing Back', 'from': '78:36', 'to': None, 'from_period': 2, 'to_period': None, 'start_reason': 'Tactical Shift', 'end_reason': 'Final Whistle'}]",3941018,Georgia
46802,Nika Kvekveskiri,,16,Georgia,[],"[{'position_id': 3, 'position': 'Right Center Back', 'from': '78:17', 'to': '78:36', 'from_period': 2, 'to_period': 2, 'start_reason': 'Substitution - On (Tactical)', 'end_reason': 'Tactical Shift'}, {'position_id': 10, 'position': 'Center Defensive Midfield', 'from': '78:36', 'to': None, 'from_period': 2, 'to_period': None, 'start_reason': 'Tactical Shift', 'end_reason': 'Final Whistle'}]",3941018,Georgia
48178,Luka Lochoshvili,,14,Georgia,[],"[{'position_id': 8, 'position': 'Left Wing Back', 'from': '00:00', 'to': '62:49', 'from_period': 1, 'to_period': 2, 'start_reason': 'Starting XI', 'end_reason': 'Substitution - Off (Tactical)'}]",3941018,Georgia
102371,Giorgi Mamardashvili,,25,Georgia,[],"[{'position_id': 1, 'position': 'Goalkeeper', 'from': '00:00', 'to': None, 'from_period': 1, 'to_period': None, 'start_reason': 'Starting XI', 'end_reason': 'Final Whistle'}]",3941018,Georgia
102372,Budu Zivzivadze,,8,Georgia,[],"[{'position_id': 22, 'position': 'Right Center Forward', 'from': '78:33', 'to': None, 'from_period': 2, 'to_period': None, 'start_reason': 'Substitution - On (Tactical)', 'end_reason': 'Final Whistle'}]",3941018,Georgia
135844,Sandro Altunashvili,,18,Georgia,[],"[{'position_id': 10, 'position': 'Center Defensive Midfield', 'from': '40:35', 'to': '40:36', 'from_period': 1, 'to_period': 1, 'start_reason': 'Substitution - On (Injury)', 'end_reason': 'Tactical Shift'}, {'position_id': 13, 'position': 'Right Center Midfield', 'from': '40:36', 'to': None, 'from_period': 1, 'to_period': None, 'start_reason': 'Tactical Shift', 'end_reason': 'Final Whistle'}]",3941018,Georgia
158014,Luka Gugeshashvili,,12,Georgia,[],[],3941018,Georgia
348086,Giorgi Gocholeishvili,,13,Georgia,[],[],3941018,Georgia
390000,Gabriel Sigua,,26,Georgia,[],[],3941018,Georgia
398886,Giorgi Gvelesiani,,15,Georgia,[],"[{'position_id': 3, 'position': 'Right Center Back', 'from': '00:00', 'to': '78:17', 'from_period': 1, 'to_period': 2, 'start_reason': 'Starting XI', 'end_reason': 'Substitution - Off (Tactical)'}]",3941018,Georgia
3088,Lewis Dunk,,15,England,[],[],3941017,England
3205,Kyle Walker,,2,England,[],"[{'position_id': 2, 'position': 'Right Back', 'from': '00:00', 'to': '105:00', 'from_period': 1, 'to_period': 4, 'start_reason': 'Starting XI', 'end_reason': 'Tactical Shift'}, {'position_id': 3, 'position': 'Right Center Back', 'from': '105:00', 'to': '65:08', 'from_period': 4, 'to_period': 2, 'start_reason': 'Tactical Shift', 'end_reason': 'Tactical Shift'}, {'position_id': 2, 'position': 'Right Back', 'from': '65:08', 'to': '90:00', 'from_period': 2, 'to_period': 3, 'start_reason': 'Tactical Shift', 'end_reason': 'Tactical Shift'}, {'position_id': 3, 'position': 'Right Center Back', 'from': '90:00', 'to': '93:54', 'from_period': 3, 'to_period': 2, 'start_reason': 'Tactical Shift', 'end_reason': 'Tactical Shift'}, {'position_id': 2, 'position': 'Right Back', 'from': '93:54', 'to': None, 'from_period': 2, 'to_period': None, 'start_reason': 'Tactical Shift', 'end_reason': 'Final Whistle'}]",3941017,England
3244,John Stones,,5,England,[],"[{'position_id': 3, 'position': 'Right Center Back', 'from': '00:00', 'to': '105:00', 'from_period': 1, 'to_period': 4, 'start_reason': 'Starting XI', 'end_reason': 'Tactical Shift'}, {'position_id': 4, 'position': 'Center Back', 'from': '105:00', 'to': '65:08', 'from_period': 4, 'to_period': 2, 'start_reason': 'Tactical Shift', 'end_reason': 'Tactical Shift'}, {'position_id': 3, 'position': 'Right Center Back', 'from': '65:08', 'to': '90:00', 'from_period': 2, 'to_period': 3, 'start_reason': 'Tactical Shift', 'end_reason': 'Tactical Shift'}, {'position_id': 4, 'position': 'Center Back', 'from': '90:00', 'to': '93:54', 'from_period': 3, 'to_period': 2, 'start_reason': 'Tactical Shift', 'end_reason': 'Tactical Shift'}, {'position_id': 3, 'position': 'Right Center Back', 'from': '93:54', 'to': None, 'from_period': 2, 'to_period': None, 'start_reason': 'Tactical Shift', 'end_reason': 'Final Whistle'}]",3941017,England
3308,Kieran Trippier,,12,England,[],"[{'position_id': 6, 'position': 'Left Back', 'from': '00:00', 'to': '63:49', 'from_period': 1, 'to_period': 2, 'start_reason': 'Starting XI', 'end_reason': 'Player Off'}, {'position_id': 6, 'position': 'Left Back', 'from': '64:17', 'to': '65:06', 'from_period': 2, 'to_period': 2, 'start_reason': 'Player On', 'end_reason': 'Substitution - Off (Injury)'}]",3941017,England
3382,Luke Shaw,,3,England,[],[],3941017,England
3468,Jordan Pickford,,1,England,[],"[{'position_id': 1, 'position': 'Goalkeeper', 'from': '00:00', 'to': None, 'from_period': 1, 'to_period': None, 'start_reason': 'Starting XI', 'end_reason': 'Final Whistle'}]",3941017,England
3495,Joe Gomez,,22,England,[],[],3941017,England
3664,Trent Alexander-Arnold,,8,England,[],[],3941017,England
3822,Ezri Konsa Ngoyo,Ezri Konsa,14,England,[],"[{'position_id': 8, 'position': 'Left Wing Back', 'from': '105:00', 'to': '105:00', 'from_period': 4, 'to_period': 4, 'start_reason': 'Tactical Shift', 'end_reason': 'Substitution - On (Tactical)'}, {'position_id': 15, 'position': 'Left Center Midfield', 'from': '105:00', 'to': None, 'from_period': 4, 'to_period': None, 'start_reason': 'Substitution - On (Tactical)', 'end_reason': 'Final Whistle'}]",3941017,England
3834,Ivan Toney,,17,England,[],"[{'position_id': 23, 'position': 'Center Forward', 'from': '105:00', 'to': '90:00', 'from_period': 4, 'to_period': 3, 'start_reason': 'Tactical Shift', 'end_reason': 'Tactical Shift'}, {'position_id': 24, 'position': 'Left Center Forward', 'from': '90:00', 'to': '93:51', 'from_period': 3, 'to_period': 2, 'start_reason': 'Tactical Shift', 'end_reason': 'Substitution - On (Tactical)'}, {'position_id': 9, 'position': 'Right Defensive Midfield', 'from': '93:51', 'to': '93:54', 'from_period': 2, 'to_period': 2, 'start_reason': 'Substitution - On (Tactical)', 'end_reason': 'Tactical Shift'}, {'position_id': 24, 'position': 'Left Center Forward', 'from': '93:54', 'to': None, 'from_period': 2, 'to_period': None, 'start_reason': 'Tactical Shift', 'end_reason': 'Final Whistle'}]",3941017,England
3943,Declan Rice,,4,England,[],"[{'position_id': 11, 'position': 'Left Defensive Midfield', 'from': '00:00', 'to': '90:00', 'from_period': 1, 'to_period': 3, 'start_reason': 'Starting XI', 'end_reason': 'Tactical Shift'}, {'position_id': 10, 'position': 'Center Defensive Midfield', 'from': '90:00', 'to': '93:54', 'from_period': 3, 'to_period': 2, 'start_reason': 'Tactical Shift', 'end_reason': 'Tactical Shift'}, {'position_id': 11, 'position': 'Left Defensive Midfield', 'from': '93:54', 'to': None, 'from_period': 2, 'to_period': None, 'start_reason': 'Tactical Shift', 'end_reason': 'Final Whistle'}]",3941017,England
4073,Dean Henderson,,23,England,[],[],3941017,England
4354,Phil Foden,,11,England,[],"[{'position_id': 21, 'position': 'Left Wing', 'from': '00:00', 'to': '83:10', 'from_period': 1, 'to_period': 2, 'start_reason': 'Starting XI', 'end_reason': 'Tactical Shift'}, {'position_id': 9, 'position': 'Right Defensive Midfield', 'from': '83:10', 'to': '93:51', 'from_period': 2, 'to_period': 2, 'start_reason': 'Tactical Shift', 'end_reason': 'Substitution - Off (Tactical)'}]",3941017,England
4760,Ollie Watkins,,19,England,[],[],3941017,England
