id,index,period,timestamp,minute,second,type,possession,possession_team,play_pattern,team,player,position,location,duration,related_events,match_id,interception_outcome,possession_team_id,team_id,player_id,counterpress,under_pressure
54cc7460-b83a-4495-9b3d-7874ea2306bc,2064,2,00:14:41.303,59,41,Interception,108,Portugal,Regular Play,Portugal,João Maria Lobo Alves Palhinha Gonçalves,Left Defensive Midfield,"[66.1, 67.9]",0.0,['333af89f-7da8-4d72-b44c-8a50e947ee34'],3941020,Won,780,780,12169,True,
e9f20878-0d9a-42db-8dd0-eae74bcbddf6,2090,2,00:15:10.650,60,10,Interception,109,Portugal,From Throw In,Slovenia,Petar Stojanović,Right Midfield,"[40.4, 68.5]",0.0,['51ef254a-d833-4f21-9148-edb991ca1dc3'],3941020,Lost In Play,780,944,16528,,
d24f42cf-0bcd-46b6-b538-e8924c0feaf3,2397,2,00:20:56.974,65,56,Interception,115,Slovenia,Regular Play,Portugal,João Maria Lobo Alves Palhinha Gonçalves,Left Defensive Midfield,"[68.9, 1.8]",0.0,['4fddd974-33dc-4926-a822-1944373a92ca'],3941020,Lost Out,944,780,12169,,
64285cff-3bd9-4c52-b7ea-18cd4488978f,2551,2,00:24:41.902,69,41,Interception,122,Portugal,Regular Play,Slovenia,Jaka Bijol,Left Center Back,"[29.4, 4.0]",0.0,['1b8b871c-0323-4314-8cd3-28352514e68b'],3941020,Lost Out,780,944,16047,,
17132f74-7cd6-457d-a780-ab1bcf7a437e,2752,2,00:32:45.709,77,45,Interception,134,Slovenia,From Throw In,Portugal,Kléper Laveran Lima Ferreira,Left Center Back,"[7.0, 13.8]",0.0,['7f31057f-93f0-48b2-80c5-28f37d97fe94'],3941020,Lost In Play,944,780,20016,,
5155b440-37c5-4a21-9bb1-2fd58fe4efef,3078,2,00:43:34.807,88,34,Interception,150,Portugal,Regular Play,Slovenia,Jure Balkovec,Left Back,"[48.1, 23.0]",0.0,['b82f3fda-a8d8-4991-8c76-81be2aed58ba'],3941020,Success In Play,780,944,30940,,
1b2623c8-c2fb-4f77-8bdc-07021ff9993c,3515,3,00:07:16.813,97,16,Interception,171,Slovenia,From Throw In,Portugal,Rúben Santos Gato Alves Dias,Right Center Back,"[66.0, 77.7]",0.0,['909d2eb0-6234-4018-ae5e-cc01ee55d78b'],3941020,Success In Play,944,780,5206,,
ea412edd-5f49-4846-b7d0-8e8584457020,3659,3,00:11:38.976,101,38,Interception,182,Portugal,From Throw In,Slovenia,Jure Balkovec,Left Back,"[11.5, 6.2]",0.0,['8c86ccf0-5a4c-45ea-8292-def3cf5152be'],3941020,Lost Out,780,944,30940,,
99e5e600-ecab-42f7-bd62-131d2abc74fc,3864,4,00:07:06.937,112,6,Interception,198,Portugal,Regular Play,Portugal,Francisco Fernandes Conceição,Right Wing,"[3.5, 76.1]",0.0,"['36225ffc-7788-4f99-b31c-0e0746c98d2e', '9961f5f8-5459-44f3-8a06-13cb3a5e146e']",3941020,Won,780,780,39624,True,True
fbd26c04-dd35-4bf5-9e98-5926738bda05,4045,4,00:11:16.435,116,16,Interception,206,Portugal,Regular Play,Slovenia,Žan Karničnik,Right Back,"[37.5, 66.0]",0.0,['6534ef59-44a0-4db6-b3ec-8a6e752e7339'],3941020,Lost In Play,780,944,137487,,
55aceba1-eb2f-464e-a11b-3816a995287d,4108,4,00:12:50.860,117,50,Interception,208,Portugal,Regular Play,Slovenia,Jure Balkovec,Left Back,"[29.9, 8.5]",0.0,['9d9c33dd-e2c2-42ad-ac23-125cbd8a3f7f'],3941020,Lost Out,780,944,30940,,
e3823a6d-7471-4178-aa4e-1ea3d63889f6,305,1,00:06:07.938,6,7,Interception,9,Belgium,From Throw In,France,Kylian Mbappé Lottin,Left Wing,"[78.3, 17.9]",0.0,['bea0e59a-0b2d-4548-ae59-d5b54169eed6'],3941019,Won,782,771,3009,,
59c59ec9-5967-4b8c-85ff-a0bee83974c4,1512,1,00:35:01.575,35,1,Interception,44,Belgium,From Free Kick,France,Dayotchanculle Upamecano,Right Center Back,"[17.6, 52.2]",0.0,['774a338e-165b-4afa-8ed4-785b0f56fe70'],3941019,Lost In Play,782,771,8519,,
94060b36-fd2c-4fc4-ab9f-cd5c4637d3dd,1519,1,00:35:16.293,35,16,Interception,46,France,Regular Play,France,Aurélien Djani Tchouaméni,Center Defensive Midfield,"[6.6, 58.1]",0.0,['3a5090c0-6fc2-4e50-9e63-f5d51a89ae79'],3941019,Won,771,771,10481,,
db602976-8dd3-4c10-8497-73dfa8c2855c,1649,1,00:38:07.895,38,7,Interception,52,France,From Throw In,Belgium,Amadou Onana,Right Defensive Midfield,"[20.7, 52.5]",0.0,['7b75f0a6-ad94-42b3-a030-31ed86fe6a86'],3941019,Success In Play,771,782,48347,,
6b58e7cd-732c-4acf-990e-65cf4a0b5025,1656,1,00:38:11.296,38,11,Interception,52,France,From Throw In,France,William Saliba,Left Center Back,"[72.6, 25.8]",0.0,['cbaa3428-9932-4b6d-aae2-9d209c3875a3'],3941019,Won,771,771,17592,True,
d8d76418-71ee-4f90-ae9c-7676667d815f,2057,2,00:01:14.565,46,14,Interception,63,Belgium,From Goal Kick,France,Dayotchanculle Upamecano,Right Center Back,"[51.7, 57.9]",0.0,['28e0cc12-6607-4c09-b646-ffc1e29daa89'],3941019,Lost In Play,782,771,8519,,
6773ea9a-793f-4f66-a459-1c7bb8ffb4dc,2292,2,00:07:26.270,52,26,Interception,72,Belgium,From Keeper,France,William Saliba,Left Center Back,"[37.2, 28.5]",0.0,['fff1eb15-04f7-440b-a0a9-0c9221edaf30'],3941019,Lost In Play,782,771,17592,,
aff002d4-2019-4788-a51d-0467f1b41bba,2360,2,00:08:45.443,53,45,Interception,74,Belgium,From Goal Kick,France,Aurélien Djani Tchouaméni,Center Defensive Midfield,"[53.7, 13.9]",0.0,['51d65b93-ed26-4272-8c1f-335aef6522aa'],3941019,Success In Play,782,771,10481,,
2c103b72-0191-49f4-a945-bf4cdd533352,2374,2,00:08:54.245,53,54,Interception,76,Belgium,Regular Play,Belgium,Timothy Castagne,Right Back,"[33.2, 73.4]",0.0,['2a8c493c-43ab-4600-810f-b44d0287167c'],3941019,Won,782,782,6989,True,
0061b98f-66c7-4a8b-a0b1-e7bf8b03eb35,2482,2,00:11:06.708,56,6,Interception,78,Belgium,From Goal Kick,France,Antoine Griezmann,Right Wing,"[47.5, 59.1]",0.0,['902c3150-d418-4902-84c4-76f18ea670bc'],3941019,Success In Play,782,771,5487,,
9536278b-9e0d-4cf6-91d4-b7a4948bd40d,2506,2,00:11:30.844,56,30,Interception,79,France,Regular Play,Belgium,Ikoma Loïs Openda,Left Center Forward,"[25.8, 43.0]",0.0,['924e3766-f398-421a-98a1-4003809863b6'],3941019,Success In Play,771,782,16275,,
3553076e-6f36-4332-adec-c56afa0a18b4,2788,2,00:19:18.611,64,18,Interception,92,France,From Free Kick,Belgium,Yannick Ferreira Carrasco,Right Midfield,"[31.8, 65.0]",0.0,"['316860d1-d5c0-4fa5-a026-7760d8f2d0d1', 'dc948ce4-e8bc-450a-a640-b78f3e3f15f1']",3941019,Lost In Play,771,782,5633,,True
4fd8ea0c-f82c-401e-8efa-2af12f5e69a1,2836,2,00:20:24.309,65,24,Interception,93,Belgium,From Goal Kick,France,Dayotchanculle Upamecano,Right Center Back,"[17.6, 63.0]",0.0,"['37108b27-5e3c-4756-a5cc-c0220acf9f78', '54bfe2e6-6be3-4136-b0d4-dd0e8724544b']",3941019,Lost In Play,782,771,8519,,True
05f2a65b-b073-41f1-af4a-a45bb2ba9413,2911,2,00:22:03.858,67,3,Interception,96,France,Regular Play,Belgium,Arthur Theate,Left Back,"[23.8, 9.0]",0.0,['384c8a76-6564-47b1-a44e-332a5084f9d0'],3941019,Lost Out,771,782,43913,,
905784fd-ee97-4fff-9f94-85d2b49f9073,3008,2,00:24:20.546,69,20,Interception,99,France,Regular Play,France,Randal Kolo Muani,Center Forward,"[66.5, 52.8]",0.0,['523273cb-ef54-45b4-8f0c-12387f15e61a'],3941019,Won,771,771,22097,True,
8f7069eb-5831-450c-a310-6eb03ef25e7d,3019,2,00:24:26.281,69,26,Interception,99,France,Regular Play,Belgium,Orel Mangala,Left Defensive Midfield,"[55.4, 30.0]",0.0,['8eb25873-e3d8-4bcf-8abe-41e27b15cfcc'],3941019,Lost In Play,771,782,8950,,
04a95928-6cd7-4c02-96c9-702f28524c41,3316,2,00:31:39.196,76,39,Interception,110,France,From Throw In,Belgium,Orel Mangala,Left Defensive Midfield,"[23.4, 45.8]",0.0,['42a41396-5ded-403c-9048-b5d47fcde195'],3941019,Lost In Play,771,782,8950,,
aad9261c-484f-4705-8bdc-43f678d855b0,3334,2,00:31:53.435,76,53,Interception,110,France,From Throw In,Belgium,Orel Mangala,Left Defensive Midfield,"[28.3, 22.0]",0.0,['4d7cdcbb-efa9-4907-84f8-d1e349d5c526'],3941019,Success In Play,771,782,8950,,
5bd43c64-f9f5-44b0-8894-505f5da1661c,3631,2,00:38:51.122,83,51,Interception,121,Belgium,From Throw In,France,William Saliba,Left Center Back,"[25.2, 24.9]",0.0,['75910d32-405d-4555-9f98-97a4b42b17a5'],3941019,Success In Play,782,771,17592,,
ee9c8255-3275-4fa3-bea8-e11a93438197,3752,2,00:42:12.912,87,12,Interception,125,Belgium,Regular Play,France,William Saliba,Left Center Back,"[6.0, 26.9]",0.0,['a8edf668-7e32-4620-a7a0-156c6d8e1726'],3941019,Success Out,782,771,17592,,
361c8c04-c3a9-4fa4-840e-c61599f4cde5,3778,2,00:43:50.361,88,50,Interception,128,France,From Throw In,Belgium,Amadou Onana,Right Defensive Midfield,"[16.9, 74.8]",0.0,['2d3d6483-953d-4072-aaef-0e67ea6a01f6'],3941019,Lost In Play,771,782,48347,,
f6d8f3e0-5eea-4223-9c56-6c413e2219ec,449,1,00:08:44.543,8,44,Interception,14,Spain,From Corner,Georgia,Otar Kiteishvili,Center Defensive Midfield,"[33.1, 30.6]",0.0,"['7fbed0db-89ca-4e44-8602-2be5902cc97c', '8cd6d84a-e67f-4c2f-aed2-aaa73b7dda78']",3941018,Lost In Play,772,2138,11335,,True
91cb1d7f-7dfe-4340-b863-bdd006df80ad,939,1,00:20:49.195,20,49,Interception,30,Spain,Regular Play,Spain,Pedro González López,Right Center Midfield,"[77.2, 13.7]",0.0,['221a9756-d3c5-4a10-aa51-dfe373f0e793'],3941018,Won,772,772,30486,True,
1c857f93-2166-4e96-9df9-f1f472907781,948,1,00:20:55.183,20,55,Interception,30,Spain,Regular Play,Georgia,Luka Lochoshvili,Left Wing Back,"[27.2, 29.0]",0.0,['b7ada599-144e-4e81-aef6-6a51047ce175'],3941018,Lost In Play,772,2138,48178,,
1392389f-a5aa-4b28-86c5-8f86c4db3bb8,1080,1,00:23:23.258,23,23,Interception,34,Georgia,Regular Play,Georgia,Otar Kiteishvili,Center Defensive Midfield,"[24.9, 35.2]",0.0,['e61af557-3953-4da2-a5e9-7e83ae224cca'],3941018,Won,2138,2138,11335,True,
6e5cf120-5732-4358-ac0a-1ff6c2e9be1f,1264,1,00:27:25.488,27,25,Interception,41,Spain,Regular Play,Georgia,Giorgi Gvelesiani,Right Center Back,"[23.7, 55.1]",0.0,['5a105e6f-d121-46e7-a815-0a200e5dbbe6'],3941018,Success In Play,772,2138,398886,,
196a532d-e514-4fa4-a219-199ae0b0b114,1275,1,00:27:42.398,27,42,Interception,42,Georgia,From Throw In,Spain,Lamine Yamal Nasraoui Ebana,Right Wing,"[74.2, 39.0]",1.760123,['cb4a4983-65bc-4dc9-b08b-75ce0f7addaf'],3941018,Success In Play,2138,772,316046,,
0600d49c-0885-4a48-a004-9456ced52c03,1345,1,00:29:13.050,29,13,Interception,48,Spain,Regular Play,Spain,Aymeric Laporte,Left Center Back,"[54.3, 15.4]",0.0,['4fa71c4c-3e05-46eb-a2d7-60c6479040b8'],3941018,Won,772,772,4353,True,
c05f6e03-7a6d-422b-a002-410100041d0a,1391,1,00:29:56.717,29,56,Interception,50,Spain,Regular Play,Georgia,Otar Kakabadze,Right Wing Back,"[28.9, 68.7]",0.0,['d55e644e-7dec-4a47-9897-03e9a0910f96'],3941018,Won,772,2138,25036,,
15366e99-77f0-42fc-80a1-c9c24bd89689,1541,1,00:32:57.992,32,57,Interception,56,Georgia,Regular Play,Georgia,Otar Kiteishvili,Center Defensive Midfield,"[29.5, 29.0]",0.0,['d07a1c37-4381-4adf-be68-e3066880f3dc'],3941018,Won,2138,2138,11335,True,
f03417bc-c2a9-454c-9e27-63dd868ba857,1683,1,00:37:53.348,37,53,Interception,64,Spain,Regular Play,Spain,Marc Cucurella Saseta,Left Back,"[79.3, 23.6]",0.0,['9fd64655-08ab-4343-bae1-ed93d709bd2b'],3941018,Won,772,772,17620,True,
20307bfd-c456-46cb-ae77-147a8aa82f24,2235,2,00:07:09.515,52,9,Interception,87,Spain,Regular Play,Spain,Daniel Olmo Carvajal,Right Center Midfield,"[92.5, 26.0]",0.0,['90abecdb-2f4c-42ee-9029-30cf2fda16eb'],3941018,Won,772,772,16532,True,
2a8867b3-9318-40ea-b939-a05f12f65811,2321,2,00:08:53.313,53,53,Interception,90,Spain,Regular Play,Georgia,Otar Kakabadze,Right Wing Back,"[29.3, 61.9]",0.0,['0b961673-cb80-4b88-87cc-0e17bd1206aa'],3941018,Won,772,2138,25036,,
b5289d73-c82f-46c1-a9ee-4279d3e860a2,2334,2,00:09:01.979,54,1,Interception,90,Spain,Regular Play,Georgia,Luka Lochoshvili,Left Wing Back,"[22.3, 27.3]",0.0,['d8cd85cf-8a3c-4c00-b49a-c87a08983692'],3941018,Won,772,2138,48178,,
85aaf464-d68d-49e9-9b3d-ed3276b262ce,2594,2,00:14:55.937,59,55,Interception,95,Spain,From Corner,Georgia,Giorgi Kochorashvili,Center Defensive Midfield,"[20.6, 41.2]",0.0,['7f4a1b2e-38e8-4e21-93bd-a7750feb449f'],3941018,Success In Play,772,2138,41202,,
bdaaf250-0da7-47d7-b057-99728178a881,3313,2,00:32:08.603,77,8,Interception,120,Georgia,From Keeper,Spain,Alejandro Grimaldo García,Left Back,"[75.4, 4.0]",0.0,['c2634a8c-882e-4ddd-925d-221f1ecb842b'],3941018,Lost Out,2138,772,10336,,
bd536a8c-a806-46c1-9918-f7884b7d0deb,3502,2,00:37:28.236,82,28,Interception,128,Spain,Regular Play,Georgia,Nika Kvekveskiri,Center Defensive Midfield,"[35.8, 48.9]",0.0,['c2fb28b3-65c0-46de-b807-92fae9aba69b'],3941018,Success In Play,772,2138,46802,True,
51b31cfb-f9c1-4af0-819e-0457014c967e,3691,2,00:41:30.009,86,30,Interception,133,Georgia,Regular Play,Spain,Rodrigo Hernández Cascante,Right Defensive Midfield,"[67.6, 47.4]",0.0,['b12c8c82-9b42-4d5c-8921-5a46f9548d9b'],3941018,Won,2138,772,6765,,
d45f819d-6a82-4bdf-ac98-46e78072d537,3697,2,00:41:34.064,86,34,Interception,133,Georgia,Regular Play,Georgia,Guram Kashia,Center Back,"[27.9, 44.8]",0.0,['b696d659-8b08-49f7-a5e5-91d5075eaf14'],3941018,Success In Play,2138,2138,7839,True,
9e58e7dc-2cba-4693-82d8-bced7f8b1eba,3729,2,00:42:45.026,87,45,Interception,136,Spain,Regular Play,Spain,Alejandro Grimaldo García,Left Back,"[25.7, 8.5]",0.0,['6dcf2b2b-faba-4d89-aa14-30a43bed18a1'],3941018,Won,772,772,10336,True,
26b66f45-e060-43f7-a776-0ecb382dbc29,104,1,00:01:53.657,1,53,Interception,4,Slovakia,Regular Play,Slovakia,Stanislav Lobotka,Center Defensive Midfield,"[44.0, 39.5]",0.0,['8dec131b-ad95-4c52-888c-b7c96ab75f48'],3941017,Won,908,908,6798,True,
00757575-d048-4c72-980d-eef0fc208067,160,1,00:02:49.564,2,49,Interception,6,Slovakia,Regular Play,Slovakia,David Strelec,Center Forward,"[66.3, 62.7]",0.0,"['1cb9fe0d-8fdb-47db-9411-7b024fc2c10e', '873b3963-f55a-447b-8cd4-ceea8c90efa0']",3941017,Won,908,908,43976,,True
0d1b8bda-d54e-489e-ba78-256f824e582a,575,1,00:13:25.817,13,25,Interception,18,England,From Free Kick,Slovakia,Dávid Hancko,Left Back,"[14.9, 30.0]",0.0,['e6fb95fa-26f8-493f-92ed-98f1035ee573'],3941017,Won,768,908,16879,,
e4f63c92-a3ed-4e16-b7a8-ff30a37167c3,1189,1,00:29:05.858,29,5,Interception,34,England,From Kick Off,Slovakia,Dávid Hancko,Left Back,"[44.4, 8.2]",0.0,['a7c36c64-972a-42f1-8d30-4aab018e27a6'],3941017,Won,768,908,16879,,
d50be19d-eb58-4988-bcdd-f5b7374e53bc,1881,2,00:00:42.683,45,42,Interception,63,England,From Kick Off,England,Phil Foden,Left Wing,"[39.0, 15.9]",0.0,['37d74948-bd6d-491f-992b-2cf090c7692a'],3941017,Lost In Play,768,768,4354,,
12f437de-8540-4493-9b22-56de4e6bb64b,2101,2,00:07:29.191,52,29,Interception,73,England,From Throw In,Slovakia,Ondrej Duda,Left Center Midfield,"[34.5, 25.5]",0.0,['da00f29a-3fa1-4cbf-ad87-fd9837d14884'],3941017,Lost Out,768,908,8967,,
bf2ca274-3958-43ed-ba69-84b897234e76,2307,2,00:11:15.734,56,15,Interception,83,England,Regular Play,England,Kieran Trippier,Left Back,"[83.1, 5.6]",0.0,['64dd200d-68d0-4c6a-83b5-25a8a2ad0e7f'],3941017,Won,768,768,3308,True,
f0dafdcf-4e42-4b7b-a172-3f8c16d216f6,2360,2,00:12:42.026,57,42,Interception,85,England,Regular Play,Slovakia,Ondrej Duda,Left Center Midfield,"[63.1, 16.5]",0.0,['2efd8110-abae-4b73-9aa8-5581be47f3a8'],3941017,Success In Play,768,908,8967,,
b2cc9714-3c51-45b4-a0e1-5d46965e6903,2629,2,00:21:52.160,66,52,Interception,96,England,From Free Kick,Slovakia,Ondrej Duda,Left Center Midfield,"[70.4, 21.7]",0.0,['480c9400-39d6-4d14-89a0-fa1aed797400'],3941017,Lost In Play,768,908,8967,,
90c7a833-0af2-4d52-846a-ab953a259bca,3045,2,00:33:11.442,78,11,Interception,111,England,Regular Play,England,Marc Guehi,Left Center Back,"[30.5, 21.0]",0.0,['9674e0d3-863a-436b-b1a8-c82e036e04f6'],3941017,Won,768,768,34526,True,
0cd48ef0-c852-409e-970a-8063cfaae1ca,3102,2,00:34:32.394,79,32,Interception,113,England,Regular Play,England,Kobbie Mainoo,Right Defensive Midfield,"[84.6, 61.3]",0.0,['d248e172-bd64-4fbf-b208-2bf1a51f2015'],3941017,Lost In Play,768,768,99174,True,
c3dfed42-e91e-45ad-98a6-7450e7f9900c,3199,2,00:37:37.714,82,37,Interception,120,England,Regular Play,England,Declan Rice,Left Defensive Midfield,"[21.1, 60.7]",0.0,['e00c3230-ba10-458f-ac8c-db71e476005d'],3941017,Won,768,768,3943,True,
b64b66dc-33a5-4469-b186-c5e46a494a51,3242,2,00:38:54.795,83,54,Interception,121,England,From Free Kick,Slovakia,László Bénes,Left Center Midfield,"[27.9, 16.8]",0.0,['68361359-56ba-41eb-9005-49e92bceb24b'],3941017,Won,768,908,11383,,
3820860b-5ffa-44b3-ab95-5371eda3920c,3328,2,00:41:02.431,86,2,Interception,124,Slovakia,Regular Play,Slovakia,Dávid Hancko,Left Back,"[18.8, 16.5]",0.0,['8485ef63-74b1-46ae-b472-4ff15b7f42f6'],3941017,Won,908,908,16879,True,
02588e91-249a-4c4e-937b-07de465fe17d,3650,2,00:51:44.220,96,44,Interception,143,Slovakia,From Kick Off,England,Eberechi Eze,Left Midfield,"[63.1, 19.9]",0.0,['1a018637-3ea1-43b3-acb4-6fec2c2a5c81'],3941017,Success In Play,908,768,9000,,
1d64da10-7c42-4408-bb81-9bc014aed054,4045,3,00:10:17.553,100,17,Interception,157,Slovakia,From Keeper,England,Ivan Toney,Left Center Forward,"[82.5, 44.2]",0.0,['1f0abcd9-5e3f-4db0-9f50-b7e906fcf08e'],3941017,Lost In Play,908,768,3834,,
1e049a62-3560-49f2-9cd1-ad4b999ef247,4232,3,00:15:50.680,105,50,Interception,167,England,From Goal Kick,England,Declan Rice,Center Defensive Midfield,"[61.1, 37.4]",1.660937,['9f343ace-70c4-457e-8305-e7b1413edef1'],3941017,Success In Play,768,768,3943,,
94eaf11f-3aaf-41dc-b992-a599aeca4e1f,4256,3,00:16:09.279,106,9,Interception,168,Slovakia,Regular Play,Slovakia,Matúš Bero,Right Wing,"[27.0, 53.8]",0.0,['47b9c308-9e97-42a2-a47f-08203ac58b00'],3941017,Won,908,908,15546,True,
86efaca5-0016-4871-b913-658a9643972d,4424,4,00:06:05.432,111,5,Interception,179,Slovakia,From Throw In,England,Ivan Toney,Center Forward,"[51.1, 27.4]",0.0,['8c524dce-9b6c-44f3-999e-8ff6cf490954'],3941017,Lost In Play,908,768,3834,,
fb3968ca-dac3-48ab-a50b-2a14a8d0796d,4731,4,00:15:06.479,120,6,Interception,194,England,Regular Play,Slovakia,Denis Vavro,Right Center Back,"[24.7, 50.9]",0.0,['5a7ca180-48e2-4c9c-ab87-c2a61da8a0e0'],3941017,Lost In Play,768,908,16298,,
48508499-bc2a-41dc-b269-78558f6e15d2,254,1,00:06:52.158,6,52,Interception,12,Serbia,Regular Play,Denmark,Joachim Andersen,Right Center Back,"[57.5, 74.3]",0.0,['914474bc-25d1-45e4-9cc2-e555ecf6d47c'],3930182,Lost In Play,786,776,8247,,
1e7cd93d-04bc-47c8-93bc-39dced2eacc9,508,1,00:11:08.707,11,8,Interception,20,Denmark,From Goal Kick,Serbia,Nikola Milenković,Center Back,"[45.5, 30.7]",0.0,"['037c1a2b-9f9c-4017-bc34-d52e51f3a46c', '0d3b4c95-3350-42ef-92f3-730e9a279ff6']",3930182,Success In Play,776,786,5603,,True
a19a13ae-e39a-4cbb-a313-484f6cc833a6,652,1,00:14:06.575,14,6,Interception,27,Denmark,Regular Play,Denmark,Andreas Christensen,Left Center Back,"[8.6, 19.6]",0.0,['8aba2588-3040-4607-a8dd-39d59bd48352'],3930182,Won,776,776,3959,True,
db282bb0-e8d0-4633-8113-ec5f18911c11,1142,1,00:26:00.814,26,0,Interception,45,Serbia,Regular Play,Denmark,Andreas Christensen,Left Center Back,"[28.5, 19.6]",0.0,['018f15e5-dff9-4a4c-b1dc-a74368f8a410'],3930182,Lost Out,786,776,3959,,
3aaeb668-bfc1-4add-a229-bd71617e65d6,1339,1,00:30:55.500,30,55,Interception,54,Denmark,Regular Play,Serbia,Strahinja Pavlović,Left Center Back,"[9.6, 31.9]",0.0,['c6ae1c44-ecb6-4fb9-9058-1edc288dcb9f'],3930182,Lost Out,776,786,27719,,
87550b1f-b0d1-40c2-91c0-b95e7ac0a823,1423,1,00:32:53.907,32,53,Interception,58,Denmark,Regular Play,Serbia,Nemanja Gudelj,Left Defensive Midfield,"[27.1, 35.0]",0.0,['71abfdf5-8e3f-473d-ac66-446dee1c2b86'],3930182,Success In Play,776,786,16489,,
f91e7f1b-d6e7-4d1a-a738-45b290b517f8,1439,1,00:33:24.394,33,24,Interception,60,Serbia,From Free Kick,Denmark,Alexander Hartmann Bah,Right Wing Back,"[70.9, 77.3]",0.0,['2a34607e-6595-4264-bb3e-58e37b1c4619'],3930182,Lost In Play,786,776,24547,,
0801113c-aade-42b6-9e73-29af18b997f3,1544,1,00:34:50.514,34,50,Interception,64,Serbia,Regular Play,Serbia,Ivan Ilić,Right Defensive Midfield,"[52.6, 33.2]",0.0,['4d5f723e-19fc-49fe-a38c-0109fb263807'],3930182,Won,786,786,30179,,
b1fc471d-d102-4efa-ac26-9e72689abf82,1882,1,00:41:30.476,41,30,Interception,69,Denmark,From Throw In,Serbia,Ivan Ilić,Right Defensive Midfield,"[16.3, 52.2]",0.0,['e1d41ddc-3b0a-430a-a38d-191f5ecc469e'],3930182,Lost In Play,776,786,30179,,
6a42f250-49a0-44a9-b1d2-22a84352e3b8,2393,2,00:09:50.238,54,50,Interception,95,Serbia,Regular Play,Denmark,Pierre-Emile Højbjerg,Right Defensive Midfield,"[73.5, 57.0]",0.0,['a53cd1ed-2dcc-46c0-8e96-6915ed076ba9'],3930182,Won,786,776,3570,,
d5f6a843-2fa8-4d85-a45c-36148ba59222,2456,2,00:11:45.314,56,45,Interception,101,Denmark,Regular Play,Denmark,Joakim Mæhle,Left Wing Back,"[58.5, 2.5]",0.0,['abf163b9-41a5-457e-995c-7656ad0cc46b'],3930182,Won,776,776,16554,,
4756b12d-7d7b-4c39-9f3f-f491985832cc,2502,2,00:13:41.820,58,41,Interception,105,Denmark,Regular Play,Denmark,Pierre-Emile Højbjerg,Right Defensive Midfield,"[55.4, 54.2]",0.0,"['30fa63b3-9678-4a52-b565-1b17c1ac7798', 'ac5369d9-df65-4616-9756-c56f06d3b9d9']",3930182,Won,776,776,3570,,True
99c1886e-f20b-4153-bae7-988c5beb30b6,2639,2,00:15:58.934,60,58,Interception,109,Denmark,Regular Play,Serbia,Strahinja Pavlović,Left Center Back,"[14.2, 15.4]",0.0,['8b8b4610-5182-45ff-804c-bf9d073b3475'],3930182,Lost In Play,776,786,27719,,
62058dc8-4cda-4fa9-8f11-38b5d75b5357,2836,2,00:20:40.683,65,40,Interception,117,Denmark,Regular Play,Serbia,Andrija Živković,Left Wing Back,"[21.2, 14.3]",0.0,['3423b634-f8f6-4ace-a955-0529be71087a'],3930182,Lost In Play,776,786,6318,,
a37439ed-7e91-48dd-bb5f-1e59b044b764,3324,2,00:32:30.407,77,30,Interception,133,Serbia,From Free Kick,Denmark,Andreas Christensen,Left Center Back,"[32.3, 35.5]",0.0,['fc156e11-4ffb-40cf-9c69-8256eeec3712'],3930182,Lost In Play,786,776,3959,,
530e43d0-c500-4460-9148-612da272e742,3587,2,00:43:43.677,88,43,Interception,147,Serbia,From Free Kick,Denmark,Thomas Delaney,Left Defensive Midfield,"[23.7, 18.0]",0.0,['12156d22-42cf-413d-b698-4453b9cf9490'],3930182,Lost In Play,786,776,5527,,
6cb373b6-a9f4-4762-9dd7-07c9117126af,53,1,00:00:56.498,0,56,Interception,4,Spain,From Throw In,Albania,Kristjan Asllani,Left Defensive Midfield,"[77.0, 1.7]",0.0,['cdb2a084-2df9-4114-a3c8-34bddde9872f'],3930179,Success In Play,772,906,57303,,
51834c5a-f5e7-451d-a13c-decc700cd49e,141,1,00:02:48.083,2,48,Interception,6,Spain,Regular Play,Albania,Kristjan Asllani,Left Defensive Midfield,"[34.3, 5.1]",0.0,['bac7a1a5-4491-4d9b-9476-845c21062326'],3930179,Lost Out,772,906,57303,,
fd4ee11b-dea2-4ac3-88e2-2e7a66c1975f,420,1,00:10:18.471,10,18,Interception,19,Albania,Regular Play,Albania,Jasir Asani,Right Wing,"[18.0, 60.0]",0.0,['2c069fd2-34ca-498a-ba81-615fd47f8d78'],3930179,Won,906,906,41186,True,
b5f8e552-2820-4bba-8732-f30bf5181eec,461,1,00:10:57.958,10,57,Interception,20,Spain,Regular Play,Spain,Daniel Olmo Carvajal,Center Attacking Midfield,"[63.6, 40.7]",0.0,['10db8e70-b5b5-4ee4-b308-c4d97bfff466'],3930179,Won,772,772,16532,True,
f516e00b-986b-4e6d-80a9-a2fc9d6e0d7c,557,1,00:14:51.099,14,51,Interception,25,Spain,From Throw In,Albania,Jasir Asani,Right Wing,"[53.0, 59.8]",0.0,['f1f05260-00c4-4c70-a9fb-7ea532d9664f'],3930179,Success In Play,772,906,41186,,
12e2dbe9-a274-49f1-8164-ea8cdf55ded2,701,1,00:17:58.405,17,58,Interception,31,Albania,From Goal Kick,Spain,Daniel Vivian Moreno,Right Center Back,"[58.4, 40.5]",0.0,['dd73b06a-685c-4ee7-915d-68357766c40a'],3930179,Success In Play,906,772,41542,,
