id,index,period,timestamp,minute,second,type,possession,possession_team,play_pattern,team,duration,related_events,match_id,possession_team_id,team_id
fad972fc-0d3a-4455-b6a1-18d0f7ef2c13,1974,2,00:00:00.000,45,0,Half Start,70,Germany,From Free Kick,Hungary,0.0,['61fd7c92-e004-454a-9de0-b36e6f316e56'],3930168,770,916
ff96ad42-3c72-49ae-b0d5-e5741f6cf470,3,1,00:00:00.000,0,0,Half Start,1,Austria,Regular Play,France,0.0,['f5d525d2-0f4b-4f15-9163-dda47bcf0244'],3930165,915,771
f5d525d2-0f4b-4f15-9163-dda47bcf0244,4,1,00:00:00.000,0,0,Half Start,1,Austria,Regular Play,Austria,0.0,['ff96ad42-3c72-49ae-b0d5-e5741f6cf470'],3930165,915,915
3a6d581c-1023-4e49-b3ba-6c6b5ce36074,1878,2,00:00:00.000,45,0,Half Start,90,Austria,From Keeper,France,0.0,['703b4b04-df3f-4957-852d-c29ccb2898ee'],3930165,915,771
703b4b04-df3f-4957-852d-c29ccb2898ee,1879,2,00:00:00.000,45,0,Half Start,90,Austria,From Keeper,Austria,0.0,['3a6d581c-1023-4e49-b3ba-6c6b5ce36074'],3930165,915,915
5bcbdd48-96ad-44a0-8090-89c42f0a3bcf,3,1,00:00:00.000,0,0,Half Start,1,Belgium,Regular Play,Slovakia,0.0,['7323f9db-3f72-452f-8562-a76b0cac9228'],3930164,782,908
7323f9db-3f72-452f-8562-a76b0cac9228,4,1,00:00:00.000,0,0,Half Start,1,Belgium,Regular Play,Belgium,0.0,['5bcbdd48-96ad-44a0-8090-89c42f0a3bcf'],3930164,782,782
7a6bd617-2642-4b20-8c8c-08010f2b6af4,1763,2,00:00:00.000,45,0,Half Start,87,Slovakia,From Corner,Slovakia,0.0,['c3dc1a8a-5b68-400f-8c73-c593026cdc93'],3930164,908,908
c3dc1a8a-5b68-400f-8c73-c593026cdc93,1764,2,00:00:00.000,45,0,Half Start,87,Slovakia,From Corner,Belgium,0.0,['7a6bd617-2642-4b20-8c8c-08010f2b6af4'],3930164,908,782
84726dc1-617e-4a80-9d88-d967224cb9c9,3,1,00:00:00.000,0,0,Half Start,1,Italy,Regular Play,Albania,0.0,['6fd413db-8651-4cc0-be90-29ab6cad3133'],3930161,914,906
6fd413db-8651-4cc0-be90-29ab6cad3133,4,1,00:00:00.000,0,0,Half Start,1,Italy,Regular Play,Italy,0.0,['84726dc1-617e-4a80-9d88-d967224cb9c9'],3930161,914,914
66678c64-db23-405c-8217-0b3d29f783c2,1941,2,00:00:00.000,45,0,Half Start,64,Italy,From Throw In,Albania,0.0,['bc0f5fe3-d28e-4057-81d2-a13fecabd8e2'],3930161,914,906
bc0f5fe3-d28e-4057-81d2-a13fecabd8e2,1942,2,00:00:00.000,45,0,Half Start,64,Italy,From Throw In,Italy,0.0,['66678c64-db23-405c-8217-0b3d29f783c2'],3930161,914,914
ff18fc34-673e-4677-81ab-346a8148624d,3,1,00:00:00.000,0,0,Half Start,1,Poland,Regular Play,Netherlands,0.0,['006e8d10-d2d7-49b2-bef1-d9573cb3823b'],3938637,789,941
006e8d10-d2d7-49b2-bef1-d9573cb3823b,4,1,00:00:00.000,0,0,Half Start,1,Poland,Regular Play,Poland,0.0,['ff18fc34-673e-4677-81ab-346a8148624d'],3938637,789,789
8ba9fa50-864a-4dd9-805e-a52acad3c100,1759,2,00:00:00.000,45,0,Half Start,68,Netherlands,Regular Play,Poland,0.0,['5464ac46-2251-4209-acb3-94950ec62407'],3938637,941,789
5464ac46-2251-4209-acb3-94950ec62407,1760,2,00:00:00.000,45,0,Half Start,68,Netherlands,Regular Play,Netherlands,0.0,['8ba9fa50-864a-4dd9-805e-a52acad3c100'],3938637,941,941
40974614-3225-47a8-84cb-f912bd961ac8,3,1,00:00:00.000,0,0,Half Start,1,Slovakia,Regular Play,Slovakia,0.0,['e10a7764-aab8-4c64-b8cc-c2b6b25e5819'],3938640,908,908
e10a7764-aab8-4c64-b8cc-c2b6b25e5819,4,1,00:00:00.000,0,0,Half Start,1,Slovakia,Regular Play,Ukraine,0.0,['40974614-3225-47a8-84cb-f912bd961ac8'],3938640,908,911
11bb088b-5ea1-4557-8d6f-bc8ecdbe92ff,1824,2,00:00:00.000,45,0,Half Start,70,Ukraine,Regular Play,Slovakia,0.0,['ee404b40-1257-43b0-a140-f003f25789e1'],3938640,911,908
ee404b40-1257-43b0-a140-f003f25789e1,1825,2,00:00:00.000,45,0,Half Start,70,Ukraine,Regular Play,Ukraine,0.0,['11bb088b-5ea1-4557-8d6f-bc8ecdbe92ff'],3938640,911,911
2f066a0f-c32f-4cf0-bc98-9c0994c70797,3,1,00:00:00.000,0,0,Half Start,1,Georgia,Regular Play,Georgia,0.0,['f7cd34c4-f643-4f4b-8eb9-44a3ebc64ae6'],3938642,2138,2138
f7cd34c4-f643-4f4b-8eb9-44a3ebc64ae6,4,1,00:00:00.000,0,0,Half Start,1,Georgia,Regular Play,Czech Republic,0.0,['2f066a0f-c32f-4cf0-bc98-9c0994c70797'],3938642,2138,912
5959954b-94b6-42ce-b310-d5028c8da0a7,1612,2,00:00:00.000,45,0,Half Start,81,Czech Republic,From Corner,Georgia,0.0,['03137ef3-a381-4837-95b0-ce65b910a63d'],3938642,912,2138
03137ef3-a381-4837-95b0-ce65b910a63d,1613,2,00:00:00.000,45,0,Half Start,81,Czech Republic,From Corner,Czech Republic,0.0,['5959954b-94b6-42ce-b310-d5028c8da0a7'],3938642,912,912
ee249fe6-7de9-4e0f-9b13-baf0822f5f77,3,1,00:00:00.000,0,0,Half Start,1,Turkey,Regular Play,Georgia,0.0,['b017db95-449e-4ad3-b7af-362d5231cbaf'],3938639,909,2138
b017db95-449e-4ad3-b7af-362d5231cbaf,4,1,00:00:00.000,0,0,Half Start,1,Turkey,Regular Play,Turkey,0.0,['ee249fe6-7de9-4e0f-9b13-baf0822f5f77'],3938639,909,909
e92155cb-7205-4069-a3fe-64ed57f57c5d,1965,2,00:00:00.000,45,0,Half Start,73,Turkey,Regular Play,Turkey,0.0,['bf990d58-7c7e-4e23-bf1c-6e1be1d64996'],3938639,909,909
bf990d58-7c7e-4e23-bf1c-6e1be1d64996,1966,2,00:00:00.000,45,0,Half Start,73,Turkey,Regular Play,Georgia,0.0,['e92155cb-7205-4069-a3fe-64ed57f57c5d'],3938639,909,2138
aee4c17a-4a3c-413e-abc1-a13e7593f541,3,1,00:00:00.000,0,0,Half Start,1,Poland,Regular Play,Poland,0.0,['3ae4aa14-7882-467a-85e1-7b09c723025a'],3938641,789,789
3ae4aa14-7882-467a-85e1-7b09c723025a,4,1,00:00:00.000,0,0,Half Start,1,Poland,Regular Play,Austria,0.0,['aee4c17a-4a3c-413e-abc1-a13e7593f541'],3938641,789,915
f59ae6be-137c-4efd-9269-97e4bdd643d0,1806,2,00:00:00.000,45,0,Half Start,92,Poland,From Corner,Austria,0.0,['0999c9cb-29ec-4b51-9c40-53d57b99f957'],3938641,789,915
0999c9cb-29ec-4b51-9c40-53d57b99f957,1807,2,00:00:00.000,45,0,Half Start,92,Poland,From Corner,Poland,0.0,['f59ae6be-137c-4efd-9269-97e4bdd643d0'],3938641,789,789
153f66b8-a970-46e9-ae3e-be0c3adb9910,3,1,00:00:00.000,0,0,Half Start,1,Georgia,Regular Play,Georgia,0.0,['7c5b25ca-beb2-4094-94cc-6db8c7c0205b'],3938644,2138,2138
7c5b25ca-beb2-4094-94cc-6db8c7c0205b,4,1,00:00:00.000,0,0,Half Start,1,Georgia,Regular Play,Portugal,0.0,['153f66b8-a970-46e9-ae3e-be0c3adb9910'],3938644,2138,780
a841d838-fa0c-478e-83d8-4ebc0d0915bc,2039,2,00:00:00.000,45,0,Half Start,77,Portugal,Regular Play,Georgia,0.0,['fe10c865-011b-4179-a0a5-f4ef7d3f3f70'],3938644,780,2138
fe10c865-011b-4179-a0a5-f4ef7d3f3f70,2040,2,00:00:00.000,45,0,Half Start,77,Portugal,Regular Play,Portugal,0.0,['a841d838-fa0c-478e-83d8-4ebc0d0915bc'],3938644,780,780
e4b27a22-b247-4eeb-b0ba-b1b81939e89c,3,1,00:00:00.000,0,0,Half Start,1,France,Regular Play,Poland,0.0,['a1411d49-c9e4-4d5d-9900-2af4c11aa0b4'],3938643,771,789
a1411d49-c9e4-4d5d-9900-2af4c11aa0b4,4,1,00:00:00.000,0,0,Half Start,1,France,Regular Play,France,0.0,['e4b27a22-b247-4eeb-b0ba-b1b81939e89c'],3938643,771,771
c1cbeb10-8810-43db-be41-6fdc2edf2ae5,1929,2,00:00:00.000,45,0,Half Start,80,France,From Free Kick,France,0.0,['0a8bfa44-70fb-411e-8834-e827ae873089'],3938643,771,771
0a8bfa44-70fb-411e-8834-e827ae873089,1930,2,00:00:00.000,45,0,Half Start,80,France,From Free Kick,Poland,0.0,['c1cbeb10-8810-43db-be41-6fdc2edf2ae5'],3938643,771,789
56dc5318-2e9a-424b-bd85-f5a076b9d620,3,1,00:00:00.000,0,0,Half Start,1,Romania,Regular Play,Romania,0.0,['b8c993f8-03d0-4527-8477-83f8987fa827'],3938638,905,905
b8c993f8-03d0-4527-8477-83f8987fa827,4,1,00:00:00.000,0,0,Half Start,1,Romania,Regular Play,Ukraine,0.0,['56dc5318-2e9a-424b-bd85-f5a076b9d620'],3938638,905,911
33fa9132-5637-4ca0-a6b9-80f1d65e444f,1740,2,00:00:00.000,45,0,Half Start,74,Romania,From Keeper,Ukraine,0.0,['9096165c-a316-4693-b921-ea401cff23eb'],3938638,905,911
9096165c-a316-4693-b921-ea401cff23eb,1741,2,00:00:00.000,45,0,Half Start,74,Romania,From Keeper,Romania,0.0,['33fa9132-5637-4ca0-a6b9-80f1d65e444f'],3938638,905,905
43dfe482-3d63-4b79-8e2a-a4a3a3986cbf,3,1,00:00:00.000,0,0,Half Start,1,Slovakia,Regular Play,Slovakia,0.0,['662f1daf-90ef-47e9-a4c4-daaebd874d98'],3930183,908,908
662f1daf-90ef-47e9-a4c4-daaebd874d98,4,1,00:00:00.000,0,0,Half Start,1,Slovakia,Regular Play,Romania,0.0,['43dfe482-3d63-4b79-8e2a-a4a3a3986cbf'],3930183,908,905
ecf926ad-c85f-4ed7-8930-fdbe26c6815d,1553,2,00:00:00.000,45,0,Half Start,83,Slovakia,Regular Play,Slovakia,0.0,['4c9b1ad1-c350-4e28-92f4-a76761f94cb0'],3930183,908,908
4c9b1ad1-c350-4e28-92f4-a76761f94cb0,1554,2,00:00:00.000,45,0,Half Start,83,Slovakia,Regular Play,Romania,0.0,['ecf926ad-c85f-4ed7-8930-fdbe26c6815d'],3930183,908,905
a6c4f1a3-2bad-48eb-97f1-d59133157684,3,1,00:00:00.000,0,0,Half Start,1,England,Regular Play,England,0.0,['c8dfe1fb-fe97-4a43-9794-b7c75e2e8d8c'],3930181,768,768
c8dfe1fb-fe97-4a43-9794-b7c75e2e8d8c,4,1,00:00:00.000,0,0,Half Start,1,England,Regular Play,Slovenia,0.0,['a6c4f1a3-2bad-48eb-97f1-d59133157684'],3930181,768,944
a5949204-9f5f-4e1e-9c22-c3e2a5e660cc,1922,2,00:00:00.000,45,0,Half Start,68,England,Regular Play,England,0.0,['02353d95-ba17-441d-a6a6-bc731f54472c'],3930181,768,768
02353d95-ba17-441d-a6a6-bc731f54472c,1923,2,00:00:00.000,45,0,Half Start,68,England,Regular Play,Slovenia,0.0,['a5949204-9f5f-4e1e-9c22-c3e2a5e660cc'],3930181,768,944
17a5db14-2507-4b90-8e34-0883bc4a054b,3,1,00:00:00.000,0,0,Half Start,1,Croatia,Regular Play,Italy,0.0,['23505fd5-0150-47e6-b9ad-30a3ca65b3bc'],3930178,785,914
23505fd5-0150-47e6-b9ad-30a3ca65b3bc,4,1,00:00:00.000,0,0,Half Start,1,Croatia,Regular Play,Croatia,0.0,['17a5db14-2507-4b90-8e34-0883bc4a054b'],3930178,785,785
a458ac7c-21bd-4948-83e3-3dcb775d2894,2197,2,00:00:00.000,45,0,Half Start,67,Italy,From Goal Kick,Croatia,0.0,['fde840e6-b159-48a4-b424-f63a57a852b1'],3930178,914,785
fde840e6-b159-48a4-b424-f63a57a852b1,2198,2,00:00:00.000,45,0,Half Start,67,Italy,From Goal Kick,Italy,0.0,['a458ac7c-21bd-4948-83e3-3dcb775d2894'],3930178,914,914
9f7fdbbb-da7c-41f7-a8e4-adfa36b69e2b,3,1,00:00:00.000,0,0,Half Start,1,Switzerland,Regular Play,Switzerland,0.0,['197068b4-4ae9-4238-aa01-1358d1d7f3db'],3930176,773,773
197068b4-4ae9-4238-aa01-1358d1d7f3db,4,1,00:00:00.000,0,0,Half Start,1,Switzerland,Regular Play,Germany,0.0,['9f7fdbbb-da7c-41f7-a8e4-adfa36b69e2b'],3930176,773,770
bbde4fca-99af-4f14-b2a2-7c71425525f9,1982,2,00:00:00.000,45,0,Half Start,74,Switzerland,Regular Play,Germany,0.0,['e4b6d059-0325-4817-ae56-544b6a8108e8'],3930176,773,770
e4b6d059-0325-4817-ae56-544b6a8108e8,1983,2,00:00:00.000,45,0,Half Start,74,Switzerland,Regular Play,Switzerland,0.0,['bbde4fca-99af-4f14-b2a2-7c71425525f9'],3930176,773,773
b33feb03-9657-4ebf-8080-189d933af3f9,3,1,00:00:00.000,0,0,Half Start,1,Belgium,Regular Play,Belgium,0.0,['4ebcc8c6-0e8e-4a23-b9a9-45ea163037d7'],3930175,782,782
4ebcc8c6-0e8e-4a23-b9a9-45ea163037d7,4,1,00:00:00.000,0,0,Half Start,1,Belgium,Regular Play,Romania,0.0,['b33feb03-9657-4ebf-8080-189d933af3f9'],3930175,782,905
1202f5cd-1c21-4143-a901-ca16f5b094c1,1702,2,00:00:00.000,45,0,Half Start,84,Belgium,From Goal Kick,Belgium,0.0,['94ed2449-15f3-42c8-b765-4df3cdc00f98'],3930175,782,782
94ed2449-15f3-42c8-b765-4df3cdc00f98,1703,2,00:00:00.000,45,0,Half Start,84,Belgium,From Goal Kick,Romania,0.0,['1202f5cd-1c21-4143-a901-ca16f5b094c1'],3930175,782,905
640b723c-be03-42a1-ad17-469633563c4d,3,1,00:00:00.000,0,0,Half Start,1,Turkey,Regular Play,Portugal,0.0,['0fb33a16-d528-4310-8cfa-7d359167d353'],3930174,909,780
0fb33a16-d528-4310-8cfa-7d359167d353,4,1,00:00:00.000,0,0,Half Start,1,Turkey,Regular Play,Turkey,0.0,['640b723c-be03-42a1-ad17-469633563c4d'],3930174,909,909
43498329-a20b-406f-b423-8a02aba3f5b5,1743,2,00:00:00.000,45,0,Half Start,75,Portugal,Regular Play,Turkey,0.0,['934b94aa-f64b-4bd1-bec3-e7390e7040b1'],3930174,780,909
934b94aa-f64b-4bd1-bec3-e7390e7040b1,1744,2,00:00:00.000,45,0,Half Start,75,Portugal,Regular Play,Portugal,0.0,['43498329-a20b-406f-b423-8a02aba3f5b5'],3930174,780,780
4aacfbb4-be7a-43f1-9aca-aa6628dfa235,3,1,00:00:00.000,0,0,Half Start,1,Slovenia,Regular Play,Serbia,0.0,['53cb0fc8-7a7d-445f-9a48-ef28402b44c7'],3930170,944,786
53cb0fc8-7a7d-445f-9a48-ef28402b44c7,4,1,00:00:00.000,0,0,Half Start,1,Slovenia,Regular Play,Slovenia,0.0,['4aacfbb4-be7a-43f1-9aca-aa6628dfa235'],3930170,944,944
2c9377af-622c-4a71-b32b-8b8459061f76,1943,2,00:00:00.000,45,0,Half Start,81,Slovenia,From Goal Kick,Slovenia,0.0,['854463a4-bf1f-4531-92c3-2706d8f637aa'],3930170,944,944
854463a4-bf1f-4531-92c3-2706d8f637aa,1944,2,00:00:00.000,45,0,Half Start,81,Slovenia,From Goal Kick,Serbia,0.0,['2c9377af-622c-4a71-b32b-8b8459061f76'],3930170,944,786
5c1d92fa-ded8-484a-9115-89c3243f7bfb,3,1,00:00:00.000,0,0,Half Start,1,Scotland,Regular Play,Scotland,0.0,['852f5cb6-795d-4563-83ce-44313f83dfd4'],3930169,942,942
852f5cb6-795d-4563-83ce-44313f83dfd4,4,1,00:00:00.000,0,0,Half Start,1,Scotland,Regular Play,Switzerland,0.0,['5c1d92fa-ded8-484a-9115-89c3243f7bfb'],3930169,942,773
0cb6e5cf-b53c-41d9-a48d-08572797d6d3,1656,2,00:00:00.000,45,0,Half Start,90,Switzerland,From Throw In,Switzerland,0.0,['6ede4412-b935-4b98-8fc3-ea99a9afee08'],3930169,773,773
6ede4412-b935-4b98-8fc3-ea99a9afee08,1657,2,00:00:00.000,45,0,Half Start,90,Switzerland,From Throw In,Scotland,0.0,['0cb6e5cf-b53c-41d9-a48d-08572797d6d3'],3930169,773,942
6a9094b0-5155-4c93-966f-94359e3522bf,3,1,00:00:00.000,0,0,Half Start,1,Portugal,Regular Play,Portugal,0.0,['20339616-d7b6-4f01-a264-ea42836292e9'],3930166,780,780
20339616-d7b6-4f01-a264-ea42836292e9,4,1,00:00:00.000,0,0,Half Start,1,Portugal,Regular Play,Czech Republic,0.0,['6a9094b0-5155-4c93-966f-94359e3522bf'],3930166,780,912
5d585b33-2364-475c-a62b-d09d49b8b23d,1981,2,00:00:00.000,45,0,Half Start,72,Czech Republic,Regular Play,Portugal,0.0,['efc91b35-4f20-4b73-b6b5-e2ab29b4f6f9'],3930166,912,780
efc91b35-4f20-4b73-b6b5-e2ab29b4f6f9,1982,2,00:00:00.000,45,0,Half Start,72,Czech Republic,Regular Play,Czech Republic,0.0,['5d585b33-2364-475c-a62b-d09d49b8b23d'],3930166,912,912
4c181d9c-b1fd-4b4d-900e-1d32639cbc41,3,1,00:00:00.000,0,0,Half Start,1,Serbia,Regular Play,Serbia,0.0,['86cc1303-942c-4c0d-8714-ccc398b76385'],3930163,786,786
86cc1303-942c-4c0d-8714-ccc398b76385,4,1,00:00:00.000,0,0,Half Start,1,Serbia,Regular Play,England,0.0,['4c181d9c-b1fd-4b4d-900e-1d32639cbc41'],3930163,786,768
a9a22987-7280-4ee7-813d-1d8946835d44,2040,2,00:00:00.000,45,0,Half Start,62,Serbia,From Corner,Serbia,0.0,['1c4b7698-723d-4632-bee1-faed2048aa92'],3930163,786,786
1c4b7698-723d-4632-bee1-faed2048aa92,2041,2,00:00:00.000,45,0,Half Start,62,Serbia,From Corner,England,0.0,['a9a22987-7280-4ee7-813d-1d8946835d44'],3930163,786,768
c9abd287-b42a-4458-ab5e-6f8b6bcdb03e,3,1,00:00:00.000,0,0,Half Start,1,Slovenia,Regular Play,Denmark,0.0,['70848c06-7a93-46e4-8c3e-6768c2d2374a'],3930162,944,776
70848c06-7a93-46e4-8c3e-6768c2d2374a,4,1,00:00:00.000,0,0,Half Start,1,Slovenia,Regular Play,Slovenia,0.0,['c9abd287-b42a-4458-ab5e-6f8b6bcdb03e'],3930162,944,944
2bbcf1b7-d4d8-423b-a5a1-5a1c75a23da3,1933,2,00:00:00.000,45,0,Half Start,63,Denmark,From Free Kick,Denmark,0.0,['7c6f198a-48e8-492b-922d-78eb0a299fb2'],3930162,776,776
7c6f198a-48e8-492b-922d-78eb0a299fb2,1934,2,00:00:00.000,45,0,Half Start,63,Denmark,From Free Kick,Slovenia,0.0,['2bbcf1b7-d4d8-423b-a5a1-5a1c75a23da3'],3930162,776,944
16a1233d-9d31-40a6-a838-7c6b1990b9d2,3,1,00:00:00.000,0,0,Half Start,1,Spain,Regular Play,Croatia,0.0,['7b2a405c-a4b3-4209-8629-db1e2164096a'],3930160,772,785
7b2a405c-a4b3-4209-8629-db1e2164096a,4,1,00:00:00.000,0,0,Half Start,1,Spain,Regular Play,Spain,0.0,['16a1233d-9d31-40a6-a838-7c6b1990b9d2'],3930160,772,772
42a57852-8cf6-4c61-bc50-f4373c714613,1824,2,00:00:00.000,45,0,Half Start,80,Croatia,From Kick Off,Spain,0.0,['a93fde4d-b13d-48a2-a097-ed923ae16c52'],3930160,785,772
a93fde4d-b13d-48a2-a097-ed923ae16c52,1825,2,00:00:00.000,45,0,Half Start,80,Croatia,From Kick Off,Croatia,0.0,['42a57852-8cf6-4c61-bc50-f4373c714613'],3930160,785,785
197b44b9-aca6-4b16-ae23-fa4ad331e378,3,1,00:00:00.000,0,0,Half Start,1,Hungary,Regular Play,Switzerland,0.0,['ece898fb-7698-461f-bda1-81726fc1ff76'],3930159,916,773
ece898fb-7698-461f-bda1-81726fc1ff76,4,1,00:00:00.000,0,0,Half Start,1,Hungary,Regular Play,Hungary,0.0,['197b44b9-aca6-4b16-ae23-fa4ad331e378'],3930159,916,916
82a4dece-2386-4aa4-b3b8-5400306ee9df,1657,2,00:00:00.000,45,0,Half Start,75,Switzerland,From Goal Kick,Hungary,0.0,['4084934c-0638-44d7-bceb-3f7a77a27877'],3930159,773,916
4084934c-0638-44d7-bceb-3f7a77a27877,1658,2,00:00:00.000,45,0,Half Start,75,Switzerland,From Goal Kick,Switzerland,0.0,['82a4dece-2386-4aa4-b3b8-5400306ee9df'],3930159,773,773
d9de8fe7-3122-4067-a1c2-a742c7edb2b8,3,1,00:00:00.000,0,0,Half Start,1,Germany,Regular Play,Germany,0.0,['455f819f-3926-4ed4-a0e9-4e9e4d0bf95a'],3930158,770,770
455f819f-3926-4ed4-a0e9-4e9e4d0bf95a,4,1,00:00:00.000,0,0,Half Start,1,Germany,Regular Play,Scotland,0.0,['d9de8fe7-3122-4067-a1c2-a742c7edb2b8'],3930158,770,942
922b4395-37e9-4750-ae19-aa1ddbbd94fd,1727,2,00:00:00.000,45,0,Half Start,66,Scotland,From Free Kick,Germany,0.0,['dccb5fda-54f1-4041-84b3-f060f95b4c4b'],3930158,942,770
dccb5fda-54f1-4041-84b3-f060f95b4c4b,1728,2,00:00:00.000,45,0,Half Start,66,Scotland,From Free Kick,Scotland,0.0,['922b4395-37e9-4750-ae19-aa1ddbbd94fd'],3930158,942,942
