id,index,period,timestamp,minute,second,type,possession,possession_team,play_pattern,team,player,position,location,duration,under_pressure,related_events,match_id,clearance_head,clearance_body_part,possession_team_id,team_id,player_id,out,clearance_right_foot,clearance_aerial_won,clearance_left_foot,clearance_other,off_camera
c305aa18-5616-472a-a9ab-6878457c6dbf,682,1,00:22:04.683,22,4,Clearance,38,Netherlands,From Corner,Romania,Denis Mihai Drăguş,Center Forward,"[5.0, 37.6]",0.0,True,['b086819f-5df0-4b0a-b997-7a1eacaa89a7'],3941021,True,Head,941,905,31193,,,,,,
b8f2437c-3d8b-463e-b350-0fbf6934fe2e,684,1,00:22:06.279,22,6,Clearance,38,Netherlands,From Corner,Romania,Ianis Hagi,Left Midfield,"[19.7, 30.1]",0.0,True,['75039a2a-fd61-46a2-b469-d0db6ab585ce'],3941021,,Right Foot,941,905,28565,,True,,,,
9757a884-8a04-4015-b0b5-491c13fe6af8,828,1,00:25:12.191,25,12,Clearance,42,Netherlands,From Goal Kick,Romania,Radu Drăgușin,Right Center Back,"[10.1, 36.3]",0.0,True,['eb4b33a2-85e8-4f3f-ba54-a77cea811251'],3941021,True,Head,941,905,39615,,,,,,
2aadaddd-54c1-4c34-bb3b-82ded0dfbd97,851,1,00:27:12.328,27,12,Clearance,46,Netherlands,From Corner,Romania,Denis Mihai Drăguş,Center Forward,"[7.3, 34.0]",0.0,True,"['ad34e100-9f99-4d02-aae9-4477842e4e56', 'eda9d397-5578-49dc-99d8-448081be90a1']",3941021,True,Head,941,905,31193,,,True,,,
7ce754fe-ee88-4c7a-af47-34e2afbdebbd,871,1,00:28:16.438,28,16,Clearance,47,Netherlands,From Free Kick,Romania,Andrei Burcă Andonie,Left Center Back,"[14.2, 45.9]",0.0,True,['41cddce8-9efc-4e61-911f-aa2c78df1021'],3941021,True,Head,941,905,31908,,,,,,
b351145b-c9b1-4cd7-97d9-646272d6ef5c,907,1,00:28:58.386,28,58,Clearance,47,Netherlands,From Free Kick,Romania,Nicolae Claudiu Stanciu,Left Center Midfield,"[11.8, 31.6]",0.0,True,['883543e2-3bcc-4f30-bbfd-2f7de03041ef'],3941021,,Left Foot,941,905,10916,True,,,True,,
f9d76ec2-a628-4deb-9770-ca689b6e8b14,909,1,00:29:33.517,29,33,Clearance,48,Netherlands,From Corner,Romania,Radu Drăgușin,Right Center Back,"[7.3, 39.6]",0.0,True,['360246d7-04ee-46e9-9124-e3533006e90e'],3941021,True,Head,941,905,39615,,,,,,
2f322016-d2dd-4503-b095-d6169f9a6936,1021,1,00:34:24.187,34,24,Clearance,53,Netherlands,Regular Play,Romania,Andrei Burcă Andonie,Left Center Back,"[8.0, 39.7]",0.0,True,['76159fe7-d088-42df-ba16-8c1fb55ba1f6'],3941021,True,Head,941,905,31908,,,,,,
d3823ddf-bf5e-4955-8acf-1587320ab824,1044,1,00:34:51.479,34,51,Clearance,54,Netherlands,From Throw In,Romania,Andrei Florin Ratiu,Right Back,"[9.9, 45.3]",0.0,True,['1e9d743e-bafa-4792-9c49-b5c287778306'],3941021,True,Head,941,905,24861,,,,,,
628c3582-4054-4e54-bdeb-396e52517b9e,1152,1,00:37:31.392,37,31,Clearance,57,Netherlands,Regular Play,Romania,Andrei Burcă Andonie,Left Center Back,"[14.4, 38.5]",0.0,True,,3941021,,Right Foot,941,905,31908,True,True,,,,
9a0c3255-1517-4f89-9efb-10b32613b869,1196,1,00:38:33.362,38,33,Clearance,58,Netherlands,From Throw In,Romania,Radu Drăgușin,Right Center Back,"[5.8, 36.5]",0.0,True,['0499d855-27ee-49cd-865f-5e5a927dffcb'],3941021,,Right Foot,941,905,39615,,True,,,,
5fc340cf-b307-4b5b-8a50-412fedc4999e,1208,1,00:38:43.360,38,43,Clearance,58,Netherlands,From Throw In,Romania,Nicolae Claudiu Stanciu,Left Center Midfield,"[3.5, 51.3]",0.0,True,['7163045e-33bb-4d0e-9ccc-a6ebb333f7d6'],3941021,True,Head,941,905,10916,True,,,,,
68457c0f-8ffb-46b1-b364-bfce09eae554,1211,1,00:39:22.820,39,22,Clearance,59,Netherlands,From Corner,Romania,Ianis Hagi,Left Midfield,"[15.0, 26.5]",0.0,True,,3941021,,Left Foot,941,905,28565,,,,True,,
75be2092-aa89-4979-9c5e-764d72e32dfa,1261,1,00:40:18.608,40,18,Clearance,59,Netherlands,From Corner,Romania,Bogdan Racovițan,Left Center Back,"[5.2, 37.4]",0.0,True,['4632134a-8d0e-48e4-be78-6c6dddf4effc'],3941021,True,Head,941,905,45023,,,,,,
7a28c854-8b5f-43e4-9fb7-8c3f01791b1c,1265,1,00:40:21.252,40,21,Clearance,59,Netherlands,From Corner,Romania,Radu Drăgușin,Right Center Back,"[11.0, 35.5]",0.0,True,"['245c6b02-3aa8-47a6-ae17-89ae38a8d522', 'c442fa68-04a7-464d-8a4a-383926138322']",3941021,True,Head,941,905,39615,,,True,,,
34437097-5ded-40e1-b16f-5688ad8ce6f3,1266,1,00:40:23.020,40,23,Clearance,59,Netherlands,From Corner,Romania,Marius Mihai Marin,Center Defensive Midfield,"[14.4, 29.7]",0.0,True,,3941021,,Right Foot,941,905,30913,,True,,,,
b2abf456-434d-47c5-9b0b-263cab02b3b3,1522,1,00:47:49.392,47,49,Clearance,74,Romania,Regular Play,Netherlands,Virgil van Dijk,Left Center Back,"[9.0, 42.9]",0.0,True,['9a9ff14f-2ebe-4def-8642-fb980570d1de'],3941021,,Left Foot,905,941,3669,True,,,True,,
9d9633ad-4529-4d37-9179-1bb8f0b0ebb8,1524,1,00:48:20.951,48,20,Clearance,75,Romania,From Corner,Netherlands,Virgil van Dijk,Left Center Back,"[9.3, 42.8]",0.0,True,['ea9afa79-b654-4398-a96d-6cfb8f7bb890'],3941021,True,Head,905,941,3669,,,,,,
6aa79ab4-0db5-4747-b4ed-95c888e5a2c4,1528,1,00:48:26.939,48,26,Clearance,75,Romania,From Corner,Netherlands,Stefan de Vrij,Right Center Back,"[5.2, 35.9]",0.0,True,['1395fbc1-3565-47e8-a07b-fd565c7c7e12'],3941021,True,Head,905,941,7787,,,,,,
8c624306-2a35-4f93-a395-807f9624e796,1562,2,00:00:21.178,45,21,Clearance,76,Romania,From Kick Off,Netherlands,Virgil van Dijk,Left Center Back,"[14.0, 35.5]",0.0,True,,3941021,,Right Foot,905,941,3669,,True,,,,
6942fcf8-1232-4025-bfc1-189c46aa31a9,1564,2,00:00:23.882,45,23,Clearance,76,Romania,From Kick Off,Netherlands,Tijjani Reijnders,Left Defensive Midfield,"[1.7, 23.5]",0.0,True,['27f31b70-5a32-4718-89cd-b88e415d0542'],3941021,,Right Foot,905,941,21582,True,True,,,,
f5859722-ab77-45b3-9ce6-dcec47e0e064,1682,2,00:04:26.889,49,26,Clearance,85,Netherlands,From Free Kick,Romania,Radu Drăgușin,Right Center Back,"[16.5, 38.9]",0.0,True,,3941021,,Right Foot,941,905,39615,,True,,,,
d117c57c-eaa5-4f00-bdee-5bd0db7fe4aa,1712,2,00:06:19.375,51,19,Clearance,87,Romania,From Free Kick,Netherlands,Nathan Aké,Left Back,"[12.3, 23.9]",0.0,True,['df9ff024-381b-4fad-a930-9d0e27b00acb'],3941021,True,Head,905,941,3306,,,,,,
221db7bc-2e94-4a45-8dae-159fa9a94949,1713,2,00:06:22.059,51,22,Clearance,87,Romania,From Free Kick,Netherlands,Memphis Depay,Center Forward,"[28.8, 18.1]",0.0,True,,3941021,,Left Foot,905,941,2988,,,,True,,
54fb8e80-1886-4d8b-a4e1-7c2773b0fd3f,1833,2,00:08:18.850,53,18,Clearance,89,Netherlands,From Throw In,Romania,Bogdan Racovițan,Left Center Back,"[2.2, 36.1]",0.0,True,,3941021,,Right Foot,941,905,45023,,True,,,,
499567dc-a19e-40b4-8c84-6beb41db177d,2035,2,00:14:51.582,59,51,Clearance,103,Romania,From Corner,Netherlands,Denzel Dumfries,Right Back,"[6.9, 35.5]",0.0,True,['4f4662e8-5678-4559-8f6c-50e3a4fd9857'],3941021,,Other,905,941,8125,True,,,,True,
d4428f1e-2f5f-4c93-a012-0a27db510403,2037,2,00:15:15.696,60,15,Clearance,104,Romania,From Corner,Netherlands,Virgil van Dijk,Left Center Back,"[9.3, 37.2]",0.0,True,['d0a3e138-d4c3-4068-84fc-34ffe478bc73'],3941021,True,Head,905,941,3669,True,,,,,
e86eef58-8c06-402a-a92b-b66ef4e737fe,2053,2,00:15:46.024,60,46,Clearance,105,Romania,From Throw In,Netherlands,Stefan de Vrij,Right Center Back,"[9.9, 71.5]",0.0,True,['b395c2e4-03be-4fbc-b785-5435bb50d705'],3941021,,Right Foot,905,941,7787,True,True,,,,
ee6ad6f2-71a7-48c3-b3d5-70da45081884,2095,2,00:17:23.414,62,23,Clearance,108,Netherlands,From Corner,Romania,Denis Mihai Drăguş,Center Forward,"[4.4, 44.0]",0.0,True,['82db6c38-c127-4f7f-94f5-61acbcae08ab'],3941021,True,Head,941,905,31193,,,,,,
70d283f0-29df-47b7-b133-06f026f43cf9,2273,2,00:23:51.443,68,51,Clearance,115,Netherlands,Regular Play,Romania,Andrei Burcă Andonie,Left Back,"[56.6, 3.9]",0.0,True,"['4831e0ad-4285-4ae0-8ebe-4bf7022baca8', '8a3064d4-6e5b-4856-941f-9779f3aa6603']",3941021,True,Head,941,905,31908,True,,True,,,
157f7837-8712-4311-b584-713d84c7a723,2296,2,00:24:38.288,69,38,Clearance,117,Romania,Regular Play,Netherlands,Micky van de Ven,Left Back,"[44.4, 5.6]",0.0,True,['aa9830c1-1aae-4c3e-b88d-0dacedb33b3e'],3941021,True,Head,905,941,32547,True,,,,,
72832d5c-edc7-4be4-9f96-6043d3a32d01,2323,2,00:25:39.035,70,39,Clearance,118,Romania,From Throw In,Netherlands,Tijjani Reijnders,Right Defensive Midfield,"[6.6, 47.1]",0.0,True,,3941021,,Right Foot,905,941,21582,,True,,,,
3da2afb7-abdb-46b9-85b4-aa49783347d1,2483,2,00:30:20.679,75,20,Clearance,125,Netherlands,From Free Kick,Romania,Andrei Burcă Andonie,Left Back,"[10.1, 34.6]",0.0,True,['0659c39f-ed99-46a5-8b35-4bfa4cd7472d'],3941021,True,Head,941,905,31908,,,,,,
5f1c9880-8663-4910-8136-32931561ded8,2494,2,00:30:32.470,75,32,Clearance,125,Netherlands,From Free Kick,Romania,Radu Drăgușin,Right Center Back,"[3.2, 43.5]",0.0,True,"['1a75563e-aebb-4e64-8145-ade2457a7082', '4c8031fc-68b4-4092-9b72-8e3e032d951a']",3941021,True,Head,941,905,39615,,,True,,,
6b2a9ccb-e692-4d93-b30d-90f7df015a0e,2584,2,00:33:10.523,78,10,Clearance,130,Netherlands,Regular Play,Romania,Răzvan Gabriel Marin,Center Defensive Midfield,"[13.7, 42.6]",0.0,True,,3941021,,Right Foot,941,905,16344,,True,,,,
8d9b04df-6fc8-4923-a1d2-eb5ab974ffbd,2658,2,00:35:33.857,80,33,Clearance,134,Netherlands,From Corner,Romania,Radu Drăgușin,Right Center Back,"[7.9, 40.5]",0.0,True,['4fc5a7a1-cebe-427e-8dd0-e45395b101e3'],3941021,True,Head,941,905,39615,,,,,,
4a0c7242-b33b-4c48-a3f6-abcbbb76eedc,2759,2,00:40:06.422,85,6,Clearance,140,Netherlands,From Throw In,Romania,Radu Drăgușin,Right Center Back,"[17.4, 35.5]",0.0,True,['f569b6b9-c401-45b9-9975-b4bf2516c87a'],3941021,,Right Foot,941,905,39615,,True,,,,
9fb528c4-ec4a-4b6e-bbfc-13e946e1a702,2974,2,00:46:30.754,91,30,Clearance,154,Romania,From Free Kick,Netherlands,Denzel Dumfries,Right Back,"[17.5, 59.9]",0.0,True,"['8a91f608-8f1a-4d07-a73b-ff4e3bc2582e', 'da8b525c-a7a9-4f19-bafc-4d450f3cdac6']",3941021,True,Head,905,941,8125,True,,True,,,
ecb3992a-6ffa-479b-a397-8ed1c8a244c0,2982,2,00:47:28.993,92,28,Clearance,155,Romania,From Corner,Netherlands,Virgil van Dijk,Left Center Back,"[13.9, 44.1]",0.0,True,"['1b0e708c-8b20-4071-a344-d99dd33e1d8b', '37136fd9-0d16-4eb3-98e0-04730946cf15']",3941021,True,Head,905,941,3669,,,True,,,
1922f8e6-9732-455d-96d9-270b574e58b1,27,1,00:00:42.847,0,42,Clearance,4,Slovenia,From Free Kick,Portugal,Rúben Santos Gato Alves Dias,Right Center Back,"[54.1, 60.9]",0.0,True,"['0c82101c-376d-474f-9cec-31686464f059', '437d9433-bd3e-47aa-9c74-553d236cc0b7']",3941020,True,Head,944,780,5206,True,,True,,,
ed990040-4301-478d-9c70-725a882138e1,36,1,00:01:07.154,1,7,Clearance,5,Slovenia,From Throw In,Portugal,Kléper Laveran Lima Ferreira,Left Center Back,"[37.8, 52.4]",0.0,True,"['2cfe6ead-839d-43bb-a12f-b5d462a3a9e4', 'd4b28383-c190-48f0-8650-423d6a989382']",3941020,True,Head,944,780,20016,,,True,,,
71493ae8-0ce3-48e0-a3c8-ad8d6fdb3b15,47,1,00:01:14.701,1,14,Clearance,5,Slovenia,From Throw In,Portugal,Nuno Mendes,Left Back,"[14.9, 43.0]",0.0,True,['707e680c-feba-4470-aed2-d13515078886'],3941020,,Right Foot,944,780,41092,,True,,,,
fce357d7-88f2-47c5-a708-2d3393cfbbed,147,1,00:03:19.440,3,19,Clearance,9,Portugal,Regular Play,Slovenia,Žan Karničnik,Right Back,"[5.3, 41.2]",0.0,True,['c8ed000b-cf00-4e48-acd7-fab5b8554aad'],3941020,,Right Foot,780,944,137487,True,True,,,,
ae462a7a-cff1-4845-a58a-3f2eef560770,150,1,00:04:06.209,4,6,Clearance,10,Portugal,From Corner,Slovenia,Jaka Bijol,Left Center Back,"[6.5, 34.2]",0.0,True,"['72ab027a-9abf-4ef6-89fe-82239edf5e79', 'bcebc390-dff5-4ecc-8b82-d882e43f9809']",3941020,True,Head,780,944,16047,,,True,,,
dd04dc50-4791-4bbb-bc07-b90180d40a88,360,1,00:08:55.439,8,55,Clearance,18,Portugal,Regular Play,Slovenia,Žan Karničnik,Right Back,"[34.0, 68.6]",0.0,True,['2dae1181-33c4-4945-b1af-8194e32b202e'],3941020,,Right Foot,780,944,137487,,True,,,,
07db8678-7d8e-4c72-958f-eab1bb5ebd88,598,1,00:14:42.696,14,42,Clearance,26,Slovenia,From Throw In,Portugal,João Pedro Cavaco Cancelo,Right Back,"[8.2, 53.8]",0.0,True,['0c2cc17b-993d-4403-a35b-3d0723cc277d'],3941020,True,Head,944,780,7005,,,,,,
aaf45650-d847-4df7-857b-91b3affb8654,624,1,00:15:07.388,15,7,Clearance,27,Portugal,Regular Play,Slovenia,Vanja Drkušić,Right Center Back,"[8.8, 42.1]",0.0,True,['fc0811a0-07b4-480c-a0bd-23e240195e28'],3941020,True,Head,780,944,205932,,,,,,
a219308b-fc81-4a4d-b01d-44445f7d8288,815,1,00:20:04.527,20,4,Clearance,33,Slovenia,Regular Play,Slovenia,Adam Gnezda Čerin,Right Defensive Midfield,"[33.2, 70.7]",0.0,True,['b329a58b-2811-4ff1-b606-274cacad3a64'],3941020,,Right Foot,944,944,31968,,True,,,,
5b468434-a584-4856-9e0d-8ccc9a82f5aa,816,1,00:20:07.228,20,7,Clearance,33,Slovenia,Regular Play,Portugal,Rúben Santos Gato Alves Dias,Right Center Back,"[48.0, 14.1]",0.0,True,,3941020,True,Head,944,780,5206,,,,,,
e54daae5-a63c-427a-8b54-1d41a29ff00a,895,1,00:21:54.352,21,54,Clearance,35,Slovenia,From Goal Kick,Slovenia,Jaka Bijol,Left Center Back,"[69.7, 59.5]",0.0,True,"['7430a4eb-7ef0-4610-a3ee-ecd3de3d3bb0', 'fc11732c-0f51-4b4c-b0cc-d85db98f3890']",3941020,True,Head,944,944,16047,,,True,,,
8c0c57ce-9a58-4222-b467-1ec02aac2df9,1000,1,00:25:49.462,25,49,Clearance,40,Slovenia,From Free Kick,Portugal,João Maria Lobo Alves Palhinha Gonçalves,Left Defensive Midfield,"[26.1, 31.8]",0.0,True,,3941020,,Right Foot,944,780,12169,,True,,,,
6cda39f2-6636-4210-9053-155b249aac12,1046,1,00:26:27.525,26,27,Clearance,42,Portugal,From Throw In,Slovenia,Vanja Drkušić,Right Center Back,"[7.3, 41.0]",0.0,True,"['00b2e9fb-8b7f-41d6-bdc6-1605f55a242e', 'b66da1fa-f223-4848-a5fd-c8435b522889']",3941020,True,Head,780,944,205932,True,,True,,,
2e16532e-4a6b-47f0-b930-667f9280ad55,1048,1,00:27:02.911,27,2,Clearance,43,Portugal,From Throw In,Slovenia,Benjamin Šeško,Left Center Forward,"[7.5, 40.3]",0.0,True,['79157825-792d-4643-a8a1-d06d4c18b19a'],3941020,True,Head,780,944,38759,,,,,,
5e796b27-1f13-41a6-b0d4-79d98cdd0e58,1103,1,00:28:36.915,28,36,Clearance,47,Portugal,From Corner,Slovenia,Benjamin Šeško,Left Center Forward,"[3.0, 32.4]",0.0,True,['85ec9674-f5a7-44b6-823c-afb2bc2159c2'],3941020,,Right Foot,780,944,38759,,True,,,,
c7e80328-925d-4ec2-be46-fb5186e0d6f6,1174,1,00:30:20.121,30,20,Clearance,49,Portugal,Regular Play,Slovenia,Jure Balkovec,Left Back,"[14.3, 27.9]",0.0,True,,3941020,,Left Foot,780,944,30940,True,,,True,,
61b4a958-746e-4373-9cb4-1f2031791521,1260,1,00:35:53.089,35,53,Clearance,60,Slovenia,From Goal Kick,Portugal,Rúben Santos Gato Alves Dias,Right Center Back,"[57.0, 74.4]",0.0,True,"['65624120-c38e-4255-a358-369f883c76b4', 'f50badc5-31db-411d-b9bd-1b3eba6a0524']",3941020,True,Head,944,780,5206,True,,True,,,
f5b12c22-ee49-4a6b-bd11-53e5b54fc5d8,1373,1,00:41:17.040,41,17,Clearance,69,Portugal,From Throw In,Slovenia,Jaka Bijol,Left Center Back,"[32.4, 11.6]",0.0,True,['5b35e7e1-c17e-4fa8-acbe-acfa5f4e23cf'],3941020,True,Head,780,944,16047,True,,,,,
71abcf7c-a151-49cb-8cfb-79f4f98fe663,1448,1,00:43:07.183,43,7,Clearance,75,Portugal,Regular Play,Slovenia,Vanja Drkušić,Right Center Back,"[27.3, 59.9]",0.0,True,"['18890cd8-0db4-4067-9b18-bfa2e90f2819', '62191e4a-5ff2-4810-8646-5418846e7c73']",3941020,True,Head,780,944,205932,,,True,,,
6cddafe3-64d9-4534-a854-0fcc54a995ac,1496,1,00:44:04.742,44,4,Clearance,79,Slovenia,Regular Play,Portugal,Kléper Laveran Lima Ferreira,Left Center Back,"[6.7, 42.9]",0.0,True,['a7bcdf15-e90a-4a07-b78a-2bc7604c6450'],3941020,,Left Foot,944,780,20016,True,,,True,,
a8793aba-2b0f-4577-af52-3d2333c756be,1582,2,00:00:07.008,45,7,Clearance,85,Slovenia,From Kick Off,Portugal,Kléper Laveran Lima Ferreira,Left Center Back,"[35.6, 11.8]",0.0,True,"['1e5dd5c6-aaf9-44ce-a2ae-4a537963d55e', 'b8757248-ff9d-4a6f-b182-308a137f623e']",3941020,True,Head,944,780,20016,True,,True,,,
718134f8-1ab3-4ba5-b26f-22afd678b8f3,1591,2,00:00:30.690,45,30,Clearance,86,Slovenia,From Throw In,Portugal,Rúben Santos Gato Alves Dias,Right Center Back,"[25.8, 22.6]",0.0,True,['b1272fc7-4726-4865-b375-b4a1ce75816b'],3941020,,Right Foot,944,780,5206,,True,,,,
4803f6cb-62a5-4ff8-a8da-c90dfef5ff0e,1649,2,00:01:41.346,46,41,Clearance,88,Portugal,From Free Kick,Slovenia,Vanja Drkušić,Right Center Back,"[7.7, 39.5]",0.0,True,['75069693-efb9-43a8-8a18-347eeb1faec3'],3941020,,Left Foot,780,944,205932,,,,True,,
1934a093-16a6-45ec-bba7-5c4e6e9fe805,1787,2,00:06:21.276,51,21,Clearance,95,Portugal,From Free Kick,Slovenia,Adam Gnezda Čerin,Right Defensive Midfield,"[15.7, 33.8]",0.0,True,['1a1b67c1-4af7-4686-bf3c-c287cba6bdb3'],3941020,,Left Foot,780,944,31968,,,,True,,
17c4882f-91af-46ab-8e71-f8d8baa9ddb0,1804,2,00:06:39.896,51,39,Clearance,95,Portugal,From Free Kick,Slovenia,Jure Balkovec,Left Back,"[13.9, 27.0]",0.0,True,,3941020,,Left Foot,780,944,30940,True,,,True,,
981b7ad8-8bf8-40c9-b3d6-be96c7637952,1885,2,00:09:49.408,54,49,Clearance,99,Portugal,From Free Kick,Slovenia,Žan Karničnik,Right Back,"[13.5, 46.8]",0.0,True,,3941020,,Right Foot,780,944,137487,,True,,,,
79d97ae1-69fe-41ad-b861-37deaa69985d,2033,2,00:13:16.484,58,16,Clearance,104,Slovenia,From Keeper,Portugal,Bruno Miguel Borges Fernandes,Center Attacking Midfield,"[34.4, 62.6]",0.0,True,"['79c717ac-7618-4e77-a437-dcdda4ea188c', 'e3c71905-e75d-4af0-a388-14023d7291e3']",3941020,True,Head,944,780,5204,True,,True,,,
4dab480d-9be7-4d6b-b844-9bd7d43c4fdb,2039,2,00:13:53.872,58,53,Clearance,105,Slovenia,From Throw In,Portugal,João Pedro Cavaco Cancelo,Right Back,"[4.8, 52.9]",0.0,True,"['71f9cac0-66df-462e-8826-6398e0e531fa', '86db2678-8cd0-4207-a083-f78afcf944db']",3941020,True,Head,944,780,7005,,,True,,,
ea31abd4-6812-4e03-8ac0-4b99bd18e231,2135,2,00:15:47.651,60,47,Clearance,109,Portugal,From Throw In,Slovenia,Jaka Bijol,Left Center Back,"[13.2, 35.2]",0.0,True,['1f27f937-8882-4d3e-adf7-9840e226e48d'],3941020,True,Head,780,944,16047,,,,,,
42909d25-c1ae-4a44-843a-dad92da2fde4,2294,2,00:18:30.140,63,30,Clearance,112,Portugal,From Throw In,Slovenia,Žan Karničnik,Right Back,"[17.4, 58.5]",0.0,True,['5144ad87-ef4b-4d85-8c5c-54546a37447c'],3941020,,Right Foot,780,944,137487,,True,,,,
6fb2f9a6-1509-45a2-8d98-516a2126a82a,2339,2,00:20:01.081,65,1,Clearance,113,Slovenia,From Goal Kick,Portugal,Nuno Mendes,Left Back,"[53.5, 10.4]",0.0,True,['c9d58436-1640-423e-88c9-a9b9c8bda641'],3941020,True,Head,944,780,41092,,,,,,
2fddd007-ea2f-45fa-a4c8-3b3738f71b29,2516,2,00:24:02.781,69,2,Clearance,121,Slovenia,Regular Play,Portugal,Kléper Laveran Lima Ferreira,Left Center Back,"[26.1, 39.2]",0.0,True,['c5646f8d-4598-466c-a0ef-b1fe7452cfd8'],3941020,True,Head,944,780,20016,,,,,,
857cfecf-8559-45d8-8bff-0533e651eab4,2572,2,00:25:03.505,70,3,Clearance,123,Portugal,From Throw In,Slovenia,Jaka Bijol,Left Center Back,"[7.3, 32.3]",0.0,True,['6794a6e7-17ab-4881-b673-6045f91660d0'],3941020,,Right Foot,780,944,16047,,True,,,,
57e00da8-057e-49e3-ae7d-6a6276077d7f,2573,2,00:25:06.057,70,6,Clearance,123,Portugal,From Throw In,Slovenia,Jure Balkovec,Left Back,"[13.0, 32.7]",0.0,True,,3941020,True,Head,780,944,30940,,,,,,
293a73eb-5d55-400c-bcac-6faea46c1033,2599,2,00:26:43.939,71,43,Clearance,125,Slovenia,From Goal Kick,Portugal,João Pedro Cavaco Cancelo,Right Back,"[40.9, 51.0]",0.0,True,"['14931b90-2ccf-4ba4-9b08-10ccd4727a64', 'b6e84f98-4253-40be-ab0b-bc288e15b032']",3941020,,Right Foot,944,780,7005,,True,,,,
b872692a-3013-49ee-aa0d-63c7781a10f4,2735,2,00:31:43.032,76,43,Clearance,132,Portugal,Regular Play,Slovenia,Jaka Bijol,Left Center Back,"[7.7, 35.2]",0.0,True,['e79473d6-8359-4936-b1f2-7462a5757a3a'],3941020,True,Head,780,944,16047,,,,,,
6a469d82-7211-49d0-84b5-ebee2e4976a8,2749,2,00:32:34.083,77,34,Clearance,133,Slovenia,From Goal Kick,Portugal,João Maria Lobo Alves Palhinha Gonçalves,Left Defensive Midfield,"[22.9, 7.9]",0.0,True,"['8fa11a7c-a15e-445a-bb05-d565b8cc38b1', 'f3fd0be9-9ef2-4bbb-b767-444a5871744d']",3941020,,Right Foot,944,780,12169,True,True,,,,
1c2525db-279a-4db6-8340-2ce03b183507,2921,2,00:37:54.202,82,54,Clearance,141,Portugal,Regular Play,Slovenia,Jaka Bijol,Left Center Back,"[13.2, 35.7]",0.0,True,['04cdc75f-8df1-49fb-bea2-867abe74434a'],3941020,True,Head,780,944,16047,,,,,,
115a0782-60c1-40e3-965d-a9da552ea265,3017,2,00:42:07.215,87,7,Clearance,146,Slovenia,From Free Kick,Portugal,Kléper Laveran Lima Ferreira,Left Center Back,"[10.5, 35.0]",0.0,True,['8917b309-58d5-4220-8a14-a2cc9e7d61fb'],3941020,True,Head,944,780,20016,,,,,,
16f3560d-1620-407e-934b-ef7a422efe1e,3020,2,00:42:12.167,87,12,Clearance,146,Slovenia,From Free Kick,Portugal,Kléper Laveran Lima Ferreira,Left Center Back,"[8.9, 44.9]",0.0,True,"['41d238a3-dcac-4275-b605-fcfc0ad46f30', 'a27cea02-2b09-4418-9699-f16e1ecbcdc5']",3941020,True,Head,944,780,20016,,,True,,,
996a5561-8037-453e-a505-543b4e4c0539,3125,2,00:44:55.099,89,55,Clearance,153,Portugal,From Throw In,Slovenia,Jure Balkovec,Left Back,"[13.0, 42.0]",0.0,True,['ea1fb1fc-f1ed-4c01-b632-71d0598054e3'],3941020,,Right Foot,780,944,30940,,True,,,,
e302feb5-e710-4856-8b8e-377f8735f06f,3127,2,00:44:58.073,89,58,Clearance,153,Portugal,From Throw In,Portugal,Kléper Laveran Lima Ferreira,Left Center Back,"[74.4, 22.2]",0.0,True,['46831087-e102-48a0-b4af-084fc334eba0'],3941020,True,Head,780,780,20016,,,True,,,
0125b6f1-833c-4ceb-8ea6-60b10c1ca2c8,3146,2,00:47:23.128,92,23,Clearance,156,Slovenia,From Free Kick,Portugal,João Maria Lobo Alves Palhinha Gonçalves,Left Defensive Midfield,"[48.9, 51.2]",0.0,True,"['1f21d027-cd0c-4cc7-9cf5-5ba2a414aac1', '417575bd-06a0-49df-81c4-42c7bbb393ff']",3941020,True,Head,944,780,12169,,,True,,,
da47dcfd-908f-42ab-95e7-74a486b4687d,3148,2,00:47:25.921,92,25,Clearance,156,Slovenia,From Free Kick,Slovenia,Jon Gorenc Stankovič,Left Defensive Midfield,"[58.8, 28.9]",0.0,True,['5301f5a8-57a5-4257-a5a5-28a6e2299647'],3941020,True,Head,944,944,11416,,,True,,,
260ac9b8-9a94-4dd7-a94d-9a0d76455bd3,3226,2,00:49:24.142,94,24,Clearance,160,Portugal,From Corner,Slovenia,Žan Celar,Right Center Forward,"[6.9, 43.7]",0.0,True,['a767d165-bff7-4fa1-ad7d-b9f242ffe1c6'],3941020,True,Head,780,944,24109,,,,,,
dc7e6d0d-8088-428b-a694-db276b9bb409,3345,3,00:02:33.571,92,33,Clearance,164,Slovenia,From Goal Kick,Portugal,Kléper Laveran Lima Ferreira,Left Center Back,"[34.2, 33.0]",0.0,True,['d5683803-4d6f-4c85-beac-39da586d1e6f'],3941020,,Right Foot,944,780,20016,,True,,,,
da5fc199-e982-47fb-a40d-1568472c2aee,3360,3,00:02:48.358,92,48,Clearance,164,Slovenia,From Goal Kick,Portugal,Kléper Laveran Lima Ferreira,Left Center Back,"[8.0, 27.1]",0.0,True,,3941020,True,Head,944,780,20016,,,,,,
c8b6d31e-0107-4a47-aa8a-ce278707e81e,3362,3,00:02:51.531,92,51,Clearance,164,Slovenia,From Goal Kick,Portugal,João Pedro Cavaco Cancelo,Right Back,"[15.8, 44.2]",0.0,True,['332bd8f8-d437-4e3d-be86-7d4c679789a2'],3941020,True,Head,944,780,7005,,,,,,
